"Sensor 14 Average (x, y, z)"
"[-0.142875, -0.284925, 0.32152120000000006]"
"[-0.15627, -0.28257000000000004, 0.3680578]"
"[-0.17013, -0.274125, 0.4142556]"
"[-0.18458999999999998, -0.262245, 0.46004200000000006]"
"[-0.195915, -0.2424, 0.505054]"
"[-0.20667, -0.21462000000000003, 0.5479364]"
"[-0.118785, -0.29823, 0.344608]"
"[-0.13204499999999997, -0.294315, 0.3922336]"
"[-0.14274, -0.287175, 0.4414322]"
"[-0.1539, -0.2751, 0.49338959999999993]"
"[-0.164925, -0.254715, 0.5385467999999999]"
"[-0.174585, -0.22696500000000003, 0.5841638]"
"[-0.09294, -0.306075, 0.3601202]"
"[-0.10436999999999999, -0.304665, 0.407528]"
"[-0.111795, -0.29716499999999996, 0.4626314]"
"[-0.12013500000000002, -0.28363499999999997, 0.5140805999999999]"
"[-0.12778499999999998, -0.26283, 0.5624564]"
"[-0.136665, -0.23457, 0.6181164]"
"[-0.064785, -0.31311000000000005, 0.3724622000000001]"
"[-0.071445, -0.313245, 0.42543600000000004]"
"[-0.076515, -0.305925, 0.4762318]"
"[-0.08358000000000002, -0.291225, 0.5333921999999999]"
"[-0.088725, -0.269445, 0.585156]"
"[-0.09261, -0.24022500000000002, 0.636097]"
"[-0.03444, -0.31692, 0.3787784]"
"[-0.037529999999999994, -0.31495499999999993, 0.43226039999999993]"
"[-0.042045, -0.310305, 0.4887432]"
"[-0.04248, -0.29566499999999996, 0.5460972]"
"[-0.04296, -0.274215, 0.5993371999999999]"
"[-0.04418999999999999, -0.24372, 0.653642]"
"[-0.003599999999999999, -0.31709999999999994, 0.3828682]"
"[-0.0028349999999999972, -0.31844999999999996, 0.4356484]"
"[-0.0007949999999999971, -0.31059, 0.4904856]"
"[-0.0027749999999999928, -0.297165, 0.549219]"
"[0.001229999999999995, -0.27484499999999995, 0.605]"
"[0.0028650000000000134, -0.243465, 0.6583125999999999]"
