"Sensor 4 Average (x, y, z)"
"[0.192675, 0.16658999999999996, 0.62436]"
"[0.18915, 0.20486999999999997, 0.5883503999999999]"
"[0.18145500000000003, 0.23565000000000003, 0.546436]"
"[0.17023500000000003, 0.26208, 0.49842319999999996]"
"[0.15947999999999998, 0.277455, 0.4525884]"
"[0.149205, 0.29196000000000005, 0.4061728]"
"[0.22988999999999996, 0.15957, 0.5833409999999999]"
"[0.222735, 0.19593000000000002, 0.5520262]"
"[0.21122999999999995, 0.22651499999999997, 0.5124108]"
"[0.198765, 0.24934500000000004, 0.46902019999999994]"
"[0.18796499999999997, 0.26800499999999994, 0.42691219999999996]"
"[0.17520000000000005, 0.27881999999999996, 0.38366680000000003]"
"[0.259155, 0.15015, 0.541233]"
"[0.250725, 0.184755, 0.5097972]"
"[0.23845499999999994, 0.21153, 0.4743684]"
"[0.22627499999999992, 0.23734499999999997, 0.4375359999999999]"
"[0.21253500000000006, 0.25262999999999997, 0.39717040000000003]"
"[0.19970999999999997, 0.26356499999999994, 0.35944259999999995]"
"[0.27985499999999996, 0.140955, 0.49005000000000004]"
"[0.27098999999999995, 0.17190000000000003, 0.4682941999999999]"
"[0.25839, 0.199485, 0.4332042]"
"[0.24625500000000003, 0.222045, 0.39939680000000005]"
"[0.22938, 0.23698500000000006, 0.363484]"
"[0.21462, 0.24972, 0.3274744]"
"[0.29349000000000003, 0.13107, 0.444675]"
"[0.283365, 0.16087499999999996, 0.4197974]"
"[0.27362999999999993, 0.18614999999999998, 0.39083]"
"[0.25861500000000004, 0.20836500000000002, 0.36314519999999995]"
"[0.24414, 0.22109999999999996, 0.3290716]"
"[0.225195, 0.23206500000000002, 0.2982891999999999]"
"[0.3024300000000001, 0.12172500000000003, 0.39620239999999995]"
"[0.29424000000000006, 0.14887500000000004, 0.3733334]"
"[0.27996, 0.17258999999999997, 0.35249719999999996]"
"[0.26639999999999997, 0.18993, 0.3252964]"
"[0.24964499999999998, 0.20693999999999996, 0.2993056]"
"[0.23540999999999998, 0.21612000000000003, 0.2666598]"
