X,Y,Z,MagneticField_X,MagneticField_Y,MagneticField_Z
0,0,0,-0.033441853348022965,0.0813160117517444,-0.10894209817603127
0,5,0,-0.019635573509609455,0.08226576080303585,-0.0911431631778675
0,10,0,-0.005298261721140854,0.0753030970743053,-0.07084514628473491
0,15,0,0.006545354388542091,0.058409658464928384,-0.0525863018729342
0,20,0,0.012117701065001887,0.03297827151426123,-0.04094001713796053
0,25,0,0.009450544742318573,0.004709511568123388,-0.041156567511323225
5,0,0,-0.040358979067205245,0.0940781001346554,-0.09693995593095844
5,5,0,-0.027579385481699067,0.09694687232219365,-0.07238444118007095
5,10,0,-0.014032072469090426,0.09002980781001346,-0.043942404211041675
5,15,0,-0.002607112253641769,0.0691752968539601,-0.016952503366385055
5,20,0,0.0027452564573387656,0.03652582935487819,-0.00041479985310313716
10,0,0,-0.054167890806708245,0.10404725180560656,-0.08693463092177739
10,5,0,-0.045620455380095445,0.10886620149345086,-0.056892092055331064
10,10,0,-0.03651940261965965,0.10201052760435794,-0.020876423062798327
10,15,0,-0.028862284245317615,0.07858538376790304,0.013656812339331664
10,20,0,-0.025555331129881217,0.04002686987391357,0.03568931325743671
15,0,0,-0.07278497980168927,0.10870228914187782,-0.08199975517199162
15,5,0,-0.07106059493206018,0.1144160852001469,-0.04891841106622592
15,10,0,-0.06961298812584155,0.1076969029256947,-0.009141265760802972
15,15,0,-0.06866874770473738,0.08310509242257313,0.029065736320235097
15,20,0,-0.06896621373485123,0.042007528461255966,0.053745134043334614
20,0,0,-0.09272567021667275,0.10670008568980291,-0.08309383033419018
20,5,0,-0.09849283878075647,0.11197484392214468,-0.05132029624189001
20,10,0,-0.10512082262210792,0.10509597257926306,-0.013130738156445027
20,15,0,-0.11147925082629448,0.08127347288529807,0.023488125841596347
20,20,0,-0.11559842085934627,0.04203372505814665,0.04670639001101731
25,0,0,-0.10920522707797768,0.09882941608520013,-0.08985347043701794
25,5,0,-0.12035102215693472,0.10234771697882236,-0.06256224752111636
25,10,0,-0.13272817970375805,0.09559750275431508,-0.030748622842453124
25,15,0,-0.14376117027787974,0.07402533969886155,-0.0005164646835597309
25,20,0,-0.15037293426367973,0.039943383523075034,0.018194821887624002
30,0,0,-0.1195321336760925,0.0874696413269678,-0.10027702289141872
30,5,0,-0.13302527849185944,0.08902944056800097,-0.07928357204064139
30,10,0,-0.14733455747337493,0.08202423797282409,-0.055271759089239744
30,15,0,-0.15995293181539966,0.06417517443995593,-0.03343261109070872
30,20,0,-0.16694834129024355,0.03673019953482678,-0.019872934263679698
35,0,0,-0.12347190598604477,0.07471318398824825,-0.1114481576692373
35,5,0,-0.13670620639001096,0.07468613049332842,-0.09663673644264897
35,10,0,-0.15011047863875623,0.06834563594075162,-0.08028822377279954
35,15,0,-0.16153445954217158,0.054020137103684654,-0.06563330885053245
35,20,0,-0.16767150201983103,0.0335677561513037,-0.057144020075896626
40,0,0,-0.12258972946505076,0.0630658587342392,-0.1212906108458807
40,5,0,-0.1339817603133798,0.06198959480964622,-0.11153360264414243
40,10,0,-0.1450815277267719,0.056413942955074056,-0.10117645978699957
40,15,0,-0.15414426490390495,0.04572328314359162,-0.09218643652833877
40,20,0,-0.15907632513159503,0.030855673889092907,-0.08730113845023865
