X,Y,Z,MagneticField_X,MagneticField_Y,MagneticField_Z
0,0,0,0.0702411555881993,0.04940629207981393,0.019218998653445955
0,0,0,0.06999632757987514,0.049100257069408744,0.01838658342514384
0,0,0,0.06999632757987514,0.049100257069408744,0.01838658342514384
0,0,0,0.06999632757987514,0.049100257069408744,0.01838658342514384
0,0,0,0.07007589668258049,0.049283878075651856,0.018466152527849188
0,0,0,0.07007589668258049,0.049283878075651856,0.018466152527849188
0,0,0,0.07007589668258049,0.049283878075651856,0.018466152527849188
0,0,0,0.07007589668258049,0.049283878075651856,0.018466152527849188
0,0,0,0.07007589668258049,0.049283878075651856,0.01861917003305178
0,0,0,0.07011874158403722,0.04933284367731668,0.01861917003305178
0,0,0,0.07011874158403722,0.04933284367731668,0.01861917003305178
0,0,0,0.07011874158403722,0.04933284367731668,0.01861917003305178
0,0,0,0.07011874158403722,0.04933284367731668,0.01861917003305178
0,0,0,0.07011262088382911,0.049540947484392216,0.01895580854449749
0,0,0,0.07011262088382911,0.049540947484392216,0.01895580854449749
0,0,0,0.07011262088382911,0.049540947484392216,0.01895580854449749
0,0,0,0.07011262088382911,0.049540947484392216,0.01895580854449749
0,0,0,0.07011262088382911,0.049540947484392216,0.01895580854449749
0,0,0,0.0699412412780022,0.04933284367731668,0.018882360142000246
0,0,0,0.0699412412780022,0.04933284367731668,0.018882360142000246
0,0,0,0.0699412412780022,0.04933284367731668,0.018882360142000246
0,0,0,0.0699412412780022,0.04933284367731668,0.018882360142000246
0,0,0,0.0699412412780022,0.04933284367731668,0.018882360142000246
0,0,0,0.07003305178112376,0.04923491247398702,0.0191271881503244
0,0,0,0.07003305178112376,0.04923491247398702,0.0191271881503244
0,0,0,0.07003305178112376,0.04923491247398702,0.0191271881503244
0,0,0,0.07003305178112376,0.04923491247398702,0.0191271881503244
0,0,0,0.07003305178112376,0.04923491247398702,0.01898641204553801
0,0,0,0.07018606928632636,0.04957767168564084,0.01898641204553801
0,0,0,0.07018606928632636,0.04957767168564084,0.01898641204553801
