"Sensor 5 Average (x, y, z)"
"[0.137955, 0.018585000000000004, -0.1593328]"
"[0.14148000000000002, 0.006990000000000003, -0.1631564]"
"[0.14350499999999997, -0.007514999999999994, -0.16390659999999999]"
"[0.13982999999999998, -0.021899999999999996, -0.16238199999999997]"
"[0.14123999999999998, -0.035609999999999996, -0.15732419999999997]"
"[0.13718999999999998, -0.047685, -0.14907199999999998]"
"[0.13716000000000003, 0.02310000000000001, -0.18120959999999997]"
"[0.139815, 0.0074699999999999905, -0.1837264]"
"[0.14031000000000002, -0.0075899999999999995, -0.18457339999999997]"
"[0.13908, -0.023189999999999995, -0.18404099999999998]"
"[0.13731, -0.03804, -0.17665999999999998]"
"[0.13545, -0.050429999999999996, -0.17046479999999997]"
"[0.13160999999999998, 0.026520000000000002, -0.20436900000000002]"
"[0.13499999999999998, 0.010065000000000004, -0.20608720000000003]"
"[0.13631999999999997, -0.006255000000000004, -0.20734559999999996]"
"[0.13748999999999997, -0.024164999999999996, -0.20265079999999996]"
"[0.134685, -0.038384999999999996, -0.19952899999999998]"
"[0.13094999999999998, -0.054224999999999995, -0.190575]"
"[0.12489000000000003, 0.02937000000000002, -0.22568919999999998]"
"[0.128685, 0.012179999999999996, -0.23123100000000002]"
"[0.13024499999999997, -0.006884999999999988, -0.22738319999999992]"
"[0.12777, -0.025949999999999994, -0.2253746]"
"[0.12711, -0.043379999999999995, -0.22067979999999995]"
"[0.12521999999999997, -0.06095999999999999, -0.21078199999999994]"
"[0.11477999999999997, 0.03354, -0.24802579999999996]"
"[0.11808000000000002, 0.015299999999999994, -0.251801]"
"[0.11972999999999998, -0.006269999999999991, -0.25289]"
"[0.11929500000000001, -0.025935, -0.24729979999999996]"
"[0.11635499999999999, -0.04562999999999999, -0.2417338]"
"[0.11383499999999999, -0.062805, -0.2317876]"
"[0.101265, 0.03499500000000001, -0.26755519999999994]"
"[0.10258500000000001, 0.015435000000000004, -0.2724194]"
"[0.10342500000000002, -0.005159999999999991, -0.27212899999999995]"
"[0.10420500000000002, -0.02649, -0.26849899999999993]"
"[0.10292999999999997, -0.04733999999999999, -0.2598838]"
"[0.10074, -0.06447, -0.2468884]"
