"Sensor 13 Average (x, y, z)"
"[0.07887, 0.08750999999999998, -0.077924]"
"[0.08843999999999998, 0.08710499999999999, -0.0902902]"
"[0.09756000000000001, 0.08397000000000002, -0.09588039999999999]"
"[0.105735, 0.08128499999999997, -0.10986800000000001]"
"[0.11314499999999997, 0.07671, -0.12051599999999997]"
"[0.12319499999999997, 0.06843000000000002, -0.1331484]"
"[0.07738499999999998, 0.09648000000000001, -0.08649080000000002]"
"[0.08576999999999999, 0.09538500000000003, -0.10086559999999999]"
"[0.09419999999999998, 0.09360000000000002, -0.11134420000000002]"
"[0.10463999999999998, 0.09081, -0.12513819999999998]"
"[0.11237999999999998, 0.08494499999999999, -0.1354958]"
"[0.12111, 0.075375, -0.15013680000000001]"
"[0.07574999999999998, 0.10430999999999999, -0.09665480000000003]"
"[0.08377499999999999, 0.103935, -0.1087306]"
"[0.093525, 0.10300499999999999, -0.12409759999999996]"
"[0.10128000000000004, 0.09683999999999995, -0.1360282]"
"[0.10921499999999998, 0.09434999999999999, -0.150524]"
"[0.11510999999999999, 0.08324999999999996, -0.17073100000000002]"
"[0.07202999999999998, 0.11185500000000001, -0.10418100000000001]"
"[0.07867499999999998, 0.110325, -0.12097580000000001]"
"[0.08606999999999998, 0.11158499999999999, -0.13447939999999997]"
"[0.09605999999999998, 0.10692000000000002, -0.1518308]"
"[0.10140000000000002, 0.09977999999999998, -0.16901279999999996]"
"[0.11038499999999998, 0.09242999999999998, -0.1807256]"
"[0.06403500000000001, 0.12011999999999998, -0.11439340000000002]"
"[0.07214999999999999, 0.11886000000000002, -0.1298088]"
"[0.07933499999999999, 0.11887499999999998, -0.150524]"
"[0.08564999999999998, 0.11492999999999998, -0.16364040000000002]"
"[0.09394499999999997, 0.107985, -0.18053200000000003]"
"[0.10077, 0.09947999999999999, -0.20228780000000002]"
"[0.05316, 0.12641999999999998, -0.12216159999999997]"
"[0.060840000000000005, 0.12558, -0.13641539999999996]"
"[0.06966, 0.12453, -0.15669499999999997]"
"[0.07572000000000001, 0.12281999999999996, -0.17620019999999997]"
"[0.08097, 0.11634, -0.198803]"
"[0.08841, 0.10746, -0.21494440000000004]"
