"Sensor 14 Average (x, y, z)"
"[0.063795, 0.12048, -0.12552539999999998]"
"[0.07063499999999999, 0.12346499999999999, -0.1430946]"
"[0.07683000000000002, 0.12192, -0.1599378]"
"[0.08434499999999999, 0.11680499999999996, -0.18217759999999997]"
"[0.09354, 0.11045999999999997, -0.20095680000000002]"
"[0.10132500000000001, 0.10161, -0.21983280000000002]"
"[0.052260000000000015, 0.127845, -0.13167220000000002]"
"[0.059985, 0.12802499999999994, -0.1504272]"
"[0.0684, 0.12895500000000001, -0.17111819999999997]"
"[0.07432499999999997, 0.122445, -0.19347899999999998]"
"[0.07972500000000003, 0.117615, -0.21649319999999997]"
"[0.08640000000000002, 0.10732499999999998, -0.23459480000000002]"
"[0.04381499999999998, 0.13365000000000002, -0.137698]"
"[0.04809000000000001, 0.13414499999999996, -0.1563077999999999]"
"[0.052815000000000015, 0.133095, -0.18360539999999995]"
"[0.058755, 0.13029, -0.20245719999999998]"
"[0.06352499999999998, 0.12383999999999998, -0.22551980000000002]"
"[0.06957, 0.11402999999999999, -0.2480983999999999]"
"[0.03111, 0.13747499999999996, -0.14052940000000003]"
"[0.034589999999999996, 0.14077499999999998, -0.16589099999999998]"
"[0.039840000000000014, 0.13869, -0.18750160000000002]"
"[0.04433999999999999, 0.134175, -0.21090299999999998]"
"[0.045825000000000005, 0.12891, -0.23251359999999996]"
"[0.05070000000000001, 0.11899499999999999, -0.2603436]"
"[0.01839000000000001, 0.14258999999999997, -0.1441352]"
"[0.02121, 0.14229, -0.16845619999999997]"
"[0.023400000000000004, 0.14159999999999998, -0.1903814]"
"[0.026115000000000027, 0.139245, -0.2133956]"
"[0.027495000000000006, 0.13385999999999998, -0.23856360000000001]"
"[0.03174000000000002, 0.12073499999999998, -0.2613116]"
"[0.005174999999999999, 0.14454, -0.1461438]"
"[0.007125000000000006, 0.145005, -0.16797219999999996]"
"[0.008250000000000007, 0.14485500000000004, -0.192632]"
"[0.008145000000000006, 0.141075, -0.215259]"
"[0.01125000000000001, 0.133035, -0.24040280000000006]"
"[0.009255000000000013, 0.12226499999999998, -0.2629813999999999]"
