"Sensor 8 Average (x, y, z)"
"[-0.0828, 0.03881999999999998, -0.2961838]"
"[-0.0834, 0.01541999999999999, -0.30143519999999996]"
"[-0.082665, -0.005865000000000009, -0.3008544000000001]"
"[-0.081345, -0.03070500000000001, -0.294272]"
"[-0.080295, -0.05041500000000001, -0.28797999999999996]"
"[-0.07586999999999999, -0.07075500000000001, -0.2740892]"
"[-0.10044, 0.03728999999999999, -0.27631560000000005]"
"[-0.102435, 0.01711499999999999, -0.2802118]"
"[-0.09906000000000001, -0.0032250000000000195, -0.2820268]"
"[-0.098265, -0.025755000000000007, -0.2766302]"
"[-0.0963, -0.04555500000000001, -0.2690556]"
"[-0.093885, -0.066735, -0.256036]"
"[-0.11485500000000001, 0.035984999999999975, -0.25310779999999994]"
"[-0.11587499999999999, 0.01679999999999998, -0.2559876]"
"[-0.11517, -0.003255000000000008, -0.256883]"
"[-0.11353500000000001, -0.021180000000000004, -0.25448719999999997]"
"[-0.108435, -0.04264500000000001, -0.2468642]"
"[-0.10614000000000001, -0.05910000000000001, -0.2352966]"
"[-0.12477000000000002, 0.037139999999999965, -0.23130360000000003]"
"[-0.12615, 0.01988999999999999, -0.2373051999999999]"
"[-0.12732, -0.0010950000000000126, -0.2336752]"
"[-0.12401999999999999, -0.020475000000000007, -0.22885939999999996]"
"[-0.11964, -0.03933000000000002, -0.22501159999999995]"
"[-0.11745, -0.05367000000000001, -0.2106852]"
"[-0.13233, 0.03442499999999998, -0.21010439999999997]"
"[-0.13365, 0.018104999999999982, -0.20969300000000002]"
"[-0.13173, 0.0004649999999999932, -0.21083040000000003]"
"[-0.13083, -0.016305000000000007, -0.20666799999999996]"
"[-0.129615, -0.034035, -0.1975204]"
"[-0.12408, -0.047970000000000006, -0.1913736]"
"[-0.138015, 0.03266999999999998, -0.18195979999999998]"
"[-0.14032499999999998, 0.016619999999999996, -0.18261319999999998]"
"[-0.13794, 0.001574999999999993, -0.18309720000000004]"
"[-0.13584, -0.013815000000000008, -0.18271]"
"[-0.132465, -0.027150000000000007, -0.17753119999999997]"
"[-0.12852, -0.041835000000000004, -0.1670284]"
