values,,position,position,position,Magnetometer,Magnetometer,Magnetometer
axis,,x,y,z,x,y,z
Sensor,Sample,,,,,,
0,0,0,0,0,0.03708532256090097,-0.028210307259150448,-0.12518056065613908
0,1,0,0,0,0.03708532256090097,-0.028210307259150448,-0.12518056065613908
0,2,0,0,0,0.036864977353409226,-0.028265393561023384,-0.12533969886154978
0,3,0,0,0,0.03696290855673889,-0.028210307259150448,-0.12491737054719061
0,4,0,0,0,0.03696290855673889,-0.028210307259150448,-0.12491737054719061
0,5,0,0,0,0.036779287550495775,-0.02832660056310442,-0.12530297466030113
0,6,0,0,0,0.036907822254865955,-0.028130738156445095,-0.12516219855551475
0,7,0,0,0,0.036907822254865955,-0.028130738156445095,-0.12516219855551475
0,8,0,0,0,0.036932305055698375,-0.028204186558942346,-0.12488064634594198
0,9,0,0,0,0.03695678785653079,-0.028204186558942346,-0.12517443995593097
0,10,0,0,0,0.03694454645611458,-0.028449014567266496,-0.1252478883584282
0,11,0,0,0,0.03694454645611458,-0.028449014567266496,-0.1252478883584282
0,12,0,0,0,0.036889460154241646,-0.02838168686497735,-0.1250765087526013
0,13,0,0,0,0.036650752846125595,-0.028406169665809767,-0.12502142245072836
0,14,0,0,0,0.036650752846125595,-0.028406169665809767,-0.12502142245072836
0,15,0,0,0,0.03720161586485494,-0.02843065246664218,-0.12530297466030113
0,16,0,0,0,0.03691394295507406,-0.02838168686497735,-0.1252417676582201
0,17,0,0,0,0.03691394295507406,-0.02838168686497735,-0.1252417676582201
0,18,0,0,0,0.03671808054841474,-0.028724446076631167,-0.12532133676092544
0,19,0,0,0,0.03699351205777941,-0.028559187171012364,-0.1252478883584282
0,20,0,0,0,0.03699351205777941,-0.028559187171012364,-0.1252478883584282
0,21,0,0,0,0.03696290855673889,-0.028161341657485617,-0.1250826294528094
0,22,0,0,0,0.036889460154241646,-0.02836332476435304,-0.12530909536050924
0,23,0,0,0,0.036889460154241646,-0.02836332476435304,-0.12530909536050924
0,24,0,0,0,0.03684049455257681,-0.028553066470804262,-0.12527237115926063
0,25,0,0,0,0.03685885665320113,-0.02832660056310442,-0.1250887501530175
0,26,0,0,0,0.03685885665320113,-0.02832660056310442,-0.1250887501530175
0,27,0,0,0,0.036864977353409226,-0.028479618068307018,-0.12540090586363078
0,28,0,0,0,0.03682825315216061,-0.028161341657485617,-0.12513771575468233
0,29,0,0,0,0.03678540825070388,-0.02842453176643408,-0.12512547435426613
0,30,0,0,0,0.03678540825070388,-0.02842453176643408,-0.12512547435426613
0,31,0,0,0,0.03690170155465785,-0.028106255355612682,-0.1250642673521851
0,32,0,0,0,0.03694454645611458,-0.028406169665809767,-0.12503366385114456
0,33,0,0,0,0.03694454645611458,-0.028406169665809767,-0.12503366385114456
0,34,0,0,0,0.03691394295507406,-0.028479618068307018,-0.12518668135634717
0,35,0,0,0,0.0368098910515363,-0.028259272860815275,-0.12527237115926063
0,36,0,0,0,0.0368098910515363,-0.028259272860815275,-0.12527237115926063
0,37,0,0,0,0.03695678785653079,-0.028412290366017872,-0.12518056065613908
0,38,0,0,0,0.03711592606194149,-0.0286203941730934,-0.12518056065613908
0,39,0,0,0,0.03711592606194149,-0.0286203941730934,-0.12518056065613908
0,40,0,0,0,0.03699963275798752,-0.02839392826539356,-0.12540090586363078
0,41,0,0,0,0.03693842575590647,-0.02809401395519647,-0.125413147264047
0,42,0,0,0,0.03693842575590647,-0.02809401395519647,-0.125413147264047
0,43,0,0,0,0.03684661525278492,-0.028369445464561143,-0.12536418166238217
0,44,0,0,0,0.03698739135757131,-0.02852246296976374,-0.12502754315093648
0,45,0,0,0,0.03698739135757131,-0.02852246296976374,-0.12502754315093648
0,46,0,0,0,0.036889460154241646,-0.028638756273717713,-0.12515607785530664
0,47,0,0,0,0.036950667156322684,-0.028491859468723225,-0.12528461255967682
0,48,0,0,0,0.03706696046027665,-0.02814910025706941,-0.1252295262578039
0,49,0,0,0,0.03706696046027665,-0.02814910025706941,-0.1252295262578039
0,50,0,0,0,0.03676704615007957,-0.028338841963520628,-0.12528461255967682
0,51,0,0,0,0.03701187415840372,-0.028259272860815275,-0.12512547435426613
0,52,0,0,0,0.03701187415840372,-0.028259272860815275,-0.12512547435426613
0,53,0,0,0,0.03708532256090097,-0.028204186558942346,-0.12513771575468233
0,54,0,0,0,0.03703635695923614,-0.028338841963520628,-0.12517443995593097
0,55,0,0,0,0.03703635695923614,-0.028338841963520628,-0.12517443995593097
0,56,0,0,0,0.03690170155465785,-0.02827763496143959,-0.12534581956175786
0,57,0,0,0,0.03678540825070388,-0.02823479005998286,-0.12515607785530664
0,58,0,0,0,0.03678540825070388,-0.02823479005998286,-0.12515607785530664
0,59,0,0,0,0.037134288162565796,-0.028338841963520628,-0.12529073325988493
0,60,0,0,0,0.036932305055698375,-0.028069531154364058,-0.12516831925572286
0,61,0,0,0,0.036932305055698375,-0.028069531154364058,-0.12516831925572286
0,62,0,0,0,0.036907822254865955,-0.028357204064144936,-0.12500918105031217
0,63,0,0,0,0.0369812706573632,-0.02823479005998286,-0.12500306035010406
0,64,0,0,0,0.0369812706573632,-0.02823479005998286,-0.12500306035010406
0,65,0,0,0,0.03709144326110907,-0.028400048965601665,-0.1252478883584282
0,66,0,0,0,0.03684049455257681,-0.02865711837434202,-0.12519892275676336
0,67,0,0,0,0.036889460154241646,-0.028289876361855797,-0.12490512914677439
0,68,0,0,0,0.036889460154241646,-0.028289876361855797,-0.12490512914677439
0,69,0,0,0,0.037005753458195616,-0.02836332476435304,-0.12497857754927164
0,70,0,0,0,0.03689558085444975,-0.028265393561023384,-0.12521728485738767
0,71,0,0,0,0.03689558085444975,-0.028265393561023384,-0.12521728485738767
0,72,0,0,0,0.037048598359652345,-0.02827763496143959,-0.12533357816134166
0,73,0,0,0,0.03708532256090097,-0.02816746235769372,-0.12528461255967682
0,74,0,0,0,0.03708532256090097,-0.02816746235769372,-0.12528461255967682
