"Sensor 3 Average (x, y, z)"
"[-0.020295, -0.05976000000000001, -0.1941808]"
"[-0.021615000000000002, -0.052215, -0.2000856]"
"[-0.020085, -0.044969999999999996, -0.2063534]"
"[-0.022185000000000003, -0.036254999999999996, -0.21170160000000002]"
"[-0.02193, -0.030464999999999996, -0.21402480000000004]"
"[-0.01173, -0.05842499999999999, -0.193479]"
"[-0.010860000000000002, -0.053685, -0.2023362]"
"[-0.011805000000000001, -0.04542, -0.2084588]"
"[-0.01251, -0.03568500000000001, -0.2109514]"
"[-0.01269, -0.030225000000000005, -0.2173644]"
"[-0.002579999999999999, -0.06116999999999999, -0.19686700000000001]"
"[-0.0009750000000000019, -0.054944999999999994, -0.2047804]"
"[-0.0044399999999999995, -0.047310000000000005, -0.2106368]"
"[-0.0032849999999999997, -0.03916499999999999, -0.2126938]"
"[-0.002955000000000001, -0.030314999999999998, -0.21540420000000002]"
"[0.0068249999999999995, -0.06192, -0.195536]"
"[0.006629999999999995, -0.054254999999999984, -0.20231200000000002]"
"[0.006720000000000002, -0.045134999999999995, -0.21012860000000003]"
"[0.004335000000000004, -0.041685, -0.21397639999999998]"
"[0.006974999999999997, -0.03186, -0.21966339999999998]"
"[0.014655, -0.06042, -0.19333380000000003]"
"[0.017070000000000002, -0.054779999999999995, -0.2016102]"
"[0.01677, -0.04714499999999999, -0.2073698]"
"[0.014114999999999997, -0.03999000000000001, -0.21218560000000003]"
"[0.016724999999999997, -0.031259999999999996, -0.2181872]"
