"Sensor 6 Average (x, y, z)"
"[0.016350000000000003, -0.024600000000000007, -0.22012319999999996]"
"[0.01836, -0.015015000000000008, -0.22385000000000005]"
"[0.018224999999999998, -0.006555000000000012, -0.22636679999999998]"
"[0.017325, 0.002234999999999987, -0.22372899999999996]"
"[0.015374999999999998, 0.01051499999999999, -0.22518100000000002]"
"[0.027090000000000003, -0.02631000000000001, -0.2175096]"
"[0.027809999999999994, -0.018450000000000008, -0.22053460000000003]"
"[0.028095000000000002, -0.006765000000000007, -0.2234386]"
"[0.026775, 0.0010649999999999896, -0.2224706]"
"[0.02715, 0.010259999999999977, -0.22610059999999998]"
"[0.03574500000000001, -0.026085000000000007, -0.21458139999999998]"
"[0.035775, -0.01950000000000001, -0.21487179999999997]"
"[0.036435, -0.00958500000000001, -0.21804199999999999]"
"[0.037110000000000004, -0.000345000000000005, -0.21959079999999997]"
"[0.035280000000000006, 0.008999999999999987, -0.21983279999999997]"
"[0.043094999999999994, -0.026040000000000008, -0.2123066]"
"[0.04510499999999999, -0.019260000000000013, -0.21426680000000006]"
"[0.045000000000000005, -0.008340000000000014, -0.21470239999999996]"
"[0.04557, 0.0011699999999999905, -0.21368600000000001]"
"[0.044579999999999995, 0.008654999999999989, -0.21380699999999997]"
"[0.051870000000000006, -0.02712000000000001, -0.204974]"
"[0.052590000000000005, -0.01941000000000001, -0.20884599999999998]"
"[0.051239999999999994, -0.01116000000000001, -0.20959619999999998]"
"[0.053864999999999996, -0.00037500000000000727, -0.2105158]"
"[0.0513, 0.007259999999999989, -0.20874919999999997]"
