"Sensor 9 Average (x, y, z)"
"[0.054869999999999995, 0.01464, -0.21032220000000004]"
"[0.05419499999999999, 0.02244, -0.20700680000000002]"
"[0.056084999999999996, 0.03189, -0.2034252]"
"[0.051465, 0.039945, -0.2009568]"
"[0.049665, 0.04788, -0.1949794]"
"[0.062895, 0.014385000000000002, -0.20204579999999997]"
"[0.06194999999999999, 0.023025, -0.19957740000000002]"
"[0.06209999999999999, 0.029879999999999997, -0.19713319999999995]"
"[0.059774999999999995, 0.037425, -0.19362420000000002]"
"[0.05785499999999999, 0.0462, -0.189607]"
"[0.069735, 0.012825000000000001, -0.19677020000000003]"
"[0.06873, 0.0204, -0.192511]"
"[0.0684, 0.028980000000000006, -0.1918576]"
"[0.064725, 0.03585, -0.1888326]"
"[0.06612, 0.04374, -0.18079820000000002]"
"[0.07698, 0.013545000000000001, -0.18738060000000004]"
"[0.07609500000000001, 0.019155000000000002, -0.18474279999999996]"
"[0.074265, 0.026520000000000002, -0.18375060000000001]"
"[0.07191, 0.03631499999999999, -0.1812096]"
"[0.071715, 0.043215, -0.1759098]"
"[0.08011499999999999, 0.011895000000000001, -0.1793462]"
"[0.08079, 0.01899, -0.1771924]"
"[0.07853999999999998, 0.025395, -0.176781]"
"[0.079185, 0.03276, -0.1707068]"
"[0.075705, 0.039255, -0.16969040000000002]"
