"Sensor 4 Average (x, y, z)"
"[-0.05496, -0.05542499999999999, -0.17436099999999996]"
"[-0.05559000000000001, -0.050519999999999995, -0.1808708]"
"[-0.058499999999999996, -0.043949999999999996, -0.18665459999999998]"
"[-0.05957999999999999, -0.038115, -0.19372099999999995]"
"[-0.05911500000000001, -0.030210000000000004, -0.19413239999999998]"
"[-0.04761, -0.05847, -0.18028999999999998]"
"[-0.049124999999999995, -0.053265, -0.1892682]"
"[-0.049125, -0.04452, -0.19389039999999996]"
"[-0.05145000000000001, -0.039315, -0.19916599999999995]"
"[-0.052215000000000004, -0.02991, -0.2046836]"
"[-0.039689999999999996, -0.06165, -0.18762259999999997]"
"[-0.04119, -0.05408999999999999, -0.192269]"
"[-0.043484999999999996, -0.045735, -0.2001582]"
"[-0.043965, -0.04024499999999999, -0.20330420000000002]"
"[-0.04302, -0.03321, -0.209814]"
"[-0.034589999999999996, -0.063105, -0.1924868]"
"[-0.034335000000000004, -0.05613, -0.19723000000000002]"
"[-0.03432, -0.04937999999999999, -0.20328000000000002]"
"[-0.036765, -0.040935, -0.20874919999999997]"
"[-0.038040000000000004, -0.033255, -0.21252439999999995]"
"[-0.025229999999999995, -0.062685, -0.1942534]"
"[-0.026264999999999997, -0.058140000000000004, -0.2014166]"
"[-0.02574, -0.04912499999999999, -0.20913639999999997]"
"[-0.028215, -0.0417, -0.21397639999999996]"
"[-0.027765, -0.033165, -0.21450879999999994]"
