"Sensor 5 Average (x, y, z)"
"[0.053685, -0.025050000000000003, -0.19926279999999996]"
"[0.054465, -0.01566, -0.20419959999999998]"
"[0.055515, -0.009059999999999999, -0.2045868]"
"[0.05389499999999999, 0.0005849999999999952, -0.2058452]"
"[0.05389499999999999, 0.009390000000000003, -0.204127]"
"[0.060795, -0.025785, -0.19408399999999998]"
"[0.060134999999999994, -0.016065, -0.19618939999999999]"
"[0.06231000000000001, -0.007949999999999999, -0.19899659999999997]"
"[0.060855000000000006, -9.000000000001368e-05, -0.19921439999999999]"
"[0.06227999999999999, 0.006989999999999996, -0.19904500000000003]"
"[0.06640499999999999, -0.02451, -0.1878404]"
"[0.067545, -0.016950000000000003, -0.1912284]"
"[0.06892499999999999, -0.009810000000000006, -0.18917139999999996]"
"[0.06747, -0.0011100000000000068, -0.19287400000000002]"
"[0.067545, 0.006540000000000004, -0.19212379999999996]"
"[0.073485, -0.024870000000000003, -0.18275839999999996]"
"[0.07395, -0.01785, -0.1822502]"
"[0.07233, -0.008895000000000007, -0.1854446]"
"[0.074775, -0.0006449999999999997, -0.18336339999999998]"
"[0.07584, 0.006449999999999997, -0.18665460000000003]"
"[0.07692, -0.023400000000000004, -0.1702228]"
"[0.07793999999999998, -0.016530000000000003, -0.1761034]"
"[0.07971, -0.008969999999999999, -0.17678099999999997]"
"[0.07807499999999998, -0.0009150000000000061, -0.17530479999999998]"
"[0.07799999999999999, 0.0049949999999999925, -0.17753119999999997]"
