"Sensor 1 Average (x, y, z)"
"[0.048780000000000004, -0.05683499999999998, -0.18036259999999998]"
"[0.050655000000000006, -0.05023499999999999, -0.18675139999999998]"
"[0.05249999999999999, -0.04379999999999999, -0.19330959999999997]"
"[0.052515, -0.03749999999999999, -0.19505199999999995]"
"[0.052950000000000004, -0.02864999999999999, -0.20112619999999992]"
"[0.054000000000000006, -0.055185, -0.17419159999999997]"
"[0.056280000000000004, -0.050535, -0.1791526]"
"[0.060405, -0.04412999999999999, -0.18580759999999993]"
"[0.05992499999999999, -0.03638999999999999, -0.19057499999999997]"
"[0.06243, -0.028469999999999992, -0.19253519999999996]"
"[0.061649999999999996, -0.055664999999999985, -0.16971460000000002]"
"[0.06198, -0.05135999999999999, -0.17392539999999998]"
"[0.065715, -0.04314, -0.1800722]"
"[0.064785, -0.03813, -0.18292779999999997]"
"[0.068385, -0.028064999999999993, -0.18493639999999997]"
"[0.067605, -0.05446499999999999, -0.1630354]"
"[0.06801, -0.049409999999999996, -0.16613299999999998]"
"[0.071505, -0.04193999999999999, -0.17196519999999998]"
"[0.07231499999999999, -0.03676499999999999, -0.17397379999999998]"
"[0.072975, -0.027719999999999995, -0.17888639999999997]"
"[0.074265, -0.05168999999999999, -0.15410559999999995]"
"[0.07374, -0.04657499999999999, -0.16138979999999997]"
"[0.07503000000000001, -0.04072499999999999, -0.1642696]"
"[0.076695, -0.03454499999999999, -0.16768179999999996]"
"[0.07743, -0.026279999999999994, -0.17223139999999998]"
