"Sensor 16 Average (x, y, z)"
"[-0.08926499999999998, 0.27933, -0.16971459999999997]"
"[-0.103545, 0.298335, -0.21310520000000005]"
"[-0.11907, 0.31188, -0.2668776]"
"[-0.138825, 0.32103, -0.3252479999999999]"
"[-0.158985, 0.31833, -0.38959579999999994]"
"[-0.178725, 0.30745500000000003, -0.45972740000000006]"
"[-0.110355, 0.26286000000000004, -0.15495260000000002]"
"[-0.12417, 0.280095, -0.1935758]"
"[-0.14431499999999997, 0.29455499999999996, -0.23931380000000002]"
"[-0.1671, 0.29757000000000006, -0.29492540000000006]"
"[-0.19081499999999996, 0.29551499999999997, -0.35099679999999994]"
"[-0.21364499999999997, 0.28465499999999994, -0.4117146]"
"[-0.12236999999999998, 0.24585, -0.1354958]"
"[-0.14158500000000002, 0.26031000000000004, -0.1722314]"
"[-0.162795, 0.271215, -0.2134198]"
"[-0.18725999999999998, 0.27515999999999996, -0.261118]"
"[-0.211395, 0.271635, -0.3095422]"
"[-0.23798999999999998, 0.25980000000000003, -0.35973299999999997]"
"[-0.13490999999999997, 0.22750500000000007, -0.1177572]"
"[-0.155055, 0.23746499999999998, -0.1496528]"
"[-0.17744999999999997, 0.24589499999999997, -0.184888]"
"[-0.20148, 0.24897000000000002, -0.22520519999999994]"
"[-0.226695, 0.24619499999999994, -0.26508679999999996]"
"[-0.25236, 0.23360999999999998, -0.30830799999999997]"
"[-0.14127, 0.20875500000000002, -0.10234179999999998]"
"[-0.161415, 0.21747, -0.127776]"
"[-0.18239999999999998, 0.22374000000000005, -0.156574]"
"[-0.207705, 0.22285499999999997, -0.19018780000000002]"
"[-0.23238, 0.22102500000000003, -0.22418879999999997]"
"[-0.259185, 0.209445, -0.2595934]"
"[-0.14547, 0.18978000000000006, -0.08278819999999998]"
"[-0.16444499999999998, 0.19360500000000003, -0.10715759999999999]"
"[-0.18381, 0.20045999999999997, -0.13244659999999997]"
"[-0.208035, 0.20070000000000005, -0.15621100000000002]"
"[-0.234615, 0.19575000000000004, -0.18481539999999996]"
"[-0.25495500000000004, 0.18351, -0.21295999999999998]"
