"Sensor 5 Average (x, y, z)"
"[0.30082500000000006, 0.047714999999999994, -0.21934879999999998]"
"[0.308475, 0.01912499999999999, -0.226996]"
"[0.31034999999999996, -0.012479999999999991, -0.22944019999999998]"
"[0.30771, -0.04360499999999999, -0.22426139999999997]"
"[0.299535, -0.07346999999999998, -0.2124276]"
"[0.28950000000000004, -0.09775499999999998, -0.20313479999999998]"
"[0.317025, 0.05925000000000001, -0.2742586]"
"[0.326205, 0.02325000000000002, -0.28163960000000005]"
"[0.329325, -0.01339499999999999, -0.2851002]"
"[0.32320499999999996, -0.04922999999999999, -0.2771868]"
"[0.31592999999999993, -0.08251499999999998, -0.2669018000000001]"
"[0.303795, -0.11024999999999999, -0.24971979999999996]"
"[0.32754, 0.06837, -0.33364540000000004]"
"[0.33704999999999996, 0.02829000000000001, -0.3444144]"
"[0.339885, -0.013634999999999987, -0.3474636]"
"[0.3360449999999999, -0.056114999999999984, -0.34303500000000003]"
"[0.328455, -0.09437999999999999, -0.326337]"
"[0.31124999999999997, -0.12880499999999998, -0.30366160000000003]"
"[0.33051, 0.080415, -0.4031962000000001]"
"[0.33994499999999994, 0.03270000000000001, -0.4154414]"
"[0.3417, -0.014924999999999987, -0.41667560000000003]"
"[0.339795, -0.06314999999999998, -0.40832660000000004]"
"[0.32933999999999997, -0.10792499999999998, -0.39075740000000003]"
"[0.31203, -0.14698499999999998, -0.3646214]"
"[0.32269499999999995, 0.08985000000000003, -0.47250499999999995]"
"[0.332265, 0.037035, -0.48871900000000007]"
"[0.3353399999999999, -0.017129999999999986, -0.495011]"
"[0.33122999999999997, -0.07094999999999999, -0.4863232]"
"[0.32109, -0.12076499999999998, -0.46142139999999987]"
"[0.305205, -0.16552499999999998, -0.4332042]"
"[0.30338999999999994, 0.10285500000000002, -0.5486866]"
"[0.30958499999999994, 0.04270500000000002, -0.5671269999999999]"
"[0.31287, -0.01894499999999999, -0.5740966000000002]"
"[0.30976499999999996, -0.08141999999999999, -0.5602058]"
"[0.301635, -0.13408499999999998, -0.5349652000000001]"
"[0.28275, -0.18245999999999996, -0.49348639999999994]"
