"Sensor 1 Average (x, y, z)"
"[0.29180999999999996, -0.08093999999999998, -0.20649859999999998]"
"[0.278535, -0.10211999999999999, -0.19301920000000003]"
"[0.264165, -0.11800499999999998, -0.17143280000000002]"
"[0.24428999999999995, -0.13459499999999996, -0.1549768]"
"[0.22414500000000004, -0.14521499999999998, -0.1368268]"
"[0.20655, -0.14934, -0.114224]"
"[0.30713999999999997, -0.09178499999999999, -0.25884319999999994]"
"[0.291195, -0.11660999999999999, -0.23725679999999996]"
"[0.2748, -0.13882499999999998, -0.2158156]"
"[0.25325999999999993, -0.15481499999999998, -0.189365]"
"[0.23137499999999994, -0.16618500000000003, -0.163834]"
"[0.20982, -0.170265, -0.13852080000000003]"
"[0.31905, -0.106755, -0.314963]"
"[0.300675, -0.13543499999999997, -0.287254]"
"[0.27997500000000003, -0.15897, -0.2627878]"
"[0.258615, -0.17613, -0.23140039999999998]"
"[0.23395500000000002, -0.18667500000000004, -0.200497]"
"[0.21148499999999992, -0.19047000000000003, -0.16995659999999999]"
"[0.316845, -0.12068999999999999, -0.37657619999999997]"
"[0.3006, -0.15426, -0.34833479999999994]"
"[0.27981, -0.179865, -0.31445480000000003]"
"[0.25566, -0.198525, -0.276122]"
"[0.23334, -0.20951999999999998, -0.23839419999999997]"
"[0.20684999999999998, -0.214845, -0.20105360000000003]"
"[0.30946499999999993, -0.13641, -0.44569139999999996]"
"[0.292245, -0.174, -0.4108433999999999]"
"[0.27032999999999996, -0.203895, -0.36573459999999997]"
"[0.24672000000000005, -0.224175, -0.32241659999999994]"
"[0.22042499999999998, -0.2355, -0.27573479999999995]"
"[0.19675499999999996, -0.23807999999999996, -0.23026299999999997]"
"[0.290715, -0.15147, -0.5141532]"
"[0.27137999999999995, -0.19263000000000002, -0.46899599999999997]"
"[0.25147499999999995, -0.22442999999999996, -0.42168500000000003]"
"[0.22737000000000002, -0.24753000000000003, -0.3675012]"
"[0.203445, -0.25701, -0.3145031999999999]"
"[0.17909999999999998, -0.26064, -0.26256999999999997]"
