"Sensor 12 Average (x, y, z)"
"[-0.17246999999999998, 0.30585, -0.42548440000000004]"
"[-0.19196999999999997, 0.29022, -0.4904613999999999]"
"[-0.21019499999999997, 0.258735, -0.5543494]"
"[-0.22851, 0.21619499999999997, -0.614922]"
"[-0.24262499999999998, 0.16017, -0.6607083999999999]"
"[-0.250905, 0.08913000000000001, -0.6901356000000001]"
"[-0.20292, 0.28537500000000005, -0.3819485999999999]"
"[-0.22738499999999995, 0.26815500000000003, -0.44336819999999993]"
"[-0.25011, 0.23962499999999998, -0.4975277999999999]"
"[-0.270015, 0.19995000000000002, -0.5489528]"
"[-0.28436999999999996, 0.14511000000000002, -0.5882778]"
"[-0.296415, 0.08560500000000001, -0.6141475999999999]"
"[-0.2283, 0.26322, -0.33809819999999996]"
"[-0.25239, 0.24532500000000002, -0.3895958]"
"[-0.27515999999999996, 0.21748499999999998, -0.4353821999999999]"
"[-0.29762999999999995, 0.181095, -0.47686099999999987]"
"[-0.31349999999999995, 0.133035, -0.5094826000000001]"
"[-0.32557499999999995, 0.07838999999999999, -0.5323516]"
"[-0.240645, 0.234435, -0.29066619999999993]"
"[-0.267105, 0.22147500000000003, -0.3315642]"
"[-0.29030999999999996, 0.19548000000000004, -0.37074399999999996]"
"[-0.311145, 0.16218, -0.40508379999999994]"
"[-0.32855999999999996, 0.11962499999999998, -0.4359871999999999]"
"[-0.33885000000000004, 0.07231499999999999, -0.45280619999999994]"
"[-0.246645, 0.21143999999999996, -0.24444419999999997]"
"[-0.27209999999999995, 0.19712999999999997, -0.27839679999999994]"
"[-0.294525, 0.174825, -0.31217999999999996]"
"[-0.314115, 0.14106, -0.3385338]"
"[-0.33054, 0.107565, -0.36038639999999994]"
"[-0.33981, 0.061860000000000005, -0.3752452]"
"[-0.244545, 0.18597, -0.20570000000000002]"
"[-0.26857499999999995, 0.1734, -0.23140039999999998]"
"[-0.290655, 0.15391500000000002, -0.25710079999999996]"
"[-0.31009499999999995, 0.127515, -0.279752]"
"[-0.323865, 0.09144, -0.2965468]"
"[-0.33421500000000004, 0.056385, -0.3071222]"
