"Sensor 3 Average (x, y, z)"
"[0.08447999999999999, -0.20929499999999998, -0.7313724]"
"[0.08201999999999997, -0.26424000000000003, -0.665742]"
"[0.07755, -0.30382499999999996, -0.5911092]"
"[0.07040999999999996, -0.326745, -0.5105958]"
"[0.06335999999999996, -0.33772500000000005, -0.4339302]"
"[0.056474999999999956, -0.335325, -0.3612334]"
"[0.007424999999999973, -0.21029999999999996, -0.7410039999999999]"
"[0.007364999999999983, -0.26484, -0.6765352]"
"[0.010694999999999982, -0.304485, -0.59653]"
"[0.009314999999999976, -0.32850000000000007, -0.5171298000000001]"
"[0.010274999999999992, -0.340545, -0.43985919999999995]"
"[0.011474999999999985, -0.33732000000000006, -0.3605558]"
"[-0.07120500000000002, -0.20460000000000003, -0.7315418]"
"[-0.06336000000000001, -0.25929, -0.6661533999999999]"
"[-0.05508000000000001, -0.29928000000000005, -0.5886650000000001]"
"[-0.048375000000000015, -0.32472, -0.5125802]"
"[-0.03940500000000001, -0.33402000000000004, -0.43240559999999995]"
"[-0.03562500000000001, -0.33306, -0.3603138]"
"[-0.14463, -0.19624499999999998, -0.7025986000000001]"
"[-0.13194, -0.24832500000000002, -0.6390252]"
"[-0.11827500000000002, -0.28807499999999997, -0.5661347999999999]"
"[-0.104355, -0.310665, -0.4931234]"
"[-0.09015000000000001, -0.322005, -0.4175225999999999]"
"[-0.07746000000000001, -0.32049, -0.34409979999999996]"
"[-0.20719500000000002, -0.18011999999999997, -0.6514639999999999]"
"[-0.19203000000000003, -0.23205, -0.5958766]"
"[-0.17206500000000002, -0.27048000000000005, -0.5338035999999999]"
"[-0.15276, -0.2943, -0.45803340000000003]"
"[-0.13381500000000002, -0.30463500000000004, -0.3901524]"
"[-0.11574000000000001, -0.30597, -0.32394120000000004]"
"[-0.257505, -0.16806, -0.589875]"
"[-0.239985, -0.21245999999999998, -0.5419347999999999]"
"[-0.21703499999999998, -0.24919499999999994, -0.48170100000000005]"
"[-0.194745, -0.271755, -0.4194828]"
"[-0.17070000000000002, -0.283065, -0.35702259999999997]"
"[-0.14868, -0.284205, -0.2981682]"
