X,Y,Z,MagneticField_X,MagneticField_Y,MagneticField_Z
-20,-20,0,0.03840990329293671,0.00039270412535194477,0.008068919084343262
-19,-20,0,0.038403170522707794,0.00038499204308973384,0.008046578528583676
-18,-20,0,0.038409046394907574,0.0003642428693842615,0.008033847472150829
-17,-20,0,0.03842453176643408,0.00037813685885665707,0.007928999877586024
-16,-20,0,0.03853849920430897,0.0002435426612804551,0.00787911617088996
-15,-20,0,0.038411372260986655,0.0002587832047986332,0.007878381686865
-14,-20,0,0.038438119720896065,0.0003176031337985101,0.008124617456236993
-13,-20,0,0.038475088750153014,0.00034839025584527256,0.007914555025094888
-12,-20,0,0.03836969029256947,0.00044907577426858,0.007912657608030393
-11,-20,0,0.03847980168931325,0.0004233076263924617,0.00807663116660548
-10,-20,0,0.038379667033908674,0.0003299669482188794,0.00822964867180806
-9,-20,0,0.03835316440200759,0.00028387807565185934,0.007886216183131345
-8,-20,0,0.03836479373240298,0.00023882972212021375,0.007955074060472522
-7,-20,0,0.03834845146284735,0.00041443261109071206,0.007832170400293798
-6,-20,0,0.03839460154241645,0.00033198677928755575,0.007917064512180216
-5,-20,0,0.038400110172603745,0.00025407026563839356,0.007844595421716283
-4,-20,0,0.03839545844044558,0.00037152650263190534,0.0079910025706941
-3,-20,0,0.03840047741461623,0.0002883461868037739,0.0077183253764230575
-2,-20,0,0.038403170522707794,0.0002625780389276574,0.007979985310319543
-1,-20,0,0.038466336148855425,0.00022915901579140946,0.00802148365773045
0,-20,0,0.03844013955196474,0.0002856530787122072,0.008041559554413047
1,-20,0,0.028370118741584037,0.0004580119965724126,0.007700514138817477
2,-20,0,0.018524176765822006,0.0004899620516587138,0.006118863998041402
3,-20,0,0.008995960337862648,0.0002250581466519807,0.0035906475700820395
