X,Y,Z,MagneticField_X,MagneticField_Y,MagneticField_Z
-20,-20,0,-0.026809340188517567,-0.003813441057656991,0.008902497245684926
-19,-20,0,-0.026778491859468723,-0.00376655649406292,0.008972579263067715
-18,-20,0,-0.02690500673277023,-0.0038177255478026723,0.009000367242012502
-17,-20,0,-0.026854510956053373,-0.00369935120577794,0.008893561023381097
-16,-20,0,-0.026829416085200147,-0.003907210184845147,0.008986779287550511
-15,-20,0,-0.026738401273105644,-0.00379673154608888,0.00897319133308852
-14,-20,0,-0.026800220345207494,-0.0037992410331741944,0.00902472762884074
-13,-20,0,-0.026803280695311543,-0.0037614763128901996,0.008995042232831457
-12,-20,0,-0.02687268943567144,-0.0038145427836944468,0.009041681968417203
-11,-20,0,-0.02682029624189007,-0.0038622842453176626,0.008928387807565191
-10,-20,0,-0.02683651609744155,-0.0037852858366997227,0.00893903782592731
-9,-20,0,-0.026723405557595788,-0.0036966580976863644,0.008902803280695315
-8,-20,0,-0.02681007467254254,-0.0037356469580119983,0.008896254131472658
-7,-20,0,-0.02678718325376423,-0.0037653323540212946,0.008954523197453795
-6,-20,0,-0.026790610845880768,-0.003730383155833031,0.008871771330640238
-5,-20,0,-0.026761904761904765,-0.003891173950299906,0.008934569714775381
-4,-20,0,-0.026781491002570695,-0.003831129881258416,0.008945342147141655
-3,-20,0,-0.026832966091320846,-0.003704982249969388,0.008919512792263468
-2,-20,0,-0.026724996939649897,-0.003829599706206388,0.008941302485004299
-1,-20,0,-0.026805545354388543,-0.0037841229036601753,0.008889949810258313
0,-20,0,-0.026783939282653935,-0.003651609744154724,0.00886926184355491
1,-20,0,-0.019689496878442896,-0.0034088627739013305,0.007699963275798777
2,-20,0,-0.012744460766311666,-0.002681356347166111,0.00575829354878199
3,-20,0,-0.006222120210552087,-0.0014545844044558665,0.003115007956910304
