values,,position,position,position,Magnetometer,Magnetometer,Magnetometer
axis,,x,y,z,x,y,z
Sensor,Sample,,,,,,
0,0,0,0,0,-0.02223650385604113,-0.04443628351083364,-0.05799975517199167
0,1,0,0,0,-0.02223650385604113,-0.04443628351083364,-0.05799975517199167
0,2,0,0,0,-0.022175296853960094,-0.04427714530542294,-0.05802423797282409
0,3,0,0,0,-0.0221875382543763,-0.04420369690292569,-0.05754682335659199
0,4,0,0,0,-0.0221875382543763,-0.04420369690292569,-0.05754682335659199
0,5,0,0,0,-0.02226710735708165,-0.044570938915411924,-0.05795691027053494
0,6,0,0,0,-0.022260986656873545,-0.044130248500428446,-0.05782225486595667
0,7,0,0,0,-0.022260986656873545,-0.044130248500428446,-0.05782225486595667
0,8,0,0,0,-0.02236503856041131,-0.04416085200146897,-0.05782837556616477
0,9,0,0,0,-0.022083486350838535,-0.044417921410209324,-0.05757130615742441
0,10,0,0,0,-0.022083486350838535,-0.044417921410209324,-0.05757130615742441
0,11,0,0,0,-0.02192434814542784,-0.04431999020687967,-0.057944668870118746
0,12,0,0,0,-0.0221814175541682,-0.044271024605214836,-0.05754682335659199
0,13,0,0,0,-0.0221814175541682,-0.044271024605214836,-0.05754682335659199
0,14,0,0,0,-0.022358917860203206,-0.04409352429917983,-0.05784061696658098
0,15,0,0,0,-0.022071244950422328,-0.043971110295017754,-0.05751009915534337
0,16,0,0,0,-0.022071244950422328,-0.043971110295017754,-0.0577182029624189
0,17,0,0,0,-0.02223650385604113,-0.0443628351083364,-0.0577182029624189
0,18,0,0,0,-0.022260986656873545,-0.04384257559064757,-0.05785285836699718
0,19,0,0,0,-0.022254865956665443,-0.04431999020687967,-0.057601909658464935
0,20,0,0,0,-0.022254865956665443,-0.04431999020687967,-0.057601909658464935
0,21,0,0,0,-0.022193658954584406,-0.04419145550250948,-0.05791406536907823
0,22,0,0,0,-0.02244460766311666,-0.04417921410209328,-0.05758966825804872
0,23,0,0,0,-0.02244460766311666,-0.04417921410209328,-0.05758966825804872
0,24,0,0,0,-0.02183253764230628,-0.04403231729709879,-0.057944668870118746
0,25,0,0,0,-0.02213857265271147,-0.0442159383033419,-0.05773656506304321
0,26,0,0,0,-0.02213857265271147,-0.0442159383033419,-0.05773656506304321
0,27,0,0,0,-0.022260986656873545,-0.04425878320479863,-0.05793854816991064
0,28,0,0,0,-0.02216917615375199,-0.04424654180438242,-0.05778553066470804
0,29,0,0,0,-0.02216917615375199,-0.04424654180438242,-0.05778553066470804
0,30,0,0,0,-0.022052882849798016,-0.04416085200146897,-0.05763251315950545
0,31,0,0,0,-0.022071244950422328,-0.04424654180438242,-0.05763863385971355
0,32,0,0,0,-0.022071244950422328,-0.04424654180438242,-0.05763863385971355
0,33,0,0,0,-0.02224874525645734,-0.04422817970375811,-0.05774880646345942
0,34,0,0,0,-0.02210796915167095,-0.04407516219855551,-0.057461133553678545
0,35,0,0,0,-0.02210796915167095,-0.04407516219855551,-0.057461133553678545
0,36,0,0,0,-0.021973313747092667,-0.04419145550250948,-0.05797527237115926
0,37,0,0,0,-0.02212633125229526,-0.044130248500428446,-0.057803892765332356
0,38,0,0,0,-0.02212633125229526,-0.04402619659689068,-0.057810013465540454
0,39,0,0,0,-0.022150814053127677,-0.04402619659689068,-0.057810013465540454
0,40,0,0,0,-0.02226710735708165,-0.044087403598971724,-0.05790182396866202
0,41,0,0,0,-0.02205900355000612,-0.04397723099522585,-0.057559064757008206
0,42,0,0,0,-0.02205900355000612,-0.04397723099522585,-0.057559064757008206
0,43,0,0,0,-0.0221814175541682,-0.04431999020687967,-0.05771208226221079
0,44,0,0,0,-0.022193658954584406,-0.04402619659689068,-0.05758354755784062
0,45,0,0,0,-0.022193658954584406,-0.04402619659689068,-0.05758354755784062
0,46,0,0,0,-0.022291590157914064,-0.044411800710001226,-0.0580426000734484
0,47,0,0,0,-0.022193658954584406,-0.0442159383033419,-0.05721630554535438
0,48,0,0,0,-0.022132451952503365,-0.04429550740604725,-0.05809768637532133
0,49,0,0,0,-0.022132451952503365,-0.04429550740604725,-0.05765699596033787
0,50,0,0,0,-0.022193658954584406,-0.04420369690292569,-0.05765699596033787
0,51,0,0,0,-0.022285469457705962,-0.044130248500428446,-0.05725915044681111
0,52,0,0,0,-0.022224262455624925,-0.04424654180438242,-0.058018117272615986
0,53,0,0,0,-0.022163055453543887,-0.04403843799730689,-0.05783449626637287
0,54,0,0,0,-0.02231607295874648,-0.04403843799730689,-0.05784061696658098
0,55,0,0,0,-0.022065124250214223,-0.04417921410209328,-0.057846737666789085
0,56,0,0,0,-0.022212021055208718,-0.04400783449626637,-0.057846737666789085
0,57,0,0,0,-0.0223527971599951,-0.044313869506671565,-0.05797527237115926
0,58,0,0,0,-0.022322193658954582,-0.044154731301260866,-0.05765699596033787
0,59,0,0,0,-0.022193658954584406,-0.04411188639980414,-0.05783449626637287
0,60,0,0,0,-0.02212021055208716,-0.04406904149834741,-0.05789570326845391
0,61,0,0,0,-0.022150814053127677,-0.04416697270167707,-0.057963030970743054
0,62,0,0,0,-0.02210796915167095,-0.04403843799730689,-0.05759578895825682
0,63,0,0,0,-0.02210796915167095,-0.0438915411923124,-0.05771208226221079
0,64,0,0,0,-0.022132451952503365,-0.0438915411923124,-0.05771208226221079
0,65,0,0,0,-0.022242624556249237,-0.04430774880646346,-0.0578712204676215
0,66,0,0,0,-0.02209572775125474,-0.04411188639980414,-0.05795691027053494
0,67,0,0,0,-0.02178357204064145,-0.044130248500428446,-0.0578712204676215
0,68,0,0,0,-0.022114089851879053,-0.04409352429917983,-0.05777328926429184
0,69,0,0,0,-0.021936589545844046,-0.04413636920063656,-0.05768147876117028
0,70,0,0,0,-0.022291590157914064,-0.044087403598971724,-0.05795691027053494
0,71,0,0,0,-0.02212021055208716,-0.044326110907087775,-0.057920186069286325
0,72,0,0,0,-0.022340555759578894,-0.04387317909168809,-0.05768759946137838
