values,position,position,position,position,position,position,Magnetometer,Magnetometer,Magnetometer,Magnetometer,Magnetometer,Magnetometer,Magnet,Magnet,Magnet
axis,x,x,y,y,z,z,x,x,y,y,z,z,x,y,z
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,position,position,position
Sensor,,,,,,,,,,,,,,,
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01515075284612555,0.00010988734022969714,-0.05654094748439217,0.0001537618514176637,-0.060889521361243676,0.00012150381390723167,-4.5,-3.0,1.0
1,35.0,0.0,0.0,0.0,0.0,0.0,0.014560717346064343,0.0001246327591735445,0.0007271391847226839,0.0001478033541395018,0.000741216795201317,0.00012860828480301247,-4.5,-3.0,1.0
2,0.0,0.0,35.0,0.0,0.0,0.0,0.04043616109682943,0.0001180467256563301,0.023230566776839226,0.00015238954352475315,-0.17751065001836205,0.00016635483390221978,-4.5,-3.0,1.0
3,35.0,0.0,35.0,0.0,0.0,0.0,0.03279654792508259,0.00012714346703467745,0.014369261843554852,0.00012914525072644001,-0.0334708042600073,0.0001453284266769685,-4.5,-3.0,1.0
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018807075529440515,0.0001869854207304359,-0.04515913820541065,0.00011746855323364555,-0.05227867548047493,0.00013030018805542084,-2.0,4.0,0.5
1,35.0,0.0,0.0,0.0,0.0,0.0,0.01067988737911612,0.00013364634517303603,0.0010959725792630199,0.0001691791170436025,0.00161610968294768,0.0002558076087264561,-2.0,4.0,0.5
2,0.0,0.0,35.0,0.0,0.0,0.0,0.01933694454645608,0.00013694277557417292,-0.03388431876606679,0.00012593374952455115,-0.16700807932427467,0.00018524105902123302,-2.0,4.0,0.5
3,35.0,0.0,35.0,0.0,0.0,0.0,0.03627310564328554,0.00017531659375608866,0.0063717101236381015,0.00014325681303614755,-0.03490329293671192,0.0001493835435425427,-2.0,4.0,0.5
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02486161096829472,0.00011250717211615944,-0.0483271514261231,0.000124907054068976,-0.05509658464928384,0.00016272614009046793,4.5,1.0,1.0
1,35.0,0.0,0.0,0.0,0.0,0.0,0.013565369078222499,0.00011254685399604722,-0.004640837311788421,0.00013987292427880806,-7.883461868035746e-05,0.00013387832329886777,4.5,1.0,1.0
2,0.0,0.0,35.0,0.0,0.0,0.0,-0.03153831558330268,0.00011947242627114735,-0.008447668013220668,0.00014600116335496436,-0.1643947239564206,0.0001560665081415406,4.5,1.0,1.0
3,35.0,0.0,35.0,0.0,0.0,0.0,0.05094901456726644,0.0001030170946392607,0.0068332109193291225,0.00013854506836543293,-0.05133547557840612,0.00016705624957251048,4.5,1.0,1.0
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018354388542049162,0.00013227551530507466,-0.04434520749173701,0.00013909348780135624,-0.056376790304810825,0.00025776873158411606,-2.5,2.0,4.0
1,35.0,0.0,0.0,0.0,0.0,0.0,0.011297404823111722,0.0001016730042008922,0.001262210796915118,0.0001930888008287576,-0.00029269188395148144,0.00012588385889195666,-2.5,2.0,4.0
2,0.0,0.0,35.0,0.0,0.0,0.0,0.01877488064634589,0.00013095784747526587,-0.008136001958624019,0.00013135110745843517,-0.13586314114334677,0.00014666962760185047,-2.5,2.0,4.0
3,35.0,0.0,35.0,0.0,0.0,0.0,0.030867792875504906,0.0001360404178435211,0.009492838780756468,0.00013242476488574528,-0.037223160729587416,0.00015583789796436964,-2.5,2.0,4.0
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0184556249234912,0.00011439235743664998,-0.04356616476924955,0.00012875596610236796,-0.0552480719794344,0.0001569624319229521,-2.5,3.0,3.5
1,35.0,0.0,0.0,0.0,0.0,0.0,0.010786142734728806,0.00012764730441214249,0.00149088015668987,0.00016763848693238976,9.150446811113727e-05,0.00015628864618651646,-2.5,3.0,3.5
2,0.0,0.0,35.0,0.0,0.0,0.0,0.01909119843310071,0.00013875572677993637,-0.014928326600563053,0.00014357344394072557,-0.13760564328559183,0.0002294011223506764,-2.5,3.0,3.5
3,35.0,0.0,35.0,0.0,0.0,0.0,0.031180132207124452,0.00013831599259417815,0.008403966213734798,0.00014177632481381165,-0.03663079936344713,0.00013701671531346417,-2.5,3.0,3.5
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021462296486718036,0.00014104732359091537,-0.04559438119720892,0.0001235686937124842,-0.05903537764720279,0.00017368257936822696,1.0,0.0,5.0
1,35.0,0.0,0.0,0.0,0.0,0.0,0.01278944791284118,0.00010276348930441119,-0.001268698739135706,0.00013331408542212588,-0.001845574733749494,0.00012173965801451067,1.0,0.0,5.0
2,0.0,0.0,35.0,0.0,0.0,0.0,-0.000832292814297898,0.00013179505815460364,0.004268576325131546,0.00015594596631864763,-0.13104308972946502,0.00016916247469689992,1.0,0.0,5.0
3,35.0,0.0,35.0,0.0,0.0,0.0,0.03494118007100007,0.00011382067341762936,0.010825315216060673,0.0001452557610135808,-0.044254927163667475,0.00015114424550849112,1.0,0.0,5.0
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017128045048353482,0.00011995897358048939,-0.0437183865834251,0.00019269588415440618,-0.05747141633002811,0.00014119583702856765,-4.0,1.5,5.0
1,35.0,0.0,0.0,0.0,0.0,0.0,0.01112320969518908,0.00012666396303472648,0.002223466764597824,0.00012918767220697688,-0.000621801934141216,0.00011878388218674547,-4.0,1.5,5.0
2,0.0,0.0,35.0,0.0,0.0,0.0,0.02523570816501403,0.00012586316049914822,-0.00303219488309458,0.00018265398591653395,-0.12602491124984694,0.00016512575594495086,-4.0,1.5,5.0
3,35.0,0.0,35.0,0.0,0.0,0.0,0.02741834985922385,0.00011933627831141723,0.010575896682580434,0.0001364806353646786,-0.03588646101113964,0.00011544140428683557,-4.0,1.5,5.0
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019601358795446153,0.00012667220838096793,-0.043939833516954296,0.0001241235754227188,-0.05238933774023744,0.00014512318927997018,-1.0,4.5,1.0
1,35.0,0.0,0.0,0.0,0.0,0.0,0.010488737911617037,0.00010369078109598123,0.000816072958746431,0.00013966573920162927,0.0013457583547557312,0.0001351089299921335,-1.0,4.5,1.0
2,0.0,0.0,35.0,0.0,0.0,0.0,0.010945525768147828,0.0001257114939154407,-0.034477843065246615,0.0001321807173219113,-0.1584140041620761,0.00015361328057203426,-1.0,4.5,1.0
3,35.0,0.0,35.0,0.0,0.0,0.0,0.03691498347410938,0.00013588922187708987,0.005375810992777523,0.00014136623986061252,-0.03673313747092663,0.00014386550982556568,-1.0,4.5,1.0
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022322744521973265,0.00012675475175974525,-0.043960460276655594,0.0001257582633661723,-0.05180407638633855,0.0001515935355619279,2.5,4.5,0.5
1,35.0,0.0,0.0,0.0,0.0,0.0,0.010928571428571381,0.00019080768073865637,-0.0014756396131717009,0.00016884612653036125,0.0013157057167339412,0.00012843580479539538,2.5,4.5,0.5
2,0.0,0.0,35.0,0.0,0.0,0.0,-0.016456236993512015,0.00014850519388112128,-0.03635536785408246,0.00015963588144065775,-0.16059548292324638,0.00016606204479262842,2.5,4.5,0.5
3,35.0,0.0,35.0,0.0,0.0,0.0,0.04501199657240784,0.00012010412020280355,0.0025494552576814213,0.0001293621334898346,-0.04312504590525151,0.00013087846095763143,2.5,4.5,0.5
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02375535561268204,0.00013229483860046178,-0.056319010894846325,0.00012617396966761838,-0.06190702656383886,0.00014948016538033926,2.0,-3.5,1.5
1,35.0,0.0,0.0,0.0,0.0,0.0,0.01671367364426485,0.0001201011584942187,-0.0045347043701799,0.0001589509073423987,-0.001206390011017209,0.00014215105034947267,2.0,-3.5,1.5
2,0.0,0.0,35.0,0.0,0.0,0.0,-0.01215007956910266,0.00014315953293295554,0.026441180071000076,0.0001545931579747467,-0.17326496511200876,0.00016294592246589575,2.0,-3.5,1.5
3,35.0,0.0,35.0,0.0,0.0,0.0,0.04523209695189125,0.00011211999341192876,0.01510337862651482,0.00014292253657236645,-0.04626343493695675,0.00014249398847639586,2.0,-3.5,1.5
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020724568490635288,0.00011602121484977043,-0.04393505937079198,0.00019450701867738276,-0.051101175174439906,0.0001279699559351518,0.5,5.0,0.0
1,35.0,0.0,0.0,0.0,0.0,0.0,0.010539723344350544,0.0001228890749574095,-4.284490145668959e-06,0.00016327546428832743,0.0017667401150691189,0.0001601677728275502,0.5,5.0,0.0
2,0.0,0.0,35.0,0.0,0.0,0.0,-0.001182274452197281,9.888377997870475e-05,-0.04330058758721993,0.00016118518858120173,-0.16662584159627858,0.00016637384963445412,0.5,5.0,0.0
3,35.0,0.0,35.0,0.0,0.0,0.0,0.04141265760803032,0.00015870722292337337,0.003302607418288601,0.0001203004383405208,-0.038191271881503196,0.00012778530265139022,0.5,5.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02273846248010767,0.0001331078924538215,-0.05135212388297217,0.00012687411162875248,-0.05517088994981021,0.00016863147595041876,2.0,0.5,0.0
1,35.0,0.0,0.0,0.0,0.0,0.0,0.0139036601787244,0.00019754796793330066,-0.003197208960705056,0.0002134778053312068,0.0009277757375443239,0.0001300673124050562,2.0,0.5,0.0
2,0.0,0.0,35.0,0.0,0.0,0.0,-0.01539135757130611,0.0001385243769109591,-0.007979189619292395,0.0001588824237616836,-0.18786607907944664,0.00015707826698324384,2.0,0.5,0.0
3,35.0,0.0,35.0,0.0,0.0,0.0,0.04825945648182148,0.0001464909152933713,0.008539172481331814,0.00012547218282375934,-0.04404333455747333,0.0002304486917938464,2.0,0.5,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024997429305912547,0.00012387267409138226,-0.05787360754070261,0.00011353506013904922,-0.0597926306769494,0.00016344961163886626,3.0,-3.0,0.0
1,35.0,0.0,0.0,0.0,0.0,0.0,0.017210490880156644,0.00019903115921159295,-0.005759272860815224,0.00014085907402079247,-0.00024366507528457242,0.0001336248668475318,3.0,-3.0,0.0
2,0.0,0.0,35.0,0.0,0.0,0.0,-0.02446847839392822,0.00014356217596077004,0.023890072224262406,0.00015270365510657412,-0.19229856775615126,0.00014496134057243314,3.0,-3.0,0.0
3,35.0,0.0,35.0,0.0,0.0,0.0,0.051874280817725514,0.00015017705392179396,0.014252846125596718,0.0001351677341131027,-0.04801481209450356,0.00013571413100327604,3.0,-3.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016209327947117096,0.00013737379367636675,-0.04570541069898392,0.00011358997491519813,-0.05548224996939645,0.00012122643854380261,-5.0,2.0,2.5
1,35.0,0.0,0.0,0.0,0.0,0.0,0.011007834496266324,0.00014034244501674045,0.002409107601909608,0.00018197942073057625,0.0006846003182763561,0.00014637131644430472,-5.0,2.0,2.5
2,0.0,0.0,35.0,0.0,0.0,0.0,0.036726527114701875,0.00013830911172316694,-0.01127714530542289,0.00014308216901887425,-0.1471280450483535,0.000182787730725879,-5.0,2.0,2.5
3,35.0,0.0,35.0,0.0,0.0,0.0,0.028971171502019787,0.00014237500561359076,0.009955808544497442,0.00011541034130995294,-0.03306628718325371,0.00011440087530799419,-5.0,2.0,2.5
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014930346431631731,0.000141099321745644,-0.051589913086056996,0.0001293289717700162,-0.06430187293426363,0.00016678834613981385,-5.0,-4.0,4.5
1,35.0,0.0,0.0,0.0,0.0,0.0,0.01423197453788709,0.0001362299927916987,0.001575590647570028,0.00014295188314713178,-0.001245868527359473,0.00015121863598614184,-5.0,-4.0,4.5
2,0.0,0.0,35.0,0.0,0.0,0.0,0.03218111151915774,0.0001288724594679001,0.02611892520504342,0.00012471604552436645,-0.13493579385481694,0.00014641350247044852,-5.0,-4.0,4.5
3,35.0,0.0,35.0,0.0,0.0,0.0,0.027292385848941062,0.00012663635514234125,0.015173583057901776,0.00014301444787881754,-0.03535781613416571,0.00012562428894256496,-5.0,-4.0,4.5
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02353929489533598,0.00013123511305996092,-0.053113416574856125,0.00011641544231208845,-0.05636093769127183,0.00012954313703197212,2.5,-0.5,0.0
1,35.0,0.0,0.0,0.0,0.0,0.0,0.014794405680009748,0.00012325470745397452,-0.004110356224752062,0.00015161849590714476,0.000600073448402444,0.0001476007505419664,2.5,-0.5,0.0
2,0.0,0.0,35.0,0.0,0.0,0.0,-0.02002368710980531,0.00011738784540622531,0.001111274329783276,0.00014402823525912727,-0.18975596768270286,0.00015612071493180548,2.5,-0.5,0.0
3,35.0,0.0,35.0,0.0,0.0,0.0,0.04994577059615615,0.00013735434461818172,0.010032868160117468,0.0001066118191852467,-0.04576588321703998,0.0001348740182635216,2.5,-0.5,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023381197208960657,0.0001818150297548638,-0.04011549761292687,0.00015466250096717363,-0.05484998163789934,0.00022263780848727483,4.5,4.0,5.0
1,35.0,0.0,0.0,0.0,0.0,0.0,0.010521850899742884,0.00011166288591589078,-0.0017411555881992379,0.00014881237445888668,-0.001447790427224825,0.00011849466365985416,4.5,4.0,5.0
2,0.0,0.0,35.0,0.0,0.0,0.0,-0.017248194393438564,0.00023250279518223792,-0.014188762394417877,0.00011744671007319185,-0.11585897906720524,0.00020421414270718863,4.5,4.0,5.0
3,35.0,0.0,35.0,0.0,0.0,0.0,0.037895458440445534,0.00013815509856454142,0.0043665075284612075,0.00013074581143791348,-0.049506855184233034,0.00019159095270527627,4.5,4.0,5.0
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02047876117027783,0.00013179333540569777,-0.043365344595421663,0.00012854929135849329,-0.054512731056432805,0.0001451144276966456,0.0,3.5,3.0
1,35.0,0.0,0.0,0.0,0.0,0.0,0.010851022156934707,0.00012057234896061612,0.00013685885665316942,0.00016303197682315386,3.6234545231966474e-05,0.00013150675851789857,0.0,3.5,3.0
2,0.0,0.0,35.0,0.0,0.0,0.0,0.0038927653323539715,0.00011770187342132961,-0.019576263924592923,0.00014844625616417106,-0.14154517076753576,0.0001712103307953356,0.0,3.5,3.0
3,35.0,0.0,35.0,0.0,0.0,0.0,0.035695923613661355,0.00011401767127886555,0.006668196841718642,0.00014101748674600568,-0.040140898518790505,0.00013737792555787074,0.0,3.5,3.0
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020928816256579708,0.00010504320451864971,-0.0566057044925939,0.00012582294147084775,-0.05855098543273346,0.000134088848849982,0.0,-2.0,0.0
1,35.0,0.0,0.0,0.0,0.0,0.0,0.01548604480352547,0.00012396494236450805,-0.002742624556249186,0.0001429966525336079,0.000783327212633085,0.00012745404884685236,0.0,-2.0,0.0
2,0.0,0.0,35.0,0.0,0.0,0.0,0.0029348145427836457,0.00012916025217925056,0.014585138939894677,0.0001508887187494694,-0.2005631044191455,0.0,0.0,-2.0,0.0
3,35.0,0.0,35.0,0.0,0.0,0.0,0.044217774513404286,0.00012089136138267009,0.012884747215081356,0.00014696864640533953,-0.040185579630309665,0.00015824752174894765,0.0,-2.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019144815766923683,0.00011128764692164796,-0.05683419023136243,0.00012069636496974912,-0.06343089729465047,0.00015763834282704853,-1.5,-4.0,2.0
1,35.0,0.0,0.0,0.0,0.0,0.0,0.01596419390378254,0.00011264149596119645,-0.0015736320235034415,0.0002103204385286708,-0.0007340555759578381,0.00012666563604694177,-1.5,-4.0,2.0
2,0.0,0.0,35.0,0.0,0.0,0.0,0.01501126208838286,0.00015371557692917383,0.02976698494307744,0.00016427951941361412,-0.16907357081650137,0.00021537774738444559,-1.5,-4.0,2.0
3,35.0,0.0,35.0,0.0,0.0,0.0,0.036919880034275876,0.00012377724928956053,0.01541847227322801,0.00012553730975622544,-0.03912431142122654,0.00014256879171927972,-1.5,-4.0,2.0
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020039600930346384,0.00011237713270650338,-0.04435255233198673,0.0001297576778923149,-0.05644301628106251,0.00014410414592344026,-0.5,2.0,4.0
1,35.0,0.0,0.0,0.0,0.0,0.0,0.011565185457216258,0.00011429108675816696,0.000180560656139031,0.00020752019478161908,-0.0006044191455502009,0.00014397582305175443,-0.5,2.0,4.0
2,0.0,0.0,35.0,0.0,0.0,0.0,0.007214714163300226,0.0001280276793621023,-0.008322989349981597,0.00013402921845924177,-0.136545354388542,0.00023058261329310546,-0.5,2.0,4.0
3,35.0,0.0,35.0,0.0,0.0,0.0,0.03389080670828739,0.00014538637688914788,0.00883786265148728,0.00012234367318749115,-0.04045036112131223,0.0001378701076683264,-0.5,2.0,4.0
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019650814053127633,0.00010979542513138634,-0.055715326233321046,0.0001375906184698835,-0.057968600807932376,0.00016063187291827765,-1.0,-1.5,0.0
1,35.0,0.0,0.0,0.0,0.0,0.0,0.014821948830946209,0.0001210521309869398,-0.0017148365773043991,0.00016683039354215565,0.001007956910270485,0.00013315730728361133,-1.0,-1.5,0.0
2,0.0,0.0,35.0,0.0,0.0,0.0,0.012403354143713989,0.00013273473487756266,0.010192251193536497,0.00013629029844227137,-0.2005631044191455,0.0,-1.0,-1.5,0.0
3,35.0,0.0,35.0,0.0,0.0,0.0,0.04173846248010768,0.00011650577246950469,0.012387440323172922,0.00014916685104179728,-0.038020932794711665,0.00014509545549128716,-1.0,-1.5,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02540335414371399,0.00010871348273192095,-0.04873882972212017,0.00012438998859521053,-0.05461396743787485,0.00016642842818140568,5.0,1.0,0.5
1,35.0,0.0,0.0,0.0,0.0,0.0,0.0137377279960827,0.00010575437223071637,-0.005162137348512624,0.0001665598889918271,0.00021667278736683357,0.00013654745388031882,5.0,1.0,0.5
2,0.0,0.0,35.0,0.0,0.0,0.0,-0.03739564206145179,0.00013049231695776817,-0.009679214102093228,0.00015093188607670393,-0.16860870363569588,0.0001318447641188804,5.0,1.0,0.5
3,35.0,0.0,35.0,0.0,0.0,0.0,0.053762149589913044,0.00013386119330663213,0.006323356591994067,0.00024266990685543083,-0.05254982249969392,0.00015421861852480317,5.0,1.0,0.5
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02095978699963271,0.00011102488284844252,-0.04580291345329902,0.00012249768695387088,-0.054762210796915116,0.00020783701464886518,0.5,2.5,2.0
1,35.0,0.0,0.0,0.0,0.0,0.0,0.011708103807075486,0.00012250564125936412,-0.000770473742196054,0.00017562019886539236,0.00030934018851752084,0.00011718769748948127,0.5,2.5,2.0
2,0.0,0.0,35.0,0.0,0.0,0.0,7.993634471782369e-05,0.00019469355154102744,-0.017070143224384823,0.00016438227986853503,-0.15604859835965232,0.0001543375427127983,0.5,2.5,2.0
3,35.0,0.0,35.0,0.0,0.0,0.0,0.03907797772065119,0.0001337624976846122,0.007189925327457408,0.0001501748238957444,-0.04105582078589786,0.0001355084204619772,0.5,2.5,2.0
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02319494430162806,0.00011402462417338174,-0.05063924592973432,0.00012106283720177922,-0.06431221691761532,0.00011363886937064351,2.0,-4.0,5.0
1,35.0,0.0,0.0,0.0,0.0,0.0,0.015826906598114775,0.00011977972560416706,-0.0033464928387807054,0.0001369193407926081,-0.0034872689435670938,0.00011874335273622705,2.0,-4.0,5.0
2,0.0,0.0,35.0,0.0,0.0,0.0,-0.006228791773778874,0.00014639935134426522,0.025596707063287993,0.00012958145674238993,-0.1330361121312278,0.0001343383736583197,2.0,-4.0,5.0
3,35.0,0.0,35.0,0.0,0.0,0.0,0.036900905863630755,0.00014706326533973975,0.01565650630432117,0.00015553270767343307,-0.04730799363447174,0.00015267555094649617,2.0,-4.0,5.0
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020979434447300722,0.00011471839579457342,-0.054042600073448355,0.00011573547369612504,-0.06091853348023009,0.00012261987915988492,0.0,-2.5,2.0
1,35.0,0.0,0.0,0.0,0.0,0.0,0.0152293426367976,0.00010818329419635026,-0.002412290366017821,0.0001572322761331332,-0.000661158036479325,0.00014003623580790495,0.0,-2.5,2.0
2,0.0,0.0,35.0,0.0,0.0,0.0,0.0037086546700942093,0.00011803153000319663,0.018561268209083066,0.00013836557125720215,-0.1689075162198555,0.00014135926653804543,0.0,-2.5,2.0
3,35.0,0.0,35.0,0.0,0.0,0.0,0.03982592728608148,0.00012967085940843151,0.013607724323662576,0.00012634137577509396,-0.041815338474721464,0.00017615164502006816,0.0,-2.5,2.0
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01666232096951887,0.00010888841066321977,-0.053864304076386295,0.00012182020073622905,-0.06301034398335165,0.0001407012359987787,-3.5,-3.5,3.0
1,35.0,0.0,0.0,0.0,0.0,0.0,0.014698065858734184,0.00011923717551142822,0.00019157791651361062,0.00014035614186054673,-0.000727322805728923,0.00014835292742450805,-3.5,-3.5,3.0
2,0.0,0.0,35.0,0.0,0.0,0.0,0.027367486840494507,0.0001285376483962095,0.024969824947974,0.00025950767848023,-0.15415460888725666,0.0001476024426181049,-3.5,-3.5,3.0
3,35.0,0.0,35.0,0.0,0.0,0.0,0.0316570571673399,0.00012080416958744598,0.0148055453543885,0.0001260817272808316,-0.036447851634226903,0.00015750903384210746,-3.5,-3.5,3.0
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01759878810135874,0.00012648937028113486,-0.04483786265148728,0.00014438400003802647,-0.05354333455747333,0.0002095608643972808,-3.5,3.5,1.5
1,35.0,0.0,0.0,0.0,0.0,0.0,0.010576508752601244,0.00010235050949530443,0.001982249969396453,0.0001501101135199705,0.001150446811115142,0.00013016834465603885,-3.5,3.5,1.5
2,0.0,0.0,35.0,0.0,0.0,0.0,0.028953176643407956,0.00012702184293374307,-0.024890317052270735,0.0001599427061164485,-0.15526404700697755,0.00019276975751444133,-3.5,3.5,1.5
3,35.0,0.0,35.0,0.0,0.0,0.0,0.0321099277757375,0.00012063372200031101,0.007996511200881334,0.00013211474074296525,-0.03375682458073198,0.0001426776807388232,-3.5,3.5,1.5
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02135328681601171,0.00011083523255559592,-0.051389521361243674,0.00013946489413120292,-0.058715754682335614,0.00013620888020067837,0.5,-1.0,2.0
1,35.0,0.0,0.0,0.0,0.0,0.0,0.01418056065613901,0.00012066853637586417,-0.002101542416452389,0.00015615057396005567,-0.000417064512180138,0.00013243962344808895,0.5,-1.0,2.0
2,0.0,0.0,35.0,0.0,0.0,0.0,-8.183376178232517e-05,0.00013387938325112598,0.007397049822499651,0.0001373169676979869,-0.16648653445954215,0.00015933367906255914,0.5,-1.0,2.0
3,35.0,0.0,35.0,0.0,0.0,0.0,0.04055765699596029,0.00016942246975900656,0.011636552821642747,0.00014935537204039802,-0.04240794466887007,0.00019210111679595815,0.5,-1.0,2.0
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027398396376545425,0.00012370972753232576,-0.0559185334802301,0.00015345449274516764,-0.05970602276900474,0.0001429139578156708,5.0,-3.0,0.5
1,35.0,0.0,0.0,0.0,0.0,0.0,0.017357510099155295,0.00011071961859681289,-0.007584588076875946,0.00014685057046042574,-0.001128840739380533,0.00013504057304303529,5.0,-3.0,0.5
2,0.0,0.0,35.0,0.0,0.0,0.0,-0.03847680254621124,0.00012212376146148094,0.022880462724935685,0.0001594121289950895,-0.1768966213734851,0.00018649128375285186,5.0,-3.0,0.5
3,35.0,0.0,35.0,0.0,0.0,0.0,0.0554310809156567,0.00013599778271197312,0.014273656506304274,0.0001459132081799236,-0.0545646958011996,0.00013722082659644496,5.0,-3.0,0.5
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023600746725425347,0.00018042547019592065,-0.05443689558085441,0.0001287905828747983,-0.06249192067572525,0.00015447643930512788,2.0,-3.5,2.5
1,35.0,0.0,0.0,0.0,0.0,0.0,0.016336638511445664,0.00010568716954242393,-0.004183437385236823,0.00014400241914540836,-0.001862773901334266,0.00012550705707203047,2.0,-3.5,2.5
2,0.0,0.0,35.0,0.0,0.0,0.0,-0.010238646101113922,0.0001296305081252111,0.025267290978087855,0.0001406458216976675,-0.16044797404823108,0.00014289182012623157,2.0,-3.5,2.5
3,35.0,0.0,35.0,0.0,0.0,0.0,0.042711041743175374,0.00011030186291763589,0.01505704492593948,0.00011892360594460944,-0.04669151670951153,0.00014010496435129971,2.0,-3.5,2.5
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019215265026318963,9.561193593863831e-05,-0.04514028644876969,0.00012813805744442435,-0.058549822499693926,0.00024209656397708614,-1.5,0.5,5.0
1,35.0,0.0,0.0,0.0,0.0,0.0,0.012089423430040347,0.00012146456588244836,0.000469212877953189,0.00014532530201985888,-0.001190782225486544,0.00011609423522082733,-1.5,0.5,5.0
2,0.0,0.0,35.0,0.0,0.0,0.0,0.012469457705961513,0.00018680141076707574,0.0017047986289630982,0.00015078529511864137,-0.1305786509976741,0.00016258641270789162,-1.5,0.5,5.0
3,35.0,0.0,35.0,0.0,0.0,0.0,0.031182764108213926,0.00019503086930729944,0.010880156689925282,0.00020610121630553754,-0.03969206757253025,0.0001175760828560434,-1.5,0.5,5.0
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01732096951891291,0.00012642115687948126,-0.04632947729220218,0.00011921508504868843,-0.05885255233198674,0.00012013951327050057,-3.5,0.0,4.5
1,35.0,0.0,0.0,0.0,0.0,0.0,0.012183804627249313,0.0001236078859148615,0.00137776961684412,0.00023342867291614798,-0.000723038315583254,0.0001355283996742962,-3.5,0.0,4.5
2,0.0,0.0,35.0,0.0,0.0,0.0,0.02402062675970126,0.00014491662977807591,0.003906353286815963,0.0001368120782407373,-0.13447361978210304,0.00017709478078123124,-3.5,0.0,4.5
3,35.0,0.0,35.0,0.0,0.0,0.0,0.029207491737054673,0.00012782671007680749,0.011698310686742515,0.0001360528650598249,-0.036568123393316145,0.0001369611364658301,-3.5,0.0,4.5
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020555025094870807,0.00011771820458873663,-0.04889160239931444,0.00013123430568301678,-0.053702166727873625,0.00020984944974073973,0.0,2.0,0.0
1,35.0,0.0,0.0,0.0,0.0,0.0,0.01238401273105638,0.00011426466219849348,-0.0009093524299179311,0.0001283424754490577,0.0014462602521727941,0.0001225261501732657,0.0,2.0,0.0
2,0.0,0.0,35.0,0.0,0.0,0.0,0.002826355735096045,0.00013193818300780757,-0.0213316807442771,0.00014068079442866664,-0.18468980291345324,0.00014302492558909357,0.0,2.0,0.0
3,35.0,0.0,35.0,0.0,0.0,0.0,0.042633431264536614,0.00012704781824103767,0.007432794711714973,0.0001275836549764655,-0.03881790916880887,0.00014361497627168404,0.0,2.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01913232953849916,0.00011865518846244234,-0.052335904027420686,0.00012618152728305717,-0.06246811115191573,0.0001347759660582267,-1.5,-3.0,3.5
1,35.0,0.0,0.0,0.0,0.0,0.0,0.014817847961806779,0.00011551403771678908,-0.000846798873791112,0.00016204450247701198,-0.0012815522095727281,0.0001396162156791238,-1.5,-3.0,3.5
2,0.0,0.0,35.0,0.0,0.0,0.0,0.013758660790794417,0.0001361475100977577,0.021332537642306228,0.00012796285881290414,-0.15053776472028396,0.00016124538400917514,-1.5,-3.0,3.5
3,35.0,0.0,35.0,0.0,0.0,0.0,0.03428534704370176,0.00011167847374706612,0.01432366262700448,0.00012038162964536911,-0.03979214102093275,0.00011737709413997226,-1.5,-3.0,3.5
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023577610478638707,0.00011404055283464591,-0.05629091688089113,0.00011743051838357,-0.06075272371159255,0.00015306221069618208,2.0,-3.0,1.0
