values,position,position,position,position,position,position,Magnetometer,Magnetometer,Magnetometer,Magnetometer,Magnetometer,Magnetometer,Magnet,Magnet,Magnet
axis,x,x,y,y,z,z,x,x,y,y,z,z,x,y,z
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,position,position,position
Sensor,,,,,,,,,,,,,,,
1,35.0,0.0,0.0,0.0,0.0,0.0,0.01161929244705589,9.856487142194812e-05,8.36699718447552e-05,0.00015032684341774368,0.0017032072469089958,0.0001888508371378482,-1.0,3.0,0.0
2,0.0,0.0,35.0,0.0,0.0,0.0,0.011761598726894302,0.00013514320750462799,-0.02918992532745741,0.00015728784947886747,-0.17977861427347286,0.00014784394136398317,-1.0,3.0,0.0
3,35.0,0.0,35.0,0.0,0.0,0.0,0.039791039294895275,0.00012758711032632563,0.006766984943077436,0.00012397776256961276,-0.0365505569837189,0.00013323337624120355,-1.0,3.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01926465907699836,0.00012801822071177948,-0.046254498714652904,0.00013780213182197648,-0.05645733871954947,0.00019209147404993372,-1.5,1.5,3.0
1,35.0,0.0,0.0,0.0,0.0,0.0,0.011896988615497556,0.00013221895949438865,0.0003847472150813577,0.00014934179107292146,-0.00011402864487694984,0.00011981969921643823,-1.5,1.5,3.0
2,0.0,0.0,35.0,0.0,0.0,0.0,0.01367743909903288,0.0001293806342395535,-0.007775553923368788,0.0001495409098102539,-0.14862167952013705,0.00017635002955074266,-1.5,1.5,3.0
3,35.0,0.0,35.0,0.0,0.0,0.0,0.03418968049944909,0.0001053731040255712,0.009384073938058455,0.00011447164008595055,-0.038481760313379805,0.0001603047455910335,-1.5,1.5,3.0
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01833259884930831,0.00010662362046977228,-0.04625082629452804,0.0001225110931355052,-0.05646248010772428,0.0001308433698684269,-2.5,1.5,3.0
1,35.0,0.0,0.0,0.0,0.0,0.0,0.011712694332231557,0.00010466572706719141,0.0008758721997796009,0.00017342420331032182,4.9516464683545716e-05,0.0001333879089141301,-2.5,1.5,3.0
2,0.0,0.0,35.0,0.0,0.0,0.0,0.02020192189986529,0.00016491414498594274,-0.007683376178234737,0.00014263789175932725,-0.1477926918839515,0.00015130439492289704,-2.5,1.5,3.0
3,35.0,0.0,35.0,0.0,0.0,0.0,0.03252393193781364,0.00012185667913054788,0.009779165136491564,0.00015244909146339467,-0.03692483780144445,0.00017627895669460047,-2.5,1.5,3.0
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024739258171134728,0.00011638112773284609,-0.044500979312033256,0.00010546700746942547,-0.05611923124005382,0.00015467195720126386,5.0,1.5,3.5
1,35.0,0.0,0.0,0.0,0.0,0.0,0.01248610601052756,0.00011674304280818041,-0.0037641694209817112,0.00015608057074519523,-0.0014760068551841815,0.00020445943777269954,5.0,1.5,3.5
2,0.0,0.0,35.0,0.0,0.0,0.0,-0.02509193291712567,0.00012807750309022834,-0.00553109315705712,0.00015697882488893532,-0.13447355857510096,0.00013843631830559648,5.0,1.5,3.5
3,35.0,0.0,35.0,0.0,0.0,0.0,0.04411586485493935,0.00012409454853472182,0.006871587709633937,0.00012178448822830793,-0.05261519157791646,0.00016210165922982478,5.0,1.5,3.5
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01524158403721381,0.00013152797854511485,-0.051956849063532824,0.0001465674610425159,-0.05931111519157786,0.00014143013481436462,-5.0,-1.5,2.0
1,35.0,0.0,0.0,0.0,0.0,0.0,0.013163483902558403,0.00010417865902281045,0.0015796303097073841,0.00015428874300945684,0.00042918349859219165,0.00013307600539115205,-5.0,-1.5,2.0
2,0.0,0.0,35.0,0.0,0.0,0.0,0.039846737666789034,0.00011519222244791364,0.011531031950055044,0.00013708629520587274,-0.16136326355735092,0.00017575627112376038,-5.0,-1.5,2.0
3,35.0,0.0,35.0,0.0,0.0,0.0,0.030442710246052097,0.00011439161312649934,0.012977353409229966,0.0001276591619684143,-0.03336454890439461,0.00012912217380092327,-5.0,-1.5,2.0
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023821642795935807,0.00010814104886084101,-0.05419635206267593,0.00012614097477429924,-0.057999449136981227,0.00014210545535318694,2.5,-1.5,0.5
1,35.0,0.0,0.0,0.0,0.0,0.0,0.015468784428938622,0.00012244273407778305,-0.0044079446688700665,0.00014185940260723757,8.134410576567633e-05,0.0001968689149275671,2.5,-1.5,0.5
2,0.0,0.0,35.0,0.0,0.0,0.0,-0.01866489166360627,0.00012365796036437513,0.01037079201860688,0.00014091119535178352,-0.18488548169910632,0.00015205891914611908,2.5,-1.5,0.5
3,35.0,0.0,35.0,0.0,0.0,0.0,0.04894417921410206,0.00011584338704580325,0.01181123760558203,0.0001551969781483335,-0.04640739380585134,0.00014657681991657464,2.5,-1.5,0.5
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023765454768025412,0.00013204181031981378,-0.04400960949932667,0.00012666874301097854,-0.055066838046272444,0.0001904600723159003,4.0,2.5,3.0
1,35.0,0.0,0.0,0.0,0.0,0.0,0.011893132574366463,0.00010354150255888187,-0.0027358305790181857,0.00014825577513482934,-0.000787244460766257,0.000130956287090003,4.0,2.5,3.0
2,0.0,0.0,35.0,0.0,0.0,0.0,-0.020729036601787203,0.00013981532773183017,-0.012850838535928465,0.00015489720676758445,-0.13908979067205285,0.00014361824353423784,4.0,2.5,3.0
3,35.0,0.0,35.0,0.0,0.0,0.0,0.04315742440935238,0.00012405320703872942,0.005639429550740553,0.00014865259504184448,-0.04936179458930097,0.00013002853927966337,4.0,2.5,3.0
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0209859835965234,0.0001161637078352049,-0.047689864120455325,0.00010949129519307636,-0.05444895336026437,0.0001521846907552888,0.5,2.0,1.0
1,35.0,0.0,0.0,0.0,0.0,0.0,0.01229330395397229,0.00011943639195844172,-0.001094442404210994,0.00015258707828785315,0.000819500550862968,0.00013008393838813206,0.5,2.0,1.0
2,0.0,0.0,35.0,0.0,0.0,0.0,-0.0006681356347165621,0.00012082003443966448,-0.01733547557840612,0.0001290000685178239,-0.17039937568857874,0.00017224820236123075,0.5,2.0,1.0
3,35.0,0.0,35.0,0.0,0.0,0.0,0.04150281552209568,0.00011297694181623024,0.007423613661402807,0.0001420156336857637,-0.04067223650385599,0.0001507200308647615,0.5,2.0,1.0
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01693977230995221,0.00011088056388510713,-0.04337746358183372,0.000143066498129499,-0.05516397355857506,0.00014671558385632373,-4.5,3.0,3.5
1,35.0,0.0,0.0,0.0,0.0,0.0,0.010445403354143665,0.00011874297031704437,0.002524054351817799,0.00013546451448512962,0.00026129269188391707,0.00015226930917000466,-4.5,3.0,3.5
2,0.0,0.0,35.0,0.0,0.0,0.0,0.030539845758354715,0.00012634780025055608,-0.014229220222793432,0.00013546193051581305,-0.13453709144326106,0.00016569695234362077,-4.5,3.0,3.5
3,35.0,0.0,35.0,0.0,0.0,0.0,0.028103990696535634,0.00013131375083917673,0.009157975272371109,0.00012937207888572135,-0.03397227322805724,0.00014244728125466965,-4.5,3.0,3.5
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024101603623454478,0.00013318913226399772,-0.04286350838535924,0.00013564077847581698,-0.051913208471049035,0.00013941387425328613,5.0,4.5,1.0
1,35.0,0.0,0.0,0.0,0.0,0.0,0.010988248255600392,0.00012328456131617644,-0.002854572163055404,0.0001229961883465084,0.000661708899498051,0.00012553923892773383,5.0,4.5,1.0
2,0.0,0.0,35.0,0.0,0.0,0.0,-0.03213043212143465,0.0001252058962653962,-0.03155545354388537,0.00011807888974803158,-0.14721912106745008,0.00015399055791597138,5.0,4.5,1.0
3,35.0,0.0,35.0,0.0,0.0,0.0,0.0488797894479128,0.0001351322446871971,0.000605643285591822,0.00013665929927925697,-0.049892520504345644,0.00015452068597035878,5.0,4.5,1.0
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017637164891663556,0.00011274715160873853,-0.04367229771085808,0.0001438180508340433,-0.05596119476068058,0.00011794217589664895,-3.5,2.5,4.0
1,35.0,0.0,0.0,0.0,0.0,0.0,0.010829477292202181,0.00013215032465235588,0.001943567144081232,0.00014042331253822336,-0.00012400538621615506,0.00013365580190404983,-3.5,2.5,4.0
2,0.0,0.0,35.0,0.0,0.0,0.0,0.024224568490635284,0.0001140033824963859,-0.010536418166238164,0.00013352748439147052,-0.13314695801199652,0.00017799608111593722,-3.5,2.5,4.0
3,35.0,0.0,35.0,0.0,0.0,0.0,0.029166850287672866,0.00012084308409610118,0.009377708409842036,0.00012070075424656011,-0.03564885542906104,0.00012752443976080463,-3.5,2.5,4.0
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024658403721385676,0.0001313657273839749,-0.046056004406904105,0.00012302349041377322,-0.052334190231362425,0.000162767156113675,5.0,3.0,0.0
1,35.0,0.0,0.0,0.0,0.0,0.0,0.012309278981515437,0.00011492705895201584,-0.004081160484759409,0.00013989727086539423,0.0009862284245317219,0.0001285734276430936,5.0,3.0,0.0
2,0.0,0.0,35.0,0.0,0.0,0.0,-0.038118680377035086,0.00013598943495537016,-0.02638352307503973,0.00016121346410140694,-0.1661115803647937,0.00012770828498405456,5.0,3.0,0.0
3,35.0,0.0,35.0,0.0,0.0,0.0,0.053643530419879994,9.960199801219046e-05,0.00241743175419264,0.00013576626249523052,-0.05084698249479736,0.00021733432066919578,5.0,3.0,0.0
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01688254376300644,0.00012539736574448078,-0.0444356102338107,0.00011078535691655254,-0.052696658097686325,0.00015371006244427752,-4.5,4.0,1.0
1,35.0,0.0,0.0,0.0,0.0,0.0,0.0101725425388664,0.00011854279604178935,0.002532868160117469,0.00017307446675595705,0.001572101848451414,0.0002116760591066295,-4.5,4.0,1.0
2,0.0,0.0,35.0,0.0,0.0,0.0,0.037054535438854154,0.00012119446970216134,-0.029878136858856603,0.0002191872260276997,-0.15632439711102947,0.0001818506167116112,-4.5,4.0,1.0
3,35.0,0.0,35.0,0.0,0.0,0.0,0.030821520381931644,0.00013603596716576358,0.007814053127677752,0.000130540794176038,-0.031850410086913895,0.00014292249685708493,-4.5,4.0,1.0
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.025379605826906543,0.00011808217457566906,-0.046508140531276734,0.00012809233416903373,-0.05940610845880763,0.00014190687665190804,5.0,-1.0,4.5
1,35.0,0.0,0.0,0.0,0.0,0.0,0.014075100991553381,0.00012482644166775036,-0.004619843310074626,0.00016462522981631241,-0.002916452442159327,0.00012879938251477796,5.0,-1.0,4.5
2,0.0,0.0,35.0,0.0,0.0,0.0,-0.022616660545966408,0.00010784290316966727,0.009514016403476506,0.00023815738105451803,-0.1300515362957522,0.00016474261390123728,5.0,-1.0,4.5
3,35.0,0.0,35.0,0.0,0.0,0.0,0.04237868772187534,0.0002036744495348672,0.011107112253641775,0.00011258109359261627,-0.053868037703513234,0.00016388484002712405,5.0,-1.0,4.5
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02102478883584277,0.00013696101213398412,-0.0470973191333088,0.0001102760094780377,-0.05488327824703141,0.0001555452007181769,0.5,2.0,1.5
1,35.0,0.0,0.0,0.0,0.0,0.0,0.012134226955563664,0.00011929060735184444,-0.000954155955441256,0.00012314105848476318,0.000518974170645073,0.00014415160260281752,0.5,2.0,1.5
2,0.0,0.0,35.0,0.0,0.0,0.0,-0.00033351695433952555,0.00013362430046396132,-0.015526686252907285,0.00017090283298139207,-0.16399791896192922,0.00016531037285351792,0.5,2.0,1.5
3,35.0,0.0,35.0,0.0,0.0,0.0,0.04036754804749659,0.0001335644768398634,0.007586179458930047,0.0001160710249730709,-0.04107240788346182,0.0001791863001096811,0.5,2.0,1.5
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016018545721630507,0.0001162815728337077,-0.04538762394417916,0.0001864052290613179,-0.05902270779777202,0.00014829833095045662,-5.0,0.0,5.0
1,35.0,0.0,0.0,0.0,0.0,0.0,0.011768147876116979,0.00010485031386627764,0.0022767780634104073,0.00013948117314252533,-0.0007072469090463499,0.00014361265752412585,-5.0,0.0,5.0
2,0.0,0.0,35.0,0.0,0.0,0.0,0.030490512914677394,0.00013137069634777557,0.004761537519892224,0.0001324161918798126,-0.12715840372138568,0.00018278243084336897,-5.0,0.0,5.0
3,35.0,0.0,35.0,0.0,0.0,0.0,0.0264084955318888,0.00011527779943377366,0.011937936099889784,0.0001202375104156952,-0.03500667156322679,0.00013807667097134193,-5.0,0.0,5.0
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023880401517933598,0.00012662955682117143,-0.057273778920308445,0.00013322553696714355,-0.06274911249846978,0.00012256345276986483,2.0,-4.0,1.5
1,35.0,0.0,0.0,0.0,0.0,0.0,0.017186558942342958,0.00010316555473678576,-0.004714836577304397,0.00013688152716920864,-0.001407026563838853,0.00013499860322617495,2.0,-4.0,1.5
2,0.0,0.0,35.0,0.0,0.0,0.0,-0.012083731178846818,0.00015604813998790828,0.030266128045048312,0.00016414868749469274,-0.17324250214224501,0.00015941028928296718,2.0,-4.0,1.5
3,35.0,0.0,35.0,0.0,0.0,0.0,0.04524556249234909,0.00011230749103547893,0.01582727384012726,0.00011597893691638697,-0.046346676459786955,0.00020063678707094327,2.0,-4.0,1.5
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018952197331374664,0.00011502579584725358,-0.04162871832537638,0.0001279267904772021,-0.053978210307259106,0.00015607190299706504,-2.0,4.5,3.5
1,35.0,0.0,0.0,0.0,0.0,0.0,0.010007773289264242,0.00011844941895815116,0.0017201615864854412,0.00013489383896320885,0.00025376423062793945,0.00012341892931022825,-2.0,4.5,3.5
2,0.0,0.0,35.0,0.0,0.0,0.0,0.01564310197086542,0.000142839798946247,-0.02280982984453417,0.00013573597569910013,-0.13209456481821516,0.0001614702285865225,-2.0,4.5,3.5
3,35.0,0.0,35.0,0.0,0.0,0.0,0.031145795078956984,0.00012264871511768273,0.0068402497245684405,0.00014296284189249352,-0.03678149100257065,0.00016345618659310067,-2.0,4.5,3.5
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021480474966336104,0.00013323571941292904,-0.041675725302974614,0.0001290356315652264,-0.052934386093769076,0.00022462316967166628,1.5,5.0,2.5
1,35.0,0.0,0.0,0.0,0.0,0.0,0.010167033908679107,0.00012088070258997017,-0.00019665809768634358,0.0002344286291494222,0.00039741706451213154,0.00013629574032878358,1.5,5.0,2.5
2,0.0,0.0,35.0,0.0,0.0,0.0,-0.005633247643530367,0.00011888713473480704,-0.029382666177010602,0.0001466400573358098,-0.1385669604602766,0.00018537313122094108,1.5,5.0,2.5
3,35.0,0.0,35.0,0.0,0.0,0.0,0.03813740971967189,0.00011534052975313771,0.00385022646590765,0.0001367727824353332,-0.04190078344962659,0.0001462601062717966,1.5,5.0,2.5
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02566893132574362,0.000117866672489068,-0.0517622720039172,0.00019447546979926681,-0.05737727996082746,0.0001341866840281514,4.5,-1.0,1.0
1,35.0,0.0,0.0,0.0,0.0,0.0,0.015236748684049405,0.00010739593852313827,-0.005706512425021377,0.00014849825000380436,-0.000644020075896634,0.00013687015063263788,4.5,-1.0,1.0
2,0.0,0.0,35.0,0.0,0.0,0.0,-0.03229587464805969,0.00014311675791965416,0.006775921165381262,0.00015965663365431822,-0.16977212633125227,0.00015860145359924263,4.5,-1.0,1.0
3,35.0,0.0,35.0,0.0,0.0,0.0,0.05202025951768878,0.00013852092120517496,0.010471905986044751,0.00012533592504892252,-0.052409658464928344,0.0001279125762570344,4.5,-1.0,1.0
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01700385604113105,0.0001307865998294884,-0.04345146284734969,0.00011667988275859357,-0.05340537397478268,0.00024336868675088957,-4.5,4.0,2.0
1,35.0,0.0,0.0,0.0,0.0,0.0,0.010020381931692933,9.041984579166385e-05,0.00269959603378622,0.0001508890698550884,0.001077549271636623,0.00015143868959716572,-4.5,4.0,2.0
2,0.0,0.0,35.0,0.0,0.0,0.0,0.033896254131472583,0.0001442543652913294,-0.025211776227200347,0.0001540256453542606,-0.14537636185579625,0.00015205145316238256,-4.5,4.0,2.0
3,35.0,0.0,35.0,0.0,0.0,0.0,0.029501101726037413,0.00013239925856228308,0.008053923368833347,0.00011498394175700313,-0.0326783572040641,0.00014704741396491782,-4.5,4.0,2.0
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019147753703023577,9.664968181918185e-05,-0.05080254621128653,0.00013588427890377658,-0.060961929244705546,0.00018886699686035331,-1.5,-2.0,3.5
1,35.0,0.0,0.0,0.0,0.0,0.0,0.014106989839637606,0.00011655495345199156,-0.000642306279838362,0.0001551378141731685,-0.001049822499693916,0.00012398809407973194,-1.5,-2.0,3.5
2,0.0,0.0,35.0,0.0,0.0,0.0,0.013724996939649847,0.00013107503995494216,0.0149143101970865,0.0001307704104298363,-0.14989515240543516,0.0001697013448631047,-1.5,-2.0,3.5
3,35.0,0.0,35.0,0.0,0.0,0.0,0.03423479005998281,0.00010739347201704437,0.013227812461745576,0.00012125148635908439,-0.039623944179214055,0.00013854240528219367,-1.5,-2.0,3.5
0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017672664952870558,0.00010274912703276913,-0.05786350838535923,0.00010551136355406634,-0.061912412780022,0.00013432444350972402,-2.5,-3.5,1.0
1,35.0,0.0,0.0,0.0,0.0,0.0,0.015648182152038143,0.0001130209621363862,-0.0008620394173092901,0.00012129205128267218,0.00023497368098906578,0.00013854179071724458,-2.5,-3.5,1.0
