"Sensor 16 Average (x, y, z)"
"[0.17947499999999994, -0.58434, 0.6478581999999999]"
"[0.19980000000000003, -0.58224, 0.7348088]"
"[0.21951000000000004, -0.570255, 0.8260428000000002]"
"[0.24250499999999997, -0.54639, 0.9203259999999999]"
"[0.261, -0.51027, 1.0101564]"
"[0.28025999999999995, -0.45946499999999996, 1.0974942000000003]"
"[0.22565999999999997, -0.56286, 0.616495]"
"[0.25145999999999996, -0.55842, 0.7019452000000002]"
"[0.275235, -0.547095, 0.7841526]"
"[0.29946, -0.52266, 0.8706676000000002]"
"[0.32583, -0.4870649999999999, 0.9554644]"
"[0.348015, -0.44051999999999997, 1.0373813999999997]"
"[0.26547000000000004, -0.535605, 0.5788398]"
"[0.29406, -0.53313, 0.6556263999999999]"
"[0.32383500000000004, -0.5192249999999999, 0.7386808]"
"[0.349575, -0.4953749999999999, 0.8173308]"
"[0.377565, -0.4619549999999999, 0.8940932]"
"[0.40539, -0.4161749999999999, 0.9708072]"
"[0.30027, -0.506685, 0.539902]"
"[0.32994, -0.502815, 0.6121632000000001]"
"[0.361515, -0.49023, 0.6825368]"
"[0.39258, -0.46676999999999996, 0.7570486]"
"[0.42174000000000006, -0.43359, 0.8284627999999999]"
"[0.45189000000000007, -0.38948999999999995, 0.896973]"
"[0.32580000000000003, -0.47671499999999994, 0.49709219999999993]"
"[0.355725, -0.469875, 0.5618998000000001]"
"[0.39048, -0.45653999999999995, 0.6266590000000001]"
"[0.4237349999999999, -0.43516499999999997, 0.6939834]"
"[0.4546799999999999, -0.40269, 0.7596622]"
"[0.48640500000000003, -0.362295, 0.8189764]"
"[0.34539000000000003, -0.44215499999999996, 0.45585539999999997]"
"[0.37989, -0.4366649999999999, 0.5099908]"
"[0.412125, -0.42521999999999993, 0.5700793999999999]"
"[0.44350500000000004, -0.40282499999999993, 0.6292484]"
"[0.47896500000000003, -0.37211999999999995, 0.6850536]"
"[0.5096999999999999, -0.3345, 0.7403506]"
