"Sensor 6 Average (x, y, z)"
"[0.04254, 0.009014999999999997, -0.19841579999999998]"
"[0.042255, 6.000000000000276e-05, -0.19887560000000004]"
"[0.041444999999999996, -0.0076349999999999986, -0.1966734]"
"[0.042105, -0.015, -0.19427759999999997]"
"[0.04143, -0.022754999999999997, -0.19340639999999998]"
"[0.041745, -0.027734999999999996, -0.1911316]"
"[0.03286499999999999, 0.012555000000000002, -0.1998194]"
"[0.03517499999999999, 0.003780000000000004, -0.1996016]"
"[0.036164999999999996, -0.0040799999999999986, -0.1970606]"
"[0.032805, -0.01266, -0.2000614]"
"[0.033389999999999996, -0.021164999999999996, -0.19747199999999998]"
"[0.03482999999999999, -0.027135, -0.1948584]"
"[0.028215, 0.011475, -0.2007632]"
"[0.027450000000000006, 0.004919999999999999, -0.2037398]"
"[0.026414999999999998, -0.00405, -0.2020216]"
"[0.027180000000000006, -0.013799999999999998, -0.2052886]"
"[0.026969999999999997, -0.019935, -0.20141659999999997]"
"[0.027000000000000007, -0.027299999999999998, -0.195899]"
"[0.0177, 0.012825000000000001, -0.2027476]"
"[0.019605, 0.004544999999999999, -0.20410279999999997]"
"[0.020220000000000002, -0.0029999999999999975, -0.20637760000000002]"
"[0.018600000000000002, -0.01329, -0.20352199999999998]"
"[0.017505, -0.020115, -0.2022394]"
"[0.0183, -0.02727, -0.198077]"
"[0.00903, 0.014069999999999997, -0.2064502]"
"[0.009120000000000003, 0.005280000000000005, -0.207152]"
"[0.009000000000000001, -0.003044999999999999, -0.20686160000000003]"
"[0.011535000000000004, -0.011295, -0.20456259999999998]"
"[0.009675, -0.020685000000000002, -0.2017796]"
"[0.009660000000000002, -0.028079999999999994, -0.20257819999999993]"
"[0.0025949999999999992, 0.014009999999999996, -0.20555479999999998]"
"[0.002400000000000002, 0.00618, -0.20659539999999998]"
"[0.002535, -0.0028049999999999985, -0.20785379999999998]"
"[0.0019049999999999996, -0.010605, -0.20676479999999997]"
"[0.0026100000000000003, -0.018645, -0.20584519999999998]"
"[0.002385000000000001, -0.027315, -0.20289280000000004]"
