"Sensor 13 Average (x, y, z)"
"[0.220155, 0.257535, 0.024224200000000005]"
"[0.263805, 0.27993, 0.008881400000000008]"
"[0.32042999999999994, 0.301305, -0.013382600000000001]"
"[0.38012999999999997, 0.31897500000000006, -0.04433439999999999]"
"[0.447915, 0.32556000000000007, -0.0753104]"
"[0.5221049999999999, 0.32271000000000005, -0.11482899999999999]"
"[0.230925, 0.29991, 0.011156200000000005]"
"[0.2793149999999999, 0.332565, -0.014060199999999995]"
"[0.34331999999999996, 0.36114, -0.041212599999999995]"
"[0.4138800000000001, 0.386445, -0.0819654]"
"[0.49152, 0.40116, -0.1321078]"
"[0.57924, 0.403215, -0.189123]"
"[0.23353499999999994, 0.34629000000000004, -0.001524599999999994]"
"[0.29019, 0.38907, -0.03446079999999999]"
"[0.3576, 0.43149, -0.07514099999999999]"
"[0.43772999999999984, 0.466185, -0.1293006]"
"[0.5293800000000001, 0.49188000000000004, -0.20136820000000002]"
"[0.630375, 0.49926, -0.28466459999999993]"
"[0.23140499999999992, 0.39765, -0.02190099999999999]"
"[0.289995, 0.4509000000000001, -0.06103240000000001]"
"[0.3624, 0.5030699999999999, -0.1180234]"
"[0.44867999999999997, 0.5563049999999999, -0.1934548]"
"[0.550365, 0.592065, -0.28601979999999994]"
"[0.6652650000000001, 0.6117300000000001, -0.3976302]"
"[0.221025, 0.44892, -0.0402446]"
"[0.280245, 0.51582, -0.09249239999999997]"
"[0.35133, 0.5842349999999998, -0.1637856]"
"[0.44463, 0.6503399999999999, -0.25886739999999997]"
"[0.55191, 0.7034400000000001, -0.3817066]"
"[0.67374, 0.7340249999999999, -0.5341424]"
"[0.19743, 0.498975, -0.06013699999999999]"
"[0.25310999999999995, 0.578715, -0.1261062]"
"[0.32327999999999996, 0.6637350000000001, -0.2128148]"
"[0.4121099999999999, 0.7442549999999999, -0.33132219999999996]"
"[0.5172899999999999, 0.818145, -0.48748479999999994]"
"[0.641505, 0.866055, -0.6842065999999999]"
