"Sensor 5 Average (x, y, z)"
"[0.7545450000000001, 0.12442500000000001, -0.2557456]"
"[0.7831649999999999, 0.04373999999999999, -0.2725404]"
"[0.7883699999999999, -0.040784999999999995, -0.2755412]"
"[0.7742699999999999, -0.124485, -0.26382839999999996]"
"[0.7357649999999999, -0.19824, -0.23803120000000003]"
"[0.6825149999999999, -0.25987499999999997, -0.2046594]"
"[0.8732099999999998, 0.16086, -0.40213139999999997]"
"[0.9064199999999999, 0.05721, -0.42555699999999996]"
"[0.91371, -0.053505, -0.428703]"
"[0.89352, -0.160695, -0.4085202]"
"[0.8454899999999999, -0.25339500000000004, -0.3719298]"
"[0.7763550000000001, -0.32773499999999994, -0.320892]"
"[0.988035, 0.20904, -0.5979578]"
"[1.0339950000000002, 0.07482, -0.6350080000000001]"
"[1.041435, -0.06787499999999999, -0.6395818000000001]"
"[1.01466, -0.20606999999999998, -0.6132279999999999]"
"[0.951525, -0.32441999999999993, -0.5557287999999999]"
"[0.8676149999999999, -0.41648999999999997, -0.4763527999999999]"
"[1.0866299999999998, 0.26910000000000006, -0.8529531999999999]"
"[1.1398950000000003, 0.100575, -0.9055156]"
"[1.1482649999999999, -0.08416499999999999, -0.9171558000000001]"
"[1.113975, -0.26187, -0.8730876]"
"[1.0415999999999999, -0.408435, -0.7890409999999999]"
"[0.94062, -0.5205599999999999, -0.6761722]"
"[1.1463450000000002, 0.34199999999999997, -1.1681824]"
"[1.2081449999999998, 0.12966, -1.2483328]"
"[1.217745, -0.10108500000000001, -1.2576256]"
"[1.17693, -0.32341499999999995, -1.1988922]"
"[1.09185, -0.508515, -1.0776018]"
"[0.97692, -0.643035, -0.9200113999999998]"
"[1.1383649999999998, 0.42287999999999987, -1.5313034]"
"[1.2041699999999997, 0.16414499999999999, -1.6442205999999997]"
"[1.2134399999999999, -0.12369, -1.6575790000000001]"
"[1.1701650000000001, -0.39358499999999996, -1.5766541999999997]"
"[1.079295, -0.61809, -1.4147561999999998]"
"[0.9577499999999999, -0.7755000000000001, -1.1985534000000002]"
