"Sensor 2 Average (x, y, z)"
"[1.01706, -0.6225300000000001, -1.190277]"
"[0.88992, -0.7323449999999999, -0.991474]"
"[0.753225, -0.7817700000000001, -0.7806194]"
"[0.622575, -0.781545, -0.5885924]"
"[0.5060549999999999, -0.7394549999999999, -0.42040239999999995]"
"[0.40376999999999996, -0.679095, -0.28800420000000004]"
"[0.963465, -0.74454, -1.5193002]"
"[0.83283, -0.86961, -1.2517933999999997]"
"[0.69645, -0.91815, -0.9768814000000001]"
"[0.569925, -0.90201, -0.7267986]"
"[0.45470999999999995, -0.8464649999999999, -0.5218003999999999]"
"[0.36185999999999996, -0.76662, -0.35557059999999996]"
"[0.81459, -0.8610900000000001, -1.8414021999999997]"
"[0.698985, -0.997605, -1.5042236]"
"[0.5786399999999999, -1.0416299999999998, -1.1709896]"
"[0.466515, -1.0171949999999998, -0.8684896]"
"[0.3705749999999999, -0.9429150000000001, -0.61468]"
"[0.29098499999999994, -0.8445299999999998, -0.41810339999999996]"
"[0.57174, -0.9566099999999998, -2.1056904]"
"[0.48565499999999995, -1.100385, -1.7147877999999999]"
"[0.398775, -1.1437049999999997, -1.3217556]"
"[0.31963500000000006, -1.105425, -0.9779704]"
"[0.24850500000000003, -1.0176749999999999, -0.6900872]"
"[0.19497, -0.9039, -0.46691479999999996]"
"[0.25217999999999996, -1.011345, -2.2743885999999995]"
"[0.21189000000000002, -1.1615849999999999, -1.8436769999999996]"
"[0.17090999999999998, -1.20207, -1.4215080000000002]"
"[0.13593000000000002, -1.1575799999999996, -1.0427054]"
"[0.10747500000000001, -1.0610099999999998, -0.7366964]"
"[0.081675, -0.9400049999999999, -0.4966565999999999]"
"[-0.106275, -1.0187549999999999, -2.3033076]"
"[-0.09231, -1.1693249999999997, -1.8695710000000003]"
"[-0.07776, -1.2076649999999998, -1.4394644]"
"[-0.06444, -1.1636249999999997, -1.0563542]"
"[-0.050835, -1.0674149999999996, -0.7443193999999999]"
"[-0.038535, -0.9440999999999999, -0.5020048]"
