"Sensor 6 Average (x, y, z)"
"[1.182675, 0.42069, -1.3706638]"
"[1.247445, 0.17469, -1.471602]"
"[1.2567300000000001, -0.094275, -1.486001]"
"[1.212195, -0.35524500000000003, -1.4196688000000002]"
"[1.1194199999999999, -0.5717399999999999, -1.2788247999999998]"
"[0.9931049999999999, -0.72108, -1.0873544000000002]"
"[1.13049, 0.507075, -1.7616632]"
"[1.19529, 0.21236999999999995, -1.8908186000000002]"
"[1.203825, -0.11388, -1.9092832]"
"[1.1566649999999998, -0.42478499999999997, -1.8152662]"
"[1.0584749999999996, -0.68142, -1.6234327999999998]"
"[0.9317849999999999, -0.857445, -1.3751649999999997]"
"[0.966, 0.59619, -2.1423533999999997]"
"[1.0221299999999998, 0.2544, -2.3102046]"
"[1.0306799999999998, -0.12686999999999998, -2.3367036]"
"[0.98664, -0.48961499999999997, -2.2149292]"
"[0.896895, -0.78684, -1.9730501999999999]"
"[0.7801499999999999, -0.98307, -1.6585228]"
"[0.6864600000000001, 0.6708599999999999, -2.461382]"
"[0.7303199999999999, 0.28983, -2.6634036]"
"[0.7314149999999999, -0.137235, -2.6950814]"
"[0.6968099999999999, -0.5433600000000001, -2.5459852]"
"[0.6291450000000001, -0.8706900000000001, -2.26028]"
"[0.5447850000000001, -1.0845, -1.8919075999999997]"
"[0.3105, 0.7205099999999999, -2.6658962]"
"[0.32829, 0.313845, -2.8834541999999996]"
"[0.327825, -0.139845, -2.9176488]"
"[0.30948000000000003, -0.5727749999999999, -2.7598405999999995]"
"[0.275835, -0.9188249999999999, -2.4406183999999995]"
"[0.23579999999999995, -1.14315, -2.0350748]"
"[-0.10717499999999999, 0.7317899999999999, -2.6972594]"
"[-0.12068999999999999, 0.326475, -2.921666]"
"[-0.12354, -0.13341, -2.954336]"
"[-0.12636, -0.5703, -2.7939868]"
"[-0.11883, -0.9184350000000001, -2.470941]"
"[-0.10527, -1.1463300000000003, -2.0616948]"
