"Sensor 8 Average (x, y, z)"
"[-1.1966099999999997, 0.47821499999999995, -1.5733145999999998]"
"[-1.265685, 0.208425, -1.6785604]"
"[-1.27812, -0.09043499999999999, -1.6899827999999997]"
"[-1.229355, -0.373575, -1.5954091999999997]"
"[-1.1312250000000001, -0.60675, -1.4242667999999998]"
"[-1.0010700000000001, -0.76785, -1.1962785999999996]"
"[-1.198725, 0.39159, -1.1860904]"
"[-1.258785, 0.17010000000000003, -1.2628528]"
"[-1.2679049999999998, -0.07018499999999998, -1.2720246]"
"[-1.2226500000000002, -0.29751, -1.2036112]"
"[-1.1330699999999998, -0.4911749999999999, -1.0754479999999997]"
"[-1.00992, -0.6249600000000001, -0.9133564000000001]"
"[-1.1272949999999997, 0.31152, -0.8562444]"
"[-1.1791049999999998, 0.13929000000000002, -0.9090971999999999]"
"[-1.18509, -0.04958999999999999, -0.9141549999999999]"
"[-1.1469599999999995, -0.23116499999999998, -0.8651742]"
"[-1.0691700000000002, -0.384375, -0.7795787999999999]"
"[-0.960735, -0.49790999999999996, -0.6625960000000001]"
"[-1.017645, 0.24691500000000002, -0.5874792]"
"[-1.057545, 0.10969499999999996, -0.6252553999999999]"
"[-1.06581, -0.03479999999999999, -0.6295145999999999]"
"[-1.0332599999999998, -0.17615999999999998, -0.5985628]"
"[-0.9695699999999999, -0.29697, -0.5368044000000001]"
"[-0.877755, -0.3903, -0.45895300000000006]"
"[-0.8932349999999999, 0.19290000000000004, -0.38589320000000005]"
"[-0.92586, 0.08766000000000002, -0.4114242000000001]"
"[-0.9296399999999999, -0.025979999999999982, -0.413215]"
"[-0.90576, -0.13212, -0.39433899999999994]"
"[-0.8525399999999999, -0.22796999999999998, -0.3516744]"
"[-0.7820699999999999, -0.30139499999999997, -0.30032200000000003]"
"[-0.76743, 0.14880000000000002, -0.24233880000000002]"
"[-0.7939649999999999, 0.07158, -0.255189]"
"[-0.79704, -0.013814999999999994, -0.25840759999999996]"
"[-0.77808, -0.09841499999999999, -0.24500080000000002]"
"[-0.7369950000000001, -0.17395499999999997, -0.21881640000000002]"
"[-0.68004, -0.23027999999999998, -0.1824438]"
