"Sensor 9 Average (x, y, z)"
"[0.49973999999999996, 0.3354750000000001, -0.1003332]"
"[0.576885, 0.32482500000000003, -0.13960979999999995]"
"[0.653925, 0.294705, -0.18471859999999996]"
"[0.7253249999999999, 0.24855000000000005, -0.22999679999999995]"
"[0.78441, 0.18363000000000002, -0.26484480000000005]"
"[0.8253299999999999, 0.10276500000000001, -0.2909566]"
"[0.55218, 0.418335, -0.16920639999999998]"
"[0.64518, 0.40781999999999996, -0.22779459999999999]"
"[0.7392299999999999, 0.37426499999999996, -0.2899644]"
"[0.828585, 0.318975, -0.35651439999999995]"
"[0.9016949999999999, 0.23584499999999997, -0.4077216]"
"[0.9522599999999999, 0.134625, -0.4447718]"
"[0.5961299999999999, 0.5121749999999999, -0.2493084]"
"[0.706185, 0.5091150000000001, -0.336017]"
"[0.8189249999999999, 0.476295, -0.43380919999999995]"
"[0.9245999999999999, 0.40791, -0.524898]"
"[1.0182600000000002, 0.30661499999999997, -0.6038384000000001]"
"[1.0808250000000001, 0.173325, -0.6616521999999999]"
"[0.6213299999999998, 0.626325, -0.3518922]"
"[0.7480650000000001, 0.62655, -0.4751428]"
"[0.8791799999999999, 0.59205, -0.6092107999999999]"
"[1.0058250000000002, 0.51549, -0.740157]"
"[1.11285, 0.39043500000000003, -0.8579384000000001]"
"[1.1911500000000002, 0.225315, -0.9409444]"
"[0.62502, 0.7486949999999999, -0.4687056]"
"[0.7602749999999999, 0.7619400000000001, -0.6357098]"
"[0.903495, 0.7317450000000001, -0.8141847999999999]"
"[1.0437600000000002, 0.6413700000000001, -1.0011781999999998]"
"[1.16709, 0.491355, -1.1680856]"
"[1.2561, 0.28692, -1.2855523999999998]"
"[0.5909249999999999, 0.8768549999999999, -0.5996034]"
"[0.726, 0.90474, -0.8114018]"
"[0.872865, 0.875625, -1.0538374000000001]"
"[1.019085, 0.7817099999999999, -1.3007984000000001]"
"[1.1517, 0.6035699999999999, -1.5231480000000004]"
"[1.241535, 0.354855, -1.6888454]"
