"Sensor 16 Average (x, y, z)"
"[-0.206535, 0.51627, -0.0584188]"
"[-0.26104499999999997, 0.598305, -0.11983839999999998]"
"[-0.33534, 0.68784, -0.210419]"
"[-0.42566999999999994, 0.7730100000000001, -0.3309108]"
"[-0.53766, 0.8470799999999999, -0.4859118]"
"[-0.66945, 0.8947350000000001, -0.6797054000000001]"
"[-0.22835999999999995, 0.46418999999999994, -0.0325248]"
"[-0.287325, 0.534855, -0.08290920000000002]"
"[-0.36141, 0.60507, -0.1571064]"
"[-0.45547499999999996, 0.671685, -0.2496956]"
"[-0.5643900000000001, 0.725115, -0.37355119999999997]"
"[-0.6941099999999999, 0.75264, -0.5219698]"
"[-0.23972999999999994, 0.41123999999999994, -0.009946199999999995]"
"[-0.29887499999999995, 0.4665749999999999, -0.0513766]"
"[-0.37061999999999995, 0.5214000000000001, -0.1073028]"
"[-0.45738, 0.570495, -0.17799099999999998]"
"[-0.55995, 0.6066750000000001, -0.2690314]"
"[-0.6795599999999999, 0.624075, -0.3773748]"
"[-0.24145499999999998, 0.359805, 0.005154599999999995]"
"[-0.29786999999999997, 0.40047, -0.023595000000000012]"
"[-0.3634049999999999, 0.44424, -0.06330720000000001]"
"[-0.44288999999999995, 0.47695499999999996, -0.11555499999999999]"
"[-0.5348849999999999, 0.50139, -0.18166939999999998]"
"[-0.637965, 0.50634, -0.25756060000000003]"
"[-0.23667, 0.308955, 0.023716]"
"[-0.28728, 0.34220999999999996, 0.001548799999999996]"
"[-0.34602, 0.3720749999999999, -0.027079800000000008]"
"[-0.41651999999999995, 0.39538500000000004, -0.06475919999999999]"
"[-0.49445999999999984, 0.40908, -0.10940819999999998]"
"[-0.5812200000000001, 0.40758, -0.16017979999999998]"
"[-0.22415999999999997, 0.26383500000000004, 0.0354046]"
"[-0.26988, 0.28703999999999996, 0.0206184]"
"[-0.32175000000000004, 0.30948, 0.001645599999999997]"
"[-0.38187000000000004, 0.324855, -0.022796399999999988]"
"[-0.44706, 0.33397499999999997, -0.05592619999999999]"
"[-0.517185, 0.32751, -0.08970939999999997]"
