"Sensor 14 Average (x, y, z)"
"[0.21778499999999998, 0.49062, -0.056628]"
"[0.27574499999999996, 0.5668949999999999, -0.11976579999999996]"
"[0.3527849999999999, 0.6471149999999999, -0.20494980000000002]"
"[0.4472400000000001, 0.72381, -0.318956]"
"[0.5605049999999999, 0.7924950000000001, -0.470811]"
"[0.69222, 0.8346299999999999, -0.6543196]"
"[0.18873000000000004, 0.540465, -0.07869839999999999]"
"[0.241575, 0.6287849999999999, -0.1546864]"
"[0.3123149999999999, 0.72558, -0.257004]"
"[0.39981, 0.8212349999999998, -0.39663800000000005]"
"[0.5065499999999998, 0.90651, -0.57838]"
"[0.63468, 0.9663449999999997, -0.8130231999999998]"
"[0.14706000000000002, 0.5820299999999999, -0.0989538]"
"[0.19246500000000002, 0.683445, -0.18074980000000002]"
"[0.24978000000000003, 0.7940849999999999, -0.305283]"
"[0.32406, 0.9081149999999999, -0.46725359999999994]"
"[0.41240999999999994, 1.01289, -0.688006]"
"[0.52107, 1.0905300000000002, -0.9665480000000001]"
"[0.09898499999999998, 0.61386, -0.11395780000000001]"
"[0.129135, 0.7235999999999999, -0.20724879999999996]"
"[0.17047500000000002, 0.8454449999999999, -0.3382918]"
"[0.21972, 0.9738899999999998, -0.5213406]"
"[0.283125, 1.09677, -0.7694390000000001]"
"[0.35990999999999995, 1.18548, -1.0850069999999996]"
"[0.041010000000000005, 0.62763, -0.12119359999999994]"
"[0.05616, 0.744735, -0.22072819999999999]"
"[0.07549499999999999, 0.8748149999999999, -0.3591038]"
"[0.09706500000000003, 1.0107, -0.5548334]"
"[0.12501, 1.1406, -0.8164595999999998]"
"[0.15442500000000003, 1.241205, -1.1538802000000001]"
"[-0.014654999999999998, 0.6315899999999999, -0.11761199999999998]"
"[-0.01917, 0.74907, -0.21900999999999998]"
"[-0.023549999999999995, 0.8778750000000001, -0.36186260000000003]"
"[-0.03427499999999999, 1.015725, -0.554059]"
"[-0.04631999999999999, 1.1433299999999997, -0.8186376000000001]"
"[-0.061244999999999994, 1.245465, -1.1593978]"
