"Sensor 1 Average (x, y, z)"
"[0.69825, -0.212955, -0.22358380000000003]"
"[0.639945, -0.263265, -0.185251]"
"[0.5728949999999999, -0.29697, -0.1446918]"
"[0.504105, -0.31330499999999994, -0.1047134]"
"[0.434145, -0.31593000000000004, -0.064977]"
"[0.369885, -0.30951, -0.0314116]"
"[0.8011949999999999, -0.27482999999999996, -0.3460116]"
"[0.72525, -0.33432000000000006, -0.2902063999999999]"
"[0.6412800000000001, -0.37071, -0.23176339999999998]"
"[0.5579699999999999, -0.388035, -0.171699]"
"[0.4749900000000001, -0.38737499999999997, -0.1158454]"
"[0.3995849999999999, -0.37146, -0.07061559999999999]"
"[0.8974799999999998, -0.34974000000000005, -0.5159198000000002]"
"[0.8070300000000001, -0.421635, -0.4313892]"
"[0.7066649999999999, -0.46443, -0.34463219999999994]"
"[0.60324, -0.48011999999999994, -0.2601016]"
"[0.5077499999999999, -0.46947000000000005, -0.182105]"
"[0.421965, -0.4467000000000001, -0.11671659999999996]"
"[0.9779399999999998, -0.43953, -0.7345184]"
"[0.86961, -0.5251049999999999, -0.6133489999999999]"
"[0.750195, -0.5747249999999999, -0.4878478]"
"[0.6326699999999998, -0.58452, -0.3666542]"
"[0.5249549999999998, -0.5660700000000001, -0.2629572]"
"[0.42996, -0.5314949999999999, -0.17298159999999999]"
"[1.019235, -0.54732, -1.0002102]"
"[0.8945099999999999, -0.6471450000000001, -0.8294307999999998]"
"[0.7654049999999999, -0.6978900000000001, -0.6571026]"
"[0.6386099999999999, -0.70053, -0.4967291999999999]"
"[0.5217, -0.671175, -0.35423960000000004]"
"[0.41977499999999995, -0.619335, -0.23609519999999998]"
"[1.0050000000000001, -0.666105, -1.3029279999999999]"
"[0.8705699999999998, -0.781695, -1.0788601999999998]"
"[0.7362899999999999, -0.830955, -0.8463466000000002]"
"[0.603915, -0.8265150000000001, -0.6356614000000002]"
"[0.4868249999999999, -0.7810950000000001, -0.4546212]"
"[0.38705999999999996, -0.7118850000000001, -0.30593639999999994]"
