Position
4.0,0.0,0.0
Magentizations
([6.75, -6.75, 0.0],[2.25, -6.75, 0.0],[-2.25, -6.75, 0.0],[-6.75, -6.75, 0.0],[6.75, -2.25, 0.0],[2.25, -2.25, 0.0],[-2.25, -2.25, 0.0],[-6.75, -2.25, 0.0],[6.75, 2.25, 0.0],[2.25, 2.25, 0.0],[-2.25, 2.25, 0.0],[-6.75, 2.25, 0.0],[6.75, 6.75, 0.0],[2.25, 6.75, 0.0],[-2.25, 6.75, 0.0],[-6.75, 6.75, 0.0]), ((-0.7193999999999999, 3.2589, 1.6083319999999999),(0.8469, 3.0126, 1.58026),(1.464, 1.8983999999999999, 0.6795359999999999),(1.1142, 0.9003, 0.080344),(-1.6251, 3.6726, 5.834135999999999),(2.1182999999999996, 3.3159, 5.305608),(3.0182999999999995, 1.83, 2.215268),(1.872, 0.7542, 0.47674),(-2.1407999999999996, -0.6, 8.831064),(2.9505, -0.42419999999999997, 7.7773959999999995),(3.6531, -0.1245, 2.998864),(2.1495, 0.007199999999999999, 0.686312),(-1.3862999999999999, -3.5259, 4.834675999999999),(1.779, -3.3174, 4.571864),(2.5862999999999996, -1.7333999999999998, 1.9606839999999999),(1.728, -0.6551999999999999, 0.4961))
([6.75, -6.75, 0.0],[2.25, -6.75, 0.0],[-2.25, -6.75, 0.0],[-6.75, -6.75, 0.0],[6.75, -2.25, 0.0],[2.25, -2.25, 0.0],[-2.25, -2.25, 0.0],[-6.75, -2.25, 0.0],[6.75, 2.25, 0.0],[2.25, 2.25, 0.0],[-2.25, 2.25, 0.0],[-6.75, 2.25, 0.0],[6.75, 6.75, 0.0],[2.25, 6.75, 0.0],[-2.25, 6.75, 0.0],[-6.75, 6.75, 0.0]), ((-0.717, 3.2598, 1.604944),(0.8472, 3.0132, 1.582196),(1.4625, 1.8978, 0.6824399999999999),(1.1123999999999998, 0.8987999999999999, 0.079376),(-1.6251, 3.6717, 5.834135999999999),(2.1207, 3.3162, 5.306092),(3.0176999999999996, 1.8278999999999999, 2.215268),(1.8728999999999998, 0.7533, 0.47480399999999995),(-2.1401999999999997, -0.6018, 8.829128),(2.9532, -0.42419999999999997, 7.77788),(3.6519, -0.1245, 2.9974119999999997),(2.1468, 0.0050999999999999995, 0.686312),(-1.3845, -3.5252999999999997, 4.83516),(1.7826, -3.315, 4.567992),(2.5881, -1.7355, 1.9597159999999998),(1.7277, -0.6594, 0.498036))
([6.75, -6.75, 0.0],[2.25, -6.75, 0.0],[-2.25, -6.75, 0.0],[-6.75, -6.75, 0.0],[6.75, -2.25, 0.0],[2.25, -2.25, 0.0],[-2.25, -2.25, 0.0],[-6.75, -2.25, 0.0],[6.75, 2.25, 0.0],[2.25, 2.25, 0.0],[-2.25, 2.25, 0.0],[-6.75, 2.25, 0.0],[6.75, 6.75, 0.0],[2.25, 6.75, 0.0],[-2.25, 6.75, 0.0],[-6.75, 6.75, 0.0]), ((-0.7172999999999999, 3.2595, 1.6093),(0.8475, 3.012, 1.580744),(1.4622, 1.8968999999999998, 0.6838919999999999),(1.1118, 0.9, 0.079376),(-1.6242, 3.672, 5.832199999999999),(2.1212999999999997, 3.3144, 5.306092),(3.0191999999999997, 1.83, 2.215268),(1.8711, 0.7526999999999999, 0.475772),(-2.139, -0.6009, 8.830096),(2.9529, -0.42419999999999997, 7.7803),(3.651, -0.12419999999999999, 2.99596),(2.1468, 0.0039, 0.686796),(-1.3833, -3.5252999999999997, 4.839516),(1.7823, -3.3135, 4.569444),(2.5869, -1.7348999999999999, 1.9606839999999999),(1.7262, -0.6567, 0.495616))
([6.75, -6.75, 0.0],[2.25, -6.75, 0.0],[-2.25, -6.75, 0.0],[-6.75, -6.75, 0.0],[6.75, -2.25, 0.0],[2.25, -2.25, 0.0],[-2.25, -2.25, 0.0],[-6.75, -2.25, 0.0],[6.75, 2.25, 0.0],[2.25, 2.25, 0.0],[-2.25, 2.25, 0.0],[-6.75, 2.25, 0.0],[6.75, 6.75, 0.0],[2.25, 6.75, 0.0],[-2.25, 6.75, 0.0],[-6.75, 6.75, 0.0]), ((-0.7166999999999999, 3.2598, 1.6083319999999999),(0.8478, 3.0101999999999998, 1.581228),(1.4630999999999998, 1.8978, 0.682924),(1.1142, 0.9, 0.079376),(-1.6239, 3.6717, 5.833652),(2.1197999999999997, 3.315, 5.306092),(3.0174000000000003, 1.8297, 2.213332),(1.8701999999999999, 0.753, 0.475772),(-2.1372, -0.6018, 8.831548),(2.9544, -0.42269999999999996, 7.774492),(3.6501, -0.12329999999999999, 2.99596),(2.1465, 0.0050999999999999995, 0.685828),(-1.3836, -3.5265, 4.835644),(1.7826, -3.3135, 4.5684759999999995),(2.5856999999999997, -1.7355, 1.95778),(1.7277, -0.657, 0.4961))
([6.75, -6.75, 0.0],[2.25, -6.75, 0.0],[-2.25, -6.75, 0.0],[-6.75, -6.75, 0.0],[6.75, -2.25, 0.0],[2.25, -2.25, 0.0],[-2.25, -2.25, 0.0],[-6.75, -2.25, 0.0],[6.75, 2.25, 0.0],[2.25, 2.25, 0.0],[-2.25, 2.25, 0.0],[-6.75, 2.25, 0.0],[6.75, 6.75, 0.0],[2.25, 6.75, 0.0],[-2.25, 6.75, 0.0],[-6.75, 6.75, 0.0]), ((-0.7179, 3.261, 1.610268),(0.849, 3.0111, 1.580744),(1.4618999999999998, 1.8978, 0.680504),(1.1108999999999998, 0.9008999999999999, 0.078408),(-1.6227, 3.6735, 5.836072),(2.121, 3.3141, 5.305124),(3.0174000000000003, 1.8285, 2.212364),(1.8693, 0.7524, 0.475288),(-2.1357, -0.6009, 8.836388),(2.9553, -0.4233, 7.776428),(3.6495, -0.12329999999999999, 2.995476),(2.1462, 0.0069, 0.686796),(-1.3818, -3.5244, 4.838064),(1.7838, -3.3129, 4.567992),(2.5847999999999995, -1.7343, 1.9597159999999998),(1.7265, -0.6564, 0.49368))
([6.75, -6.75, 0.0],[2.25, -6.75, 0.0],[-2.25, -6.75, 0.0],[-6.75, -6.75, 0.0],[6.75, -2.25, 0.0],[2.25, -2.25, 0.0],[-2.25, -2.25, 0.0],[-6.75, -2.25, 0.0],[6.75, 2.25, 0.0],[2.25, 2.25, 0.0],[-2.25, 2.25, 0.0],[-6.75, 2.25, 0.0],[6.75, 6.75, 0.0],[2.25, 6.75, 0.0],[-2.25, 6.75, 0.0],[-6.75, 6.75, 0.0]), ((-0.717, 3.2604, 1.6097839999999999),(0.8478, 3.0107999999999997, 1.581228),(1.4618999999999998, 1.8975, 0.6824399999999999),(1.1123999999999998, 0.8985, 0.078408),(-1.6220999999999999, 3.6737999999999995, 5.836072),(2.1219, 3.3131999999999997, 5.301736),(3.0182999999999995, 1.8291, 2.2142999999999997),(1.8714, 0.7526999999999999, 0.475288),(-2.1357, -0.6003, 8.833),(2.9532, -0.4233, 7.774492),(3.6504000000000003, -0.1239, 2.994024),(2.1468, 0.0066, 0.6838919999999999),(-1.3818, -3.525, 4.8361279999999995),(1.782, -3.3146999999999998, 4.567023999999999),(2.5856999999999997, -1.7328, 1.9587480000000002),(1.7255999999999998, -0.6581999999999999, 0.496584))
([6.75, -6.75, 0.0],[2.25, -6.75, 0.0],[-2.25, -6.75, 0.0],[-6.75, -6.75, 0.0],[6.75, -2.25, 0.0],[2.25, -2.25, 0.0],[-2.25, -2.25, 0.0],[-6.75, -2.25, 0.0],[6.75, 2.25, 0.0],[2.25, 2.25, 0.0],[-2.25, 2.25, 0.0],[-6.75, 2.25, 0.0],[6.75, 6.75, 0.0],[2.25, 6.75, 0.0],[-2.25, 6.75, 0.0],[-6.75, 6.75, 0.0]), ((-0.7152, 3.2607, 1.610268),(0.8469, 3.0101999999999998, 1.58026),(1.4618999999999998, 1.8971999999999998, 0.681956),(1.1120999999999999, 0.9011999999999999, 0.076472),(-1.62, 3.6737999999999995, 5.836072),(2.1219, 3.3137999999999996, 5.30222),(3.0171, 1.8291, 2.212364),(1.8714, 0.753, 0.475772),(-2.1372, -0.5991000000000001, 8.832032),(2.9562, -0.4218, 7.775943999999999),(3.6489000000000003, -0.12419999999999999, 2.994992),(2.1452999999999998, 0.0048, 0.686796),(-1.3808999999999998, -3.5259, 4.83758),(1.7841, -3.312, 4.563636),(2.5866, -1.7325, 1.958264),(1.7283, -0.6561, 0.4961))
([6.75, -6.75, 0.0],[2.25, -6.75, 0.0],[-2.25, -6.75, 0.0],[-6.75, -6.75, 0.0],[6.75, -2.25, 0.0],[2.25, -2.25, 0.0],[-2.25, -2.25, 0.0],[-6.75, -2.25, 0.0],[6.75, 2.25, 0.0],[2.25, 2.25, 0.0],[-2.25, 2.25, 0.0],[-6.75, 2.25, 0.0],[6.75, 6.75, 0.0],[2.25, 6.75, 0.0],[-2.25, 6.75, 0.0],[-6.75, 6.75, 0.0]), ((-0.7161000000000001, 3.2622, 1.608816),(0.8483999999999999, 3.0101999999999998, 1.5783239999999998),(1.4613, 1.8975, 0.681472),(1.1133, 0.8996999999999999, 0.07986),(-1.6202999999999999, 3.6740999999999997, 5.835104),(2.1237, 3.3099000000000003, 5.301736),(3.0176999999999996, 1.8260999999999998, 2.20946),(1.8693, 0.7515, 0.475772),(-2.1354, -0.6006, 8.831064),(2.9565, -0.4233, 7.7720720000000005),(3.6506999999999996, -0.12419999999999999, 2.994024),(2.1471, 0.0050999999999999995, 0.685828),(-1.3797000000000001, -3.5256, 4.838547999999999),(1.7843999999999998, -3.3141, 4.56412),(2.586, -1.734, 1.9592319999999999),(1.7255999999999998, -0.6551999999999999, 0.496584))
([6.75, -6.75, 0.0],[2.25, -6.75, 0.0],[-2.25, -6.75, 0.0],[-6.75, -6.75, 0.0],[6.75, -2.25, 0.0],[2.25, -2.25, 0.0],[-2.25, -2.25, 0.0],[-6.75, -2.25, 0.0],[6.75, 2.25, 0.0],[2.25, 2.25, 0.0],[-2.25, 2.25, 0.0],[-6.75, 2.25, 0.0],[6.75, 6.75, 0.0],[2.25, 6.75, 0.0],[-2.25, 6.75, 0.0],[-6.75, 6.75, 0.0]), ((-0.7163999999999999, 3.2592, 1.6083319999999999),(0.8492999999999999, 3.0096, 1.581228),(1.4630999999999998, 1.8965999999999998, 0.681472),(1.1105999999999998, 0.8994, 0.07889199999999999),(-1.6202999999999999, 3.675, 5.8355879999999996),(2.1237, 3.3122999999999996, 5.300768),(3.015, 1.8276, 2.212364),(1.8665999999999998, 0.7515, 0.473352),(-2.1336, -0.5996999999999999, 8.830096),(2.9577, -0.4224, 7.77304),(3.6506999999999996, -0.12359999999999999, 2.992572),(2.1441, 0.0066, 0.6838919999999999),(-1.3808999999999998, -3.5262, 4.839516),(1.7847, -3.3114, 4.564604),(2.5850999999999997, -1.7325, 1.9558440000000001),(1.7255999999999998, -0.6557999999999999, 0.497068))
([6.75, -6.75, 0.0],[2.25, -6.75, 0.0],[-2.25, -6.75, 0.0],[-6.75, -6.75, 0.0],[6.75, -2.25, 0.0],[2.25, -2.25, 0.0],[-2.25, -2.25, 0.0],[-6.75, -2.25, 0.0],[6.75, 2.25, 0.0],[2.25, 2.25, 0.0],[-2.25, 2.25, 0.0],[-6.75, 2.25, 0.0],[6.75, 6.75, 0.0],[2.25, 6.75, 0.0],[-2.25, 6.75, 0.0],[-6.75, 6.75, 0.0]), ((-0.7158, 3.2601, 1.6083319999999999),(0.8483999999999999, 3.0117, 1.582196),(1.4625, 1.8956999999999997, 0.68002),(1.1123999999999998, 0.8996999999999999, 0.077924),(-1.6185, 3.6732, 5.83704),(2.124, 3.312, 5.298831999999999),(3.0189, 1.8294, 2.210428),(1.8699, 0.7524, 0.472868),(-2.1327, -0.5996999999999999, 8.834451999999999),(2.9553, -0.42269999999999996, 7.766748),(3.6477, -0.1245, 2.992572),(2.1456, 0.0075, 0.684376),(-1.3797000000000001, -3.5274, 4.840483999999999),(1.7847, -3.3114, 4.566056),(2.5871999999999997, -1.7322, 1.954876),(1.7265, -0.6551999999999999, 0.494164))
