values,,Magnetometer,Magnetometer,Magnetometer
axis,,x,y,z
Sensor,Sample,,,
0,0,0.06450605949320602,0.06131717468478394,-0.0013465540457828376
0,1,0.06450605949320602,0.06131717468478394,-0.0013465540457828376
0,2,0.0643101970865467,0.06110907087770841,-0.0007956910270534949
0,3,0.06408985187905496,0.06147019218998654,-0.0017015546578528582
0,4,0.06408985187905496,0.06147019218998654,-0.0017015546578528582
0,5,0.0641571795813441,0.06116415717958135,-0.0008446566287183254
0,6,0.06435304198800343,0.06130493328436774,-0.0011751744399559308
0,7,0.06435304198800343,0.06130493328436774,-0.0011751744399559308
0,8,0.06421838658342514,0.06130493328436774,-0.001371036846615253
0,9,0.06434080058758722,0.06148855429061084,-0.0013404333455747338
0,10,0.06430407638633859,0.0614028644876974,-0.0012180193414126576
0,11,0.06430407638633859,0.0614028644876974,-0.0012180193414126576
0,12,0.06432243848696291,0.061194760680621865,-0.001199657240788346
0,13,0.06436528338841964,0.06134777818582445,-0.000985432733504713
0,14,0.06436528338841964,0.06134777818582445,-0.000985432733504713
0,15,0.0644570938915412,0.0612559676827029,-0.0010527604357938548
0,16,0.06424286938425756,0.06112131227812462,-0.0011200881380829968
0,17,0.06424286938425756,0.06112131227812462,-0.0011200881380829968
0,18,0.06456114579507896,0.06126208838291101,-0.001487330150569225
0,19,0.06453054229403844,0.061311053984575835,-0.0011262088382911005
0,20,0.06453054229403844,0.061311053984575835,-0.0011262088382911005
0,21,0.06442036969029256,0.061341657485616354,-0.0009303464316317787
0,22,0.06429183498592239,0.06146407148977843,-0.0017382788591014814
0,23,0.06429183498592239,0.06146407148977843,-0.0017382788591014814
0,24,0.06433467988737912,0.06131717468478394,-0.0009303464316317787
0,25,0.06436528338841964,0.06147631289019464,-0.0017321581588933773
0,26,0.06436528338841964,0.06147631289019464,-0.0017321581588933773
0,27,0.06429183498592239,0.06134777818582445,-0.0011812951401640349
0,28,0.06427347288529808,0.06131717468478394,-0.0014138817480719794
0,29,0.06427347288529808,0.06131717468478394,-0.0014138817480719794
0,30,0.06425511078467376,0.061268209083119106,-0.0011323295384992043
0,31,0.06432243848696291,0.06130493328436774,-0.0010711225364181663
0,32,0.06464071489778431,0.061353898886032564,-0.0010343983351695433
0,33,0.06464071489778431,0.061353898886032564,-0.0010343983351695433
0,34,0.06435916268821154,0.06118863998041376,-0.0013281919451585261
0,35,0.06423674868404947,0.061207002081038075,-0.0013037091443261109
0,36,0.06423674868404947,0.061207002081038075,-0.0013037091443261109
0,37,0.0644632145917493,0.06118863998041376,-0.0012669849430774881
0,38,0.06434080058758722,0.06144570938915413,-0.0015791406536907822
0,39,0.06434080058758722,0.06144570938915413,-0.0015791406536907822
0,40,0.06440812828987637,0.061268209083119106,-0.0007834496266372873
