values,,Magnetometer,Magnetometer,Magnetometer
axis,,x,y,z
Sensor,Sample,,,
0,0,0.035438854204921044,0.059744154731301256,-0.003800954829232464
0,1,0.03551842330762639,0.06001346554045783,-0.003880523931937814
0,2,0.03551842330762639,0.06001346554045783,-0.0040457828375566164
0,3,0.03537764720284001,0.05965846492838781,-0.0040457828375566164
0,4,0.035622475211164156,0.059689068429428324,-0.003917248133186437
0,5,0.03550618190721018,0.059676827029012114,-0.0038315583302729835
0,6,0.03550618190721018,0.059676827029012114,-0.0038315583302729835
0,7,0.0355306647080426,0.05976863753213367,-0.0038560411311053984
0,8,0.03532256090096707,0.05970743053005264,-0.003905006732770229
0,9,0.03532256090096707,0.05970743053005264,-0.003905006732770229
0,10,0.035622475211164156,0.059511568123393324,-0.003984575835475578
0,11,0.03546333700575346,0.05970130982984453,-0.004106989839637655
0,12,0.03546333700575346,0.05970130982984453,-0.004106989839637655
0,13,0.035481699106377766,0.059670706328804016,-0.003941730934018852
0,14,0.035610233810747946,0.05965846492838781,-0.004106989839637655
0,15,0.035610233810747946,0.05965846492838781,-0.004106989839637655
0,16,0.03535316440200759,0.05966458562859591,-0.003941730934018852
0,17,0.03572040641449382,0.0598114824335904,-0.00422940384379973
0,18,0.03572040641449382,0.0598114824335904,-0.00422940384379973
0,19,0.035481699106377766,0.05970743053005264,-0.004480352552331987
0,20,0.03538988860325622,0.059817603133798504,-0.004113110539845758
0,21,0.03538988860325622,0.059817603133798504,-0.004113110539845758
0,22,0.03535928510221569,0.0599767413392092,-0.004125351940261967
0,23,0.03535316440200759,0.05975027543150937,-0.0038560411311053984
0,24,0.03577549271636675,0.05983596523442282,-0.004278369445464561
0,25,0.03577549271636675,0.05983596523442282,-0.004278369445464561
0,26,0.03545721630554535,0.05977475823234178,-0.004119231240053862
0,27,0.035438854204921044,0.059603378626514866,-0.00392336883339454
0,28,0.035438854204921044,0.059603378626514866,-0.00392336883339454
0,29,0.03545721630554535,0.05960949932672298,-0.004982249969396499
0,30,0.03546945770596156,0.05965846492838781,-0.004027420736932305
0,31,0.03546945770596156,0.05965846492838781,-0.004027420736932305
0,32,0.035653078712204675,0.05984820663483903,-0.0038131962296486716
0,33,0.03545721630554535,0.059670706328804016,-0.003800954829232464
0,34,0.03545721630554535,0.059670706328804016,-0.003800954829232464
0,35,0.03557350960949933,0.05970130982984453,-0.004211041743175419
0,36,0.035579630309707434,0.059725792630676955,-0.003911127432978332
0,37,0.035579630309707434,0.059725792630676955,-0.003911127432978332
0,38,0.03543273350471294,0.05966458562859591,-0.004247765944424042
0,39,0.03527359529930224,0.059529930224017626,-0.003984575835475578
0,40,0.03527359529930224,0.059529930224017626,-0.003984575835475578
0,41,0.035653078712204675,0.059744154731301256,-0.004143714040886278
