values,,Magnetometer,Magnetometer,Magnetometer
axis,,x,y,z
Sensor,Sample,,,
0,0,0.045538009548292326,0.05895458440445587,-0.008366997184477904
0,1,0.04550740604725181,0.059089239809034154,-0.008532256090096706
0,2,0.04550740604725181,0.059089239809034154,-0.008532256090096706
0,3,0.04559921655037336,0.058972946505080184,-0.008428204186558942
0,4,0.04536662994246542,0.059144326110907086,-0.008464928387807564
0,5,0.04536662994246542,0.059144326110907086,-0.008464928387807564
0,6,0.0455012853470437,0.058972946505080184,-0.0085200146896805
0,7,0.04526869873913576,0.05898518790549638,-0.008379238584894113
0,8,0.04526869873913576,0.05898518790549638,-0.008379238584894113
0,9,0.04559921655037336,0.05882604970008569,-0.008434324886767045
0,10,0.0455012853470437,0.059003550006120696,-0.008624066593218264
0,11,0.0455012853470437,0.059003550006120696,-0.008624066593218264
0,12,0.04570938915411923,0.05891173950299914,-0.008654670094258783
0,13,0.045452319745378875,0.0591626882115314,-0.008477169788223774
0,14,0.045452319745378875,0.0591626882115314,-0.008477169788223774
0,15,0.0455012853470437,0.05902191210674501,-0.00861794589301016
0,16,0.045452319745378875,0.05922389521361243,-0.008354755784061698
0,17,0.045452319745378875,0.05922389521361243,-0.008354755784061698
0,18,0.045427836944546454,0.05921165381319623,-0.008379238584894113
0,19,0.045525768147876115,0.059089239809034154,-0.008471049088015669
0,20,0.04559921655037336,0.058789325498837065,-0.008868894601542417
0,21,0.04559921655037336,0.058789325498837065,-0.008868894601542417
0,22,0.04537275064267352,0.05909536050924226,-0.008305790182396865
0,23,0.04556249234912474,0.059003550006120696,-0.008758721997796547
0,24,0.04556249234912474,0.059003550006120696,-0.008758721997796547
0,25,0.04553188884808422,0.059083119108826056,-0.00826294528094014
0,26,0.0453360264414249,0.058844411800710004,-0.00874648059738034
0,27,0.0453360264414249,0.058844411800710004,-0.00874648059738034
0,28,0.04536662994246542,0.05926061941486106,-0.008238462480107725
0,29,0.045409474843922146,0.059003550006120696,-0.008960705104663975
0,30,0.045409474843922146,0.059003550006120696,-0.008960705104663975
0,31,0.04537887134288163,0.05898518790549638,-0.008379238584894113
0,32,0.04564206145183009,0.058887256702166726,-0.009150446811115192
0,33,0.04564206145183009,0.058887256702166726,-0.009150446811115192
0,34,0.04554413024850043,0.0591688089117395,-0.009138205410698983
0,35,0.045256457338719545,0.05923613661402864,-0.00839147998531032
0,36,0.045256457338719545,0.05923613661402864,-0.00839147998531032
0,37,0.04548904394662749,0.058556738890929126,-0.008471049088015669
0,38,0.04540335414371404,0.05889337740237484,-0.00839147998531032
0,39,0.04540335414371404,0.05889337740237484,-0.00839147998531032
0,40,0.04531766434080059,0.058905618802791035,-0.008813808299669481
0,41,0.04557473374954095,0.05906475700820174,-0.008960705104663975
0,42,0.045293181539968176,0.059156567511323296,-0.008348635083853593
