values,,Magnetometer,Magnetometer,Magnetometer
axis,,x,y,z
Sensor,Sample,,,
0,0,0.029991431019708654,0.07695556371648916,-0.00779777206512425
0,1,0.03018117272615987,0.07686987391357572,-0.00823234177989962
0,2,0.03018117272615987,0.07706573632023503,-0.008366997184477904
0,3,0.02996082751866814,0.07706573632023503,-0.008366997184477904
0,4,0.030101603623454525,0.07691883951524055,-0.007644754559921656
0,5,0.02995470681846003,0.07705961562002693,-0.008220100379483413
0,6,0.02995470681846003,0.07705961562002693,-0.008220100379483413
0,7,0.030022034520749176,0.07688211531399192,-0.007938548169910638
0,8,0.02994858611825193,0.07691271881503245,-0.00818337617823479
0,9,0.02994858611825193,0.07691271881503245,-0.00818337617823479
0,10,0.030015913820541067,0.07698004651732157,-0.00845880768759946
0,11,0.030040396621373484,0.07710246052148366,-0.00784673766678908
0,12,0.030040396621373484,0.07710246052148366,-0.00784673766678908
0,13,0.02994858611825193,0.07691883951524055,-0.007877341167829599
0,14,0.029985310319500552,0.07700452931815399,-0.007858979067205289
0,15,0.029985310319500552,0.07700452931815399,-0.007858979067205289
0,16,0.030217896927408495,0.07662504590525157,-0.007993634471783572
0,17,0.030022034520749176,0.0768392704125352,-0.007865099767413392
0,18,0.030022034520749176,0.0768392704125352,-0.007865099767413392
0,19,0.03008936222303831,0.07696780511690537,-0.008011996572407884
0,20,0.030113845023870732,0.07688823601420003,-0.00808544497490513
0,21,0.030113845023870732,0.07688823601420003,-0.00808544497490513
0,22,0.029966948218876237,0.07674133920920553,-0.007730444362835108
0,23,0.03014444852491125,0.07675970130982984,-0.007816134165748561
0,24,0.02996082751866814,0.07686375321336761,-0.008177255478026686
0,25,0.02996082751866814,0.07686375321336761,-0.008177255478026686
0,26,0.02995470681846003,0.07693720161586486,-0.008428204186558942
0,27,0.030126086424286942,0.07682702901211899,-0.008024237972824092
0,28,0.030126086424286942,0.07682702901211899,-0.008024237972824092
0,29,0.030107724323662627,0.07698616721752968,-0.007871220467621495
0,30,0.029764965112008813,0.07697392581711347,-0.007877341167829599
0,31,0.029764965112008813,0.07697392581711347,-0.007877341167829599
0,32,0.02988737911617089,0.07705961562002693,-0.0077182029624189
0,33,0.03009548292324642,0.07677194271024605,-0.008171134777818582
0,34,0.03009548292324642,0.07677194271024605,-0.008171134777818582
0,35,0.029856775615130372,0.07709633982127555,-0.008097686375321336
0,36,0.029985310319500552,0.07686987391357572,-0.00808544497490513
0,37,0.029985310319500552,0.07686987391357572,-0.00808544497490513
0,38,0.03024237972824091,0.07691883951524055,-0.00845880768759946
0,39,0.02994858611825193,0.07722487452564573,-0.007932427469702534
0,40,0.02994858611825193,0.07722487452564573,-0.007932427469702534
0,41,0.030334190231362468,0.07702901211898641,-0.008036479373240299
0,42,0.03017505202595177,0.07694944301628107,-0.008128289876361857
