values,,Magnetometer,Magnetometer,Magnetometer
axis,,x,y,z
Sensor,Sample,,,
0,0,0.06126208838291101,0.057663116660545966,0.0023013832782470315
0,1,0.06126208838291101,0.057663116660545966,0.0023013832782470315
0,2,0.06151915779165137,0.05754070265638389,0.0009303464316317787
0,3,0.06145795078957032,0.05743665075284613,0.0019280205655526992
0,4,0.06145795078957032,0.05743665075284613,0.0019280205655526992
0,5,0.061513037091443255,0.05744277145305423,0.002160607173460644
0,6,0.0615803647937324,0.05757130615742441,0.002472762884073938
0,7,0.0615803647937324,0.05757130615742441,0.002472762884073938
0,8,0.0615803647937324,0.05754070265638389,0.002356469580119966
0,9,0.06178846860080793,0.05747337495409475,0.0019157791651364918
0,10,0.06178846860080793,0.05747337495409475,0.0019157791651364918
0,11,0.06148855429061084,0.05714897784306525,0.0022279348757497856
0,12,0.06150691639123516,0.05737544375076509,0.0017872444607663115
0,13,0.06150691639123516,0.05737544375076509,0.0017872444607663115
0,14,0.06150691639123516,0.057424409352429914,0.002038193169298568
0,15,0.06153751989227567,0.0572346676459787,0.0023381074794956544
0,16,0.06153751989227567,0.0572346676459787,0.0023381074794956544
0,17,0.06139674378748929,0.05711837434202473,0.0023258660790794468
0,18,0.0617456236993512,0.05710001224140041,0.0022279348757497856
0,19,0.0617456236993512,0.05710001224140041,0.0022279348757497856
0,20,0.061482433590402744,0.057350960949932674,0.001940261965968907
0,21,0.061341657485616354,0.05768759946137838,0.002160607173460644
0,22,0.06139674378748929,0.05705716733994369,0.001934141265760803
0,23,0.06139674378748929,0.05705716733994369,0.001934141265760803
0,24,0.061592606194148615,0.057675358060962176,0.0015668992532745746
0,25,0.061610968294772916,0.05746725425388664,0.0019831068674256336
0,26,0.061610968294772916,0.05746725425388664,0.0019831068674256336
0,27,0.06148855429061084,0.057308116048475945,0.002387073081160485
0,28,0.06172726159872689,0.05744277145305423,0.0019280205655526992
0,29,0.06172726159872689,0.05744277145305423,0.0019280205655526992
0,30,0.06146407148977843,0.057491737054719064,0.001554657852858367
0,31,0.06154364059248378,0.05732647814910026,0.002166727873668748
0,32,0.06154364059248378,0.05732647814910026,0.002166727873668748
0,33,0.061494674990818954,0.05751009915534337,0.0022585383767903047
0,34,0.061592606194148615,0.057461133553678545,0.002056555269922879
0,35,0.061592606194148615,0.057461133553678545,0.002056555269922879
0,36,0.06167217529685396,0.05751009915534337,0.002221814175541682
0,37,0.061635451095605344,0.057246909046394914,0.0019831068674256336
0,38,0.061635451095605344,0.057246909046394914,0.0019831068674256336
0,39,0.06139674378748929,0.05763251315950545,0.0015975027543150937
0,40,0.06150079569102705,0.05735708165014077,0.0022034520749173703
0,41,0.06150079569102705,0.05735708165014077,0.0022034520749173703
0,42,0.06160484759456482,0.057559064757008206,0.0017994858611825194
