values,,Magnetometer,Magnetometer,Magnetometer
axis,,x,y,z
Sensor,Sample,,,
0,0,0.05987881013587955,0.08339454033541437,0.02791039294895336
0,1,0.05984208593463092,0.08353531644020076,0.02764108213979679
0,2,0.05984208593463092,0.08353531644020076,0.02764108213979679
0,3,0.0597992410331742,0.08336393683437385,0.027432978332721264
0,4,0.05999510343983352,0.08346186803770352,0.027212633125229525
0,5,0.05999510343983352,0.08346186803770352,0.027212633125229525
0,6,0.05979312033296609,0.08352307503978455,0.028130738156445095
0,7,0.06006243114212266,0.08345574733749542,0.027855306647080424
0,8,0.06006243114212266,0.08345574733749542,0.027855306647080424
0,9,0.06025829354878198,0.08348023013832782,0.02805116905373975
0,10,0.05990329293671196,0.08340678173583058,0.02786754804749663
0,11,0.05990329293671196,0.08340678173583058,0.02786754804749663
0,12,0.05987881013587955,0.08333333333333334,0.027892030848329048
0,13,0.05953605092422574,0.08333333333333334,0.027947117150201983
0,14,0.05953605092422574,0.08333333333333334,0.027947117150201983
0,15,0.05999510343983352,0.0837495409474844,0.027377892030848328
0,16,0.059829844534214714,0.08350471293916024,0.027775737544375078
0,17,0.059829844534214714,0.08350471293916024,0.027775737544375078
0,18,0.05986044803525523,0.0834251438364549,0.027849185946872322
0,19,0.06001346554045783,0.08354143714040886,0.027628840739380583
0,20,0.059915534337128165,0.08330885053250092,0.027904272248745254
0,21,0.059915534337128165,0.08330885053250092,0.027904272248745254
0,22,0.05990941363692006,0.08359040274207369,0.027989962051658712
0,23,0.05998898273962542,0.08348635083853592,0.027855306647080424
0,24,0.05998898273962542,0.08348635083853592,0.027855306647080424
0,25,0.06004406904149835,0.08341290243603869,0.02811849675602889
0,26,0.059927775737544375,0.08347410943811973,0.027928755049577668
0,27,0.059927775737544375,0.08347410943811973,0.027928755049577668
0,28,0.059958379238584894,0.08341290243603869,0.027940996449993878
0,29,0.06008079324274697,0.08331497123270902,0.028087893254988373
0,30,0.06008079324274697,0.08331497123270902,0.028087893254988373
0,31,0.05990329293671196,0.08338841963520627,0.027904272248745254
0,32,0.0599767413392092,0.08352919573999265,0.02818582445831803
0,33,0.0599767413392092,0.08352919573999265,0.02818582445831803
0,34,0.059713551230260745,0.08341290243603869,0.02782470314603991
0,35,0.06001346554045783,0.08349859223895215,0.028026686252907336
0,36,0.06001346554045783,0.08368833394540336,0.028032806953115434
0,37,0.0598114824335904,0.08368833394540336,0.028032806953115434
0,38,0.06001346554045783,0.08346186803770352,0.028069531154364058
0,39,0.05989717223650386,0.08348635083853592,0.028026686252907336
0,40,0.05989717223650386,0.08348635083853592,0.028026686252907336
0,41,0.059823723834006616,0.08341902313624679,0.028112376055820787
0,42,0.05998898273962542,0.08352307503978455,0.02787366874770474
0,43,0.05998898273962542,0.08352307503978455,0.02787366874770474
