values,,Magnetometer,Magnetometer,Magnetometer
axis,,x,y,z
Sensor,Sample,,,
0,0,0.09430162810625535,0.08961317174684784,0.04659076998408618
0,1,0.09430162810625535,0.08961317174684784,0.04659076998408618
0,2,0.09480964622352797,0.08950911984331007,0.04664585628595912
0,3,0.0946872322193659,0.08946015424164525,0.04671318398824826
0,4,0.0946872322193659,0.08946015424164525,0.04671318398824826
0,5,0.09473007712082263,0.08947239564206146,0.047006977598237236
0,6,0.0943689558085445,0.08948463704247765,0.0466274941853348
0,7,0.09444852491124985,0.08947239564206146,0.04695801199657241
0,8,0.09444852491124985,0.08947239564206146,0.04695801199657241
0,9,0.09466274941853348,0.08947239564206146,0.04673154608887257
0,10,0.09431999020687967,0.08988248255600441,0.046780511690537395
0,11,0.09431999020687967,0.08988248255600441,0.046780511690537395
0,12,0.09474231852123884,0.08957644754559921,0.046792753090953605
0,13,0.09469335291957401,0.08930101603623455,0.04649895948096462
0,14,0.09469335291957401,0.08930101603623455,0.04649895948096462
0,15,0.09476068062186313,0.08947851634226955,0.04667033908679153
0,16,0.0945280940139552,0.08963765454768026,0.046547925082629456
0,17,0.0945280940139552,0.08963765454768026,0.046547925082629456
0,18,0.09450361121312278,0.08953360264414248,0.04673154608887257
0,19,0.09473007712082263,0.0893805851389399,0.046707063288040154
0,20,0.09473007712082263,0.0893805851389399,0.046707063288040154
0,21,0.09428938670583915,0.08946627494185336,0.046664218386583425
0,22,0.09466887011874159,0.08949687844289386,0.04671318398824826
0,23,0.09466887011874159,0.08949687844289386,0.04671318398824826
0,24,0.09450973191333088,0.08963765454768026,0.04659076998408618
0,25,0.09468111151915778,0.08933774023748317,0.04682947729220223
0,26,0.09468111151915778,0.08933774023748317,0.04682947729220223
0,27,0.09434447300771208,0.08949687844289386,0.046707063288040154
0,28,0.0945464561145795,0.08927653323540213,0.046278614273472886
0,29,0.0945464561145795,0.08927653323540213,0.04624801077243237
0,30,0.09462602521728486,0.08927653323540213,0.04624801077243237
0,31,0.09457705961562003,0.08929489533602644,0.046921287795323785
0,32,0.09476068062186313,0.08957032684539111,0.046566287183253764
0,33,0.09476068062186313,0.08957032684539111,0.046566287183253764
0,34,0.0945403354143714,0.08947851634226955,0.04656016648304566
0,35,0.09450361121312278,0.08953360264414248,0.046235769372016164
0,36,0.09450361121312278,0.08953360264414248,0.046235769372016164
0,37,0.09442404211041742,0.08958256824580732,0.04628473497368099
0,38,0.0945280940139552,0.08944791284122904,0.04665809768637532
0,39,0.0945280940139552,0.08944791284122904,0.04665809768637532
0,40,0.09448524911249848,0.08945403354143713,0.04625413147264047
0,41,0.09461378381686865,0.0894111886399804,0.04680499449136981
0,42,0.09461378381686865,0.0894111886399804,0.04680499449136981
0,43,0.09461990451707676,0.08969886154976128,0.04684171869261843
