"Sensor 13 Average (x, y, z)"
"[-0.6720299999999999, -0.733605, 0.4243228]"
"[-0.755145, -0.746385, 0.5156778]"
"[-0.8446350000000001, -0.74463, 0.6187698]"
"[-0.9340649999999999, -0.7290149999999999, 0.7250319999999999]"
"[-1.0292099999999997, -0.687915, 0.8450639999999998]"
"[-1.118115, -0.62754, 0.9521248]"
"[-0.67491, -0.8204699999999999, 0.5196466]"
"[-0.7605900000000001, -0.8388149999999999, 0.6294419999999998]"
"[-0.85323, -0.83871, 0.7505871999999998]"
"[-0.9519899999999999, -0.821565, 0.8827918]"
"[-1.0455899999999998, -0.7813199999999999, 1.0159886]"
"[-1.139505, -0.7126800000000001, 1.1447809999999998]"
"[-0.65532, -0.90348, 0.6050241999999999]"
"[-0.7442700000000001, -0.927945, 0.7365511999999999]"
"[-0.84237, -0.9345, 0.8821626]"
"[-0.9386700000000002, -0.9188699999999999, 1.0343321999999997]"
"[-1.0371149999999998, -0.8773199999999999, 1.1933988]"
"[-1.1321549999999996, -0.8033399999999998, 1.3482788]"
"[-0.6227849999999999, -0.9858600000000001, 0.6932574]"
"[-0.7091099999999998, -1.01763, 0.8453785999999999]"
"[-0.800685, -1.0298699999999998, 1.0137863999999999]"
"[-0.8996400000000001, -1.0154850000000002, 1.1898898]"
"[-0.9982050000000002, -0.9714449999999999, 1.3799081999999998]"
"[-1.093905, -0.8968199999999998, 1.5643363999999997]"
"[-0.567435, -1.064295, 0.7801111999999999]"
"[-0.65124, -1.10304, 0.9498016000000001]"
"[-0.7395750000000001, -1.12191, 1.1415381999999998]"
"[-0.8307300000000001, -1.112745, 1.3483997999999997]"
"[-0.9264600000000001, -1.06926, 1.5647962]"
"[-1.01727, -0.9867299999999998, 1.7794744]"
"[-0.49396499999999993, -1.1371499999999999, 0.8555909999999999]"
"[-0.5691149999999999, -1.18386, 1.0486828]"
"[-0.651555, -1.2088949999999998, 1.2632883999999998]"
"[-0.7331099999999999, -1.2021, 1.4943499999999998]"
"[-0.8173500000000001, -1.160475, 1.7403672]"
"[-0.9006899999999999, -1.0746900000000001, 1.9824397999999996]"
