"Sensor 2 Average (x, y, z)"
"[0.034005, -0.03182999999999999, -0.1937936]"
"[0.03309, -0.037005, -0.1929224]"
"[0.032505, -0.043845, -0.1872354]"
"[0.030825, -0.048914999999999986, -0.1822018]"
"[0.029969999999999993, -0.056475, -0.17136020000000002]"
"[0.02748, -0.06019499999999999, -0.16906120000000002]"
"[0.026039999999999997, -0.03069, -0.19727840000000002]"
"[0.02619, -0.036974999999999994, -0.19326120000000002]"
"[0.02277, -0.042929999999999996, -0.188518]"
"[0.024450000000000003, -0.04877999999999999, -0.1831214]"
"[0.022319999999999996, -0.053745, -0.1791526]"
"[0.022349999999999995, -0.06067499999999999, -0.17092459999999998]"
"[0.016815, -0.026369999999999994, -0.19943219999999998]"
