"Sensor 3 Average (x, y, z)"
"[0.00012000000000000031, -0.029684999999999996, -0.2045626]"
"[0.00132, -0.038264999999999987, -0.19788340000000001]"
"[-0.0008999999999999998, -0.04235999999999999, -0.1933338]"
"[-0.002669999999999999, -0.04917, -0.18948599999999996]"
"[-0.0005699999999999993, -0.056399999999999985, -0.1836054]"
"[0.0016349999999999993, -0.06156, -0.1739012]"
"[-0.007965, -0.02697, -0.2029896]"
"[-0.006794999999999999, -0.03453, -0.200013]"
"[-0.008219999999999998, -0.04207499999999998, -0.19352740000000002]"
"[-0.007004999999999999, -0.04774499999999999, -0.1883244]"
"[-0.006074999999999999, -0.05113499999999999, -0.18188720000000003]"
"[-0.006884999999999999, -0.05942999999999999, -0.175087]"
"[-0.01605, -0.026024999999999986, -0.20107780000000006]"
