"Sensor 14 Measurement (x, y, z)"
"[[0.01425, 0.0831, -0.21562199999999998], [0.0198, 0.08220000000000001, -0.21223399999999998], [0.020849999999999997, 0.07545, -0.213444], [0.019649999999999997, 0.0852, -0.21634799999999998], [0.0207, 0.09225, -0.21150799999999997], [0.01935, 0.0867, -0.220704], [0.018, 0.0876, -0.21659], [0.015449999999999998, 0.0843, -0.219736], [0.0147, 0.08789999999999999, -0.21417], [0.02115, 0.08175, -0.21659]]"
"[[0.021, 0.08084999999999999, -0.222156], [0.015, 0.07305, -0.219494], [0.015149999999999999, 0.0837, -0.224818], [0.01755, 0.08489999999999999, -0.21828399999999998], [0.0189, 0.0792, -0.219736], [0.0222, 0.08264999999999999, -0.22844799999999998], [0.01725, 0.0744, -0.221914], [0.013349999999999999, 0.08055, -0.227964], [0.019649999999999997, 0.08535, -0.22385], [0.013049999999999999, 0.08264999999999999, -0.22336599999999998]]"
"[[0.018, 0.06945, -0.22578600000000001], [0.02205, 0.0762, -0.22844799999999998], [0.0156, 0.07859999999999999, -0.23232], [0.0213, 0.0777, -0.23110999999999998], [0.018, 0.07275, -0.22917400000000002], [0.01095, 0.07545, -0.231594], [0.01905, 0.0726, -0.22143000000000002], [0.016649999999999998, 0.075, -0.23232], [0.0219, 0.07305, -0.222882], [0.0213, 0.07395, -0.2299]]"
"[[0.015149999999999999, 0.07335, -0.230626], [0.0153, 0.0708, -0.22626999999999997], [0.0225, 0.06555, -0.235708], [0.02325, 0.06659999999999999, -0.23885399999999998], [0.0213, 0.06855, -0.230626], [0.017849999999999998, 0.0696, -0.22869], [0.020099999999999996, 0.06705, -0.236676], [0.01935, 0.07379999999999999, -0.23958], [0.026699999999999998, 0.07515, -0.23595], [0.01905, 0.07395, -0.23377199999999998]]"
"[[0.024149999999999998, 0.05925, -0.240306], [0.020550000000000002, 0.06420000000000001, -0.243452], [0.01935, 0.0612, -0.23473999999999998], [0.0213, 0.06570000000000001, -0.240064], [0.0249, 0.0648, -0.24151599999999998], [0.024, 0.061649999999999996, -0.24103199999999997], [0.017849999999999998, 0.06989999999999999, -0.237644], [0.021, 0.06420000000000001, -0.237644], [0.024599999999999997, 0.05805, -0.242968], [0.01995, 0.0603, -0.240306]]"
"[[0.018449999999999998, 0.0546, -0.245388], [0.02025, 0.05355, -0.248292], [0.02355, 0.0564, -0.247082], [0.0252, 0.05909999999999999, -0.247566], [0.0225, 0.05295, -0.24248399999999998], [0.0156, 0.05385, -0.243694], [0.02115, 0.0585, -0.247324], [0.020399999999999998, 0.050699999999999995, -0.239338], [0.02145, 0.052199999999999996, -0.243452], [0.02565, 0.052649999999999995, -0.24659799999999998]]"
"[[0.006149999999999999, 0.08445, -0.223124], [0.0063, 0.08339999999999999, -0.221188], [0.00675, 0.08685, -0.22143000000000002], [0.0063, 0.08895, -0.227238], [0.01155, 0.08385, -0.222882], [0.0066, 0.08805, -0.21465399999999998], [0.00885, 0.08954999999999999, -0.21441200000000002], [0.006149999999999999, 0.08835, -0.23110999999999998], [0.007949999999999999, 0.0885, -0.220704], [0.0066, 0.08655, -0.21489599999999998]]"
"[[0.015, 0.0774, -0.22602799999999998], [0.013049999999999999, 0.08489999999999999, -0.222882], [0.014399999999999998, 0.08189999999999999, -0.21852599999999997], [0.00765, 0.07604999999999999, -0.22239799999999998], [0.014549999999999999, 0.0795, -0.222156], [0.016800000000000002, 0.0873, -0.222156], [0.0099, 0.08189999999999999, -0.222882], [0.0153, 0.08009999999999999, -0.22506], [0.007949999999999999, 0.07815, -0.21997799999999998], [0.0126, 0.08655, -0.22699599999999998]]"
"[[0.01125, 0.07529999999999999, -0.234982], [0.015149999999999999, 0.0762, -0.23691800000000002], [0.01575, 0.0681, -0.22965799999999997], [0.0099, 0.07635, -0.232078], [0.0099, 0.07695, -0.228206], [0.00915, 0.0735, -0.220946], [0.0069, 0.0765, -0.236192], [0.00825, 0.0765, -0.236434], [0.01095, 0.07275, -0.231594], [0.01425, 0.07275, -0.235224]]"
"[[0.0114, 0.07214999999999999, -0.23716], [0.0126, 0.06839999999999999, -0.230626], [0.01155, 0.06614999999999999, -0.23740199999999997], [0.012150000000000001, 0.0723, -0.230626], [0.016349999999999996, 0.06945, -0.24079], [0.00765, 0.06509999999999999, -0.24248399999999998], [0.01575, 0.07379999999999999, -0.23837], [0.010799999999999999, 0.0777, -0.23740199999999997], [0.01275, 0.072, -0.242726], [0.010799999999999999, 0.06989999999999999, -0.242]]"
"[[0.01185, 0.06735, -0.24442], [0.0087, 0.0693, -0.24079], [0.0156, 0.0612, -0.240306], [0.0087, 0.06584999999999999, -0.237644], [0.013949999999999999, 0.06764999999999999, -0.23691800000000002], [0.00975, 0.060149999999999995, -0.243694], [0.0132, 0.06570000000000001, -0.24659799999999998], [0.00975, 0.06509999999999999, -0.24514599999999998], [0.019649999999999997, 0.06195, -0.23812799999999998], [0.0078, 0.06344999999999999, -0.24224199999999999]]"
"[[0.0114, 0.055799999999999995, -0.249744], [0.01185, 0.05759999999999999, -0.242968], [0.0093, 0.056850000000000005, -0.254584], [0.0099, 0.0573, -0.247082], [0.0096, 0.0555, -0.247324], [0.012, 0.05715, -0.242726], [0.0156, 0.06375, -0.246114], [0.015149999999999999, 0.0549, -0.249744], [0.015149999999999999, 0.0579, -0.24877599999999997], [0.014549999999999999, 0.05955, -0.242968]]"
