"Sensor 2 Average (x, y, z)"
"[-0.013515, -0.0056549999999999994, -0.007574599999999999]"
"[-0.015194999999999998, -0.00813, -0.013067999999999998]"
"[-0.015029999999999998, -0.010979999999999998, -0.020061800000000005]"
"[-0.011354999999999999, -0.014009999999999998, -0.027951000000000004]"
"[-0.004365000000000001, -0.01608, -0.0329604]"
"[-0.015359999999999999, -0.003465, -0.0087604]"
"[-0.01761, -0.00477, -0.015584799999999994]"
"[-0.01773, -0.006405, -0.02465980000000001]"
"[-0.01389, -0.008264999999999998, -0.033904199999999995]"
"[-0.005534999999999998, -0.009525, -0.04070440000000001]"
"[-0.015705, -0.0002849999999999999, -0.0096074]"
"[-0.018179999999999998, -0.0001349999999999997, -0.0169642]"
"[-0.018285, 7.499999999999976e-05, -0.0264022]"
"[-0.014204999999999999, 0.00038999999999999994, -0.036445200000000004]"
"[-0.0057, 0.00033000000000000065, -0.0437052]"
"[-0.015074999999999998, 0.00315, -0.009413800000000002]"
"[-0.016964999999999997, 0.004890000000000001, -0.015488000000000004]"
"[-0.016725, 0.0068400000000000015, -0.023933799999999998]"
"[-0.013125, 0.00891, -0.03286359999999999]"
"[-0.004844999999999999, 0.010305, -0.039203999999999996]"
"[-0.012495, 0.0053549999999999995, -0.007405199999999999]"
"[-0.01419, 0.008205, -0.012705]"
"[-0.013904999999999999, 0.011294999999999998, -0.0194084]"
"[-0.010289999999999997, 0.014205, -0.026184399999999997]"
"[-0.004019999999999999, 0.016065, -0.030395199999999997]"
