"Sensor 3 Average (x, y, z)"
"[-0.01704, 0.004710000000000001, -0.029887000000000007]"
"[-0.011205, 0.0058800000000000015, -0.0386474]"
"[-0.001469999999999999, 0.006465, -0.04290659999999999]"
"[0.009134999999999999, 0.006570000000000001, -0.0403172]"
"[0.015810000000000005, 0.005354999999999997, -0.0324522]"
"[-0.015149999999999999, 0.011189999999999997, -0.025385800000000004]"
"[-0.009704999999999998, 0.01383, -0.03281519999999999]"
"[-0.0013799999999999984, 0.014954999999999998, -0.036203200000000005]"
"[0.007515000000000001, 0.013994999999999999, -0.034218799999999994]"
"[0.01377, 0.011399999999999995, -0.027757399999999998]"
"[-0.011805, 0.014100000000000003, -0.0193116]"
"[-0.007319999999999998, 0.016890000000000002, -0.024321]"
"[-0.0008099999999999991, 0.018074999999999994, -0.026644200000000003]"
"[0.006195000000000001, 0.017115, -0.024901799999999998]"
"[0.011055, 0.014490000000000001, -0.020279600000000005]"
"[-0.008684999999999998, 0.014475, -0.012801800000000002]"
"[-0.005384999999999999, 0.01695, -0.015609000000000001]"
"[-0.0004949999999999989, 0.01797, -0.0168674]"
"[0.004365000000000001, 0.017220000000000006, -0.0159962]"
"[0.00837, 0.014775000000000002, -0.0132374]"
"[-0.005639999999999999, 0.013049999999999997, -0.007284200000000001]"
"[-0.003269999999999999, 0.014880000000000003, -0.009147600000000002]"
"[0.00025500000000000175, 0.015525000000000002, -0.009776800000000002]"
"[0.003465000000000001, 0.014834999999999996, -0.009462200000000004]"
"[0.006015000000000001, 0.013005000000000001, -0.007743999999999997]"
