"Sensor 3 Average (x, y, z)"
"[-2.9999999999999645e-05, 0.03588, -0.004694799999999999]"
"[-0.0007499999999999998, 0.055830000000000005, -0.0188276]"
"[0.003225000000000001, 0.08053499999999998, -0.0569668]"
"[0.0018299999999999996, 0.09168, -0.123904]"
"[0.01068, 0.050715, -0.19742359999999998]"
