,Magnetometerx,Magnetometery,Magnetometerz
0,-1.568,0.49,0.5880000000000001
1,-1.568,0.49,0.5880000000000001
2,-1.568,0.882,0.686
3,-1.568,0.5880000000000001,0.5880000000000001
4,-1.568,0.5880000000000001,0.5880000000000001
5,-1.568,0.5880000000000001,0.5880000000000001
6,-1.568,0.5880000000000001,0.5880000000000001
7,-1.568,0.5880000000000001,0.5880000000000001
8,-1.568,0.784,0.49
9,-1.568,0.49,0.686
10,-1.568,0.49,0.686
11,-1.568,0.49,0.686
12,-1.568,0.49,0.686
13,-1.568,0.49,0.49
14,-1.568,0.98,0.686
15,-1.568,0.49,0.49
16,-1.568,0.49,0.49
17,-1.568,0.49,0.49
18,-1.568,0.49,0.49
19,-1.568,0.49,0.5880000000000001
20,-1.568,0.784,0.5880000000000001
21,-1.568,0.784,0.5880000000000001
22,-1.568,0.784,0.5880000000000001
23,-1.568,0.784,0.5880000000000001
24,-1.568,0.686,0.686
25,-1.568,0.5880000000000001,0.5880000000000001
26,-1.568,0.686,0.5880000000000001
27,-1.568,0.686,0.5880000000000001
28,-1.568,0.686,0.5880000000000001
29,-1.568,0.686,0.5880000000000001
30,-1.568,0.686,0.686
31,-1.568,0.5880000000000001,0.49
32,-1.568,0.686,0.5880000000000001
33,-1.568,0.686,0.5880000000000001
34,-1.568,0.686,0.5880000000000001
35,-1.568,0.5880000000000001,0.686
36,-1.568,0.784,0.5880000000000001
37,-1.568,0.686,0.686
38,-1.568,0.686,0.686
39,-1.568,0.686,0.686
40,-1.568,0.686,0.686
41,-1.568,0.392,0.49
42,-1.568,0.5880000000000001,0.5880000000000001
43,-1.568,0.784,0.5880000000000001
44,-1.568,0.784,0.5880000000000001
45,-1.568,0.784,0.5880000000000001
46,-1.568,0.49,0.686
47,-1.568,0.882,0.686
48,-3.136,0.686,0.5880000000000001
49,-3.136,0.686,0.5880000000000001
50,-3.136,0.686,0.5880000000000001
51,-3.136,0.686,0.5880000000000001
52,-1.568,0.5880000000000001,0.5880000000000001
53,-1.568,0.784,0.5880000000000001
54,-1.568,0.784,0.686
55,-1.568,0.784,0.686
56,-1.568,0.784,0.686
57,-1.568,0.5880000000000001,0.5880000000000001
58,-1.568,0.686,0.5880000000000001
59,-1.568,0.686,0.49
60,-1.568,0.686,0.49
61,-1.568,0.686,0.49
62,-1.568,0.686,0.49
63,-1.568,0.49,0.5880000000000001
64,-3.136,0.49,0.686
65,-1.568,0.784,0.5880000000000001
66,-1.568,0.784,0.5880000000000001
67,-1.568,0.784,0.5880000000000001
68,-1.568,0.784,0.5880000000000001
69,-1.568,0.5880000000000001,0.5880000000000001
70,-1.568,0.5880000000000001,0.686
71,-1.568,0.5880000000000001,0.686
72,-1.568,0.5880000000000001,0.686
73,-1.568,0.5880000000000001,0.686
74,-1.568,0.392,0.686
75,-1.568,0.5880000000000001,0.784
76,-3.136,0.882,0.686
77,-3.136,0.882,0.686
78,-3.136,0.882,0.686
79,-3.136,0.882,0.686
80,-1.568,0.686,0.784
81,-1.568,0.686,0.686
82,-1.568,0.686,0.686
83,-1.568,0.686,0.686
84,-1.568,0.686,0.686
85,-1.568,0.5880000000000001,0.5880000000000001
86,-1.568,0.5880000000000001,0.5880000000000001
87,-1.568,0.784,0.5880000000000001
88,-1.568,0.784,0.5880000000000001
89,-1.568,0.784,0.5880000000000001
90,-1.568,0.784,0.5880000000000001
91,-1.568,0.49,0.5880000000000001
92,-1.568,0.49,0.5880000000000001
93,-1.568,0.5880000000000001,0.5880000000000001
94,-1.568,0.5880000000000001,0.5880000000000001
95,-1.568,0.5880000000000001,0.5880000000000001
96,-1.568,0.686,0.5880000000000001
97,-1.568,0.784,0.686
98,-1.568,0.5880000000000001,0.5880000000000001
99,-1.568,0.5880000000000001,0.5880000000000001
