,Magnetometerx,Magnetometery,Magnetometerz
0,0.196,-3.136,1.078
1,0.196,-3.136,1.078
2,0.29400000000000004,-3.136,1.1760000000000002
3,0.098,-3.136,1.274
4,0.196,-3.136,1.1760000000000002
5,0.196,-3.136,1.1760000000000002
6,0.196,-3.136,1.1760000000000002
7,0.29400000000000004,-3.136,1.1760000000000002
8,-1.568,-3.136,1.274
9,0.29400000000000004,-3.136,1.1760000000000002
10,0.29400000000000004,-3.136,1.1760000000000002
11,0.29400000000000004,-3.136,1.1760000000000002
12,0.29400000000000004,-3.136,1.1760000000000002
13,0.196,-3.136,1.1760000000000002
14,0.196,-3.136,1.1760000000000002
15,0.0,-3.136,1.1760000000000002
16,0.0,-3.136,1.1760000000000002
17,0.0,-3.136,1.1760000000000002
18,0.098,-3.136,1.274
19,0.098,-3.136,1.078
20,0.0,-3.136,1.078
21,0.0,-3.136,1.078
22,0.0,-3.136,1.078
23,0.0,-3.136,1.078
24,0.098,-3.136,1.274
25,0.098,-3.136,1.274
26,0.196,-3.136,1.1760000000000002
27,0.196,-3.136,1.1760000000000002
28,0.196,-3.136,1.1760000000000002
29,0.196,-3.136,1.1760000000000002
30,0.098,-3.136,1.1760000000000002
31,0.196,-3.136,1.078
32,0.29400000000000004,-1.568,1.1760000000000002
33,0.29400000000000004,-1.568,1.1760000000000002
34,0.29400000000000004,-1.568,1.1760000000000002
35,0.196,-3.136,1.078
36,0.0,-3.136,1.372
37,0.098,-3.136,1.1760000000000002
38,0.098,-3.136,1.1760000000000002
39,0.098,-3.136,1.1760000000000002
40,0.098,-3.136,1.1760000000000002
41,0.196,-3.136,1.274
42,0.098,-3.136,1.274
43,0.098,-3.136,1.1760000000000002
44,0.098,-3.136,1.1760000000000002
45,0.098,-3.136,1.1760000000000002
46,0.196,-3.136,1.1760000000000002
47,-1.568,-1.568,0.98
48,0.0,-1.568,1.1760000000000002
49,0.0,-1.568,1.1760000000000002
50,0.0,-1.568,1.1760000000000002
51,0.0,-1.568,1.1760000000000002
52,-1.568,-3.136,1.372
53,0.098,-3.136,1.1760000000000002
54,0.098,-3.136,1.1760000000000002
55,0.098,-3.136,1.1760000000000002
56,0.098,-3.136,1.1760000000000002
57,0.098,-3.136,1.1760000000000002
58,0.098,-3.136,1.1760000000000002
59,0.196,-3.136,1.078
60,0.196,-3.136,1.078
61,0.196,-3.136,1.078
62,0.196,-3.136,1.078
63,0.0,-3.136,1.078
64,0.0,-3.136,1.1760000000000002
65,0.098,-3.136,1.1760000000000002
66,0.098,-3.136,1.1760000000000002
67,0.098,-3.136,1.1760000000000002
68,0.098,-3.136,1.1760000000000002
69,-1.568,-3.136,1.1760000000000002
70,0.0,-3.136,1.078
71,0.0,-3.136,1.078
72,0.0,-3.136,1.078
73,0.0,-3.136,1.078
74,0.0,-3.136,1.1760000000000002
75,0.0,-1.568,1.1760000000000002
76,0.29400000000000004,-3.136,1.1760000000000002
77,0.29400000000000004,-3.136,1.1760000000000002
78,0.29400000000000004,-3.136,1.1760000000000002
79,0.29400000000000004,-3.136,1.1760000000000002
80,0.098,-3.136,1.1760000000000002
81,0.0,-3.136,1.1760000000000002
82,0.098,-3.136,1.1760000000000002
83,0.098,-3.136,1.1760000000000002
84,0.098,-3.136,1.1760000000000002
85,0.0,-3.136,1.1760000000000002
86,0.098,-3.136,1.1760000000000002
87,0.098,-3.136,1.274
88,0.098,-3.136,1.274
89,0.098,-3.136,1.274
90,0.098,-3.136,1.274
91,0.098,-3.136,1.078
92,0.196,-3.136,1.1760000000000002
93,-1.568,-3.136,1.1760000000000002
94,-1.568,-3.136,1.1760000000000002
95,-1.568,-3.136,1.1760000000000002
96,0.0,-3.136,1.1760000000000002
97,0.0,-1.568,1.078
98,0.196,-3.136,1.274
99,0.196,-3.136,1.274
