,Magnetometerx,Magnetometery,Magnetometerz
0,-3.136,-1.568,1.568
1,-3.136,-1.568,1.568
2,-3.136,-1.568,1.568
3,-3.136,-1.568,1.568
4,-3.136,-1.568,3.136
5,-3.136,-1.568,1.568
6,-3.136,-1.568,1.568
7,-3.136,-1.568,1.568
8,-3.136,-1.568,1.568
9,-3.136,-1.568,1.568
10,-3.136,-1.568,3.136
11,-3.136,-3.136,3.136
12,-3.136,-3.136,3.136
13,-3.136,-3.136,3.136
14,-3.136,-3.136,3.136
15,-3.136,-1.568,3.136
16,-3.136,-1.568,1.568
17,-1.568,-1.568,1.568
18,-1.568,-1.568,1.568
19,-1.568,-1.568,1.568
20,-1.568,-1.568,1.568
21,-3.136,-1.568,1.568
22,-3.136,-1.568,1.568
23,-3.136,-1.568,1.568
24,-3.136,-1.568,1.568
25,-3.136,-1.568,1.568
26,-3.136,-1.568,1.568
27,-3.136,-1.568,1.568
28,-3.136,-1.568,1.568
29,-3.136,-1.568,1.568
30,-3.136,-1.568,1.568
31,-3.136,-1.568,1.568
32,-3.136,-1.568,3.136
33,-3.136,-3.136,1.568
34,-3.136,-1.568,1.568
35,-3.136,-1.568,1.568
36,-3.136,-1.568,1.568
37,-1.568,-1.568,1.568
38,-3.136,-1.568,1.568
39,-3.136,-1.568,1.568
40,-3.136,-1.568,1.568
41,-3.136,-1.568,1.568
42,-3.136,-1.568,1.568
43,-3.136,-1.568,3.136
44,-3.136,-3.136,1.568
45,-1.568,-1.568,1.568
46,-1.568,-1.568,1.568
47,-1.568,-1.568,1.568
48,-1.568,-1.568,3.136
49,-3.136,-1.568,1.568
50,-3.136,-1.568,1.568
51,-3.136,-1.568,1.568
52,-3.136,-1.568,1.568
53,-3.136,-1.568,1.568
54,-3.136,-1.568,1.568
55,-3.136,-1.568,1.568
56,-3.136,-1.568,1.568
57,-3.136,-1.568,1.568
58,-3.136,-1.568,1.568
59,-3.136,-1.568,1.568
60,-3.136,-1.568,3.136
61,-3.136,-1.568,1.568
62,-3.136,-1.568,1.568
63,-3.136,-1.568,1.568
64,-3.136,-1.568,1.568
65,-3.136,-1.568,1.568
66,-3.136,-1.568,1.568
67,-1.568,-1.568,3.136
68,-1.568,-1.568,3.136
69,-1.568,-1.568,3.136
70,-1.568,-1.568,3.136
71,-3.136,-1.568,1.568
72,-3.136,-1.568,3.136
73,-3.136,-1.568,1.568
74,-3.136,-1.568,1.568
75,-3.136,-1.568,1.568
76,-3.136,-1.568,1.568
77,-3.136,-1.568,1.568
78,-3.136,-1.568,1.568
79,-3.136,-1.568,3.136
80,-3.136,-1.568,3.136
81,-3.136,-1.568,3.136
82,-3.136,-1.568,3.136
83,-1.568,-1.568,1.568
84,-3.136,-1.568,3.136
85,-3.136,-1.568,1.568
86,-3.136,-1.568,1.568
87,-3.136,-1.568,1.568
88,-3.136,-1.568,1.568
89,-3.136,-1.568,1.568
90,-1.568,-1.568,3.136
91,-1.568,-1.568,3.136
92,-1.568,-1.568,3.136
93,-1.568,-1.568,3.136
94,-3.136,-1.568,1.568
95,-3.136,-1.568,3.136
96,-3.136,-1.568,1.568
97,-3.136,-1.568,1.568
98,-3.136,-1.568,1.568
99,-3.136,-1.568,3.136
