,Magnetometerx,Magnetometery,Magnetometerz
0,1.1760000000000002,-1.568,1.1760000000000002
1,1.1760000000000002,-1.568,1.1760000000000002
2,0.784,-3.136,1.372
3,0.882,-3.136,1.274
4,0.882,-3.136,1.274
5,0.882,-3.136,1.274
6,0.882,-3.136,1.274
7,0.882,-3.136,1.372
8,0.98,-1.568,1.1760000000000002
9,0.882,-1.568,1.1760000000000002
10,0.882,-1.568,1.1760000000000002
11,0.882,-1.568,1.1760000000000002
12,0.882,-1.568,1.1760000000000002
13,0.882,-1.568,1.274
14,0.784,-3.136,1.372
15,0.784,-1.568,1.274
16,0.784,-1.568,1.274
17,0.784,-1.568,1.274
18,0.686,-3.136,1.1760000000000002
19,0.98,-1.568,1.274
20,0.784,-3.136,1.1760000000000002
21,0.784,-3.136,1.1760000000000002
22,0.784,-3.136,1.1760000000000002
23,0.784,-3.136,1.1760000000000002
24,0.784,-1.568,1.274
25,0.686,-1.568,1.372
26,0.882,-1.568,1.274
27,0.882,-1.568,1.274
28,0.882,-1.568,1.274
29,0.882,-1.568,1.274
30,0.882,-1.568,1.1760000000000002
31,0.784,-1.568,1.372
32,0.882,-1.568,1.274
33,0.882,-1.568,1.274
34,0.882,-1.568,1.274
35,0.882,-3.136,1.1760000000000002
36,0.882,-1.568,1.274
37,0.98,-1.568,1.1760000000000002
38,0.98,-1.568,1.1760000000000002
39,0.98,-1.568,1.1760000000000002
40,0.98,-1.568,1.1760000000000002
41,0.686,-1.568,1.372
42,0.98,-1.568,1.274
43,0.784,-1.568,1.274
44,0.784,-1.568,1.274
45,0.784,-1.568,1.274
46,0.784,-1.568,1.274
47,0.686,-3.136,1.372
48,0.784,-1.568,1.372
49,0.784,-1.568,1.372
50,0.784,-1.568,1.372
51,0.784,-1.568,1.372
52,0.686,-3.136,1.372
53,0.784,-1.568,1.1760000000000002
54,0.686,-3.136,1.372
55,0.686,-3.136,1.372
56,0.686,-3.136,1.372
57,0.686,-3.136,1.372
58,0.784,-1.568,1.274
59,0.882,-3.136,1.47
60,0.784,-1.568,1.372
61,0.784,-1.568,1.372
62,0.784,-1.568,1.372
63,0.784,-3.136,1.372
64,0.98,-1.568,1.274
65,0.882,-1.568,1.274
66,0.882,-1.568,1.274
67,0.882,-1.568,1.274
68,0.882,-1.568,1.274
69,0.882,-1.568,1.274
70,0.882,-1.568,1.274
71,0.784,-3.136,1.1760000000000002
72,0.784,-3.136,1.1760000000000002
73,0.784,-3.136,1.1760000000000002
74,0.882,-1.568,1.372
75,0.686,-1.568,1.274
76,0.784,-1.568,1.274
77,0.784,-1.568,1.274
78,0.784,-1.568,1.274
79,0.784,-1.568,1.274
80,0.784,-1.568,1.47
81,0.882,-1.568,1.274
82,0.98,-1.568,1.1760000000000002
83,0.98,-1.568,1.1760000000000002
84,0.98,-1.568,1.1760000000000002
85,0.784,-1.568,1.1760000000000002
86,0.882,-1.568,1.274
87,0.784,-3.136,1.274
88,0.784,-3.136,1.274
89,0.784,-3.136,1.274
90,0.784,-3.136,1.274
91,0.686,-1.568,1.274
92,0.5880000000000001,-3.136,1.1760000000000002
93,0.882,-1.568,1.274
94,0.882,-1.568,1.274
95,0.882,-1.568,1.274
96,0.882,-1.568,1.274
97,0.882,-1.568,1.274
98,0.98,-3.136,1.274
99,0.98,-3.136,1.274
