,Magnetometerx,Magnetometery,Magnetometerz
0,0.686,-3.136,1.47
1,0.5880000000000001,-3.136,1.47
2,0.5880000000000001,-3.136,1.47
3,0.5880000000000001,-3.136,1.47
4,0.686,-3.136,1.568
5,0.784,-3.136,1.372
6,0.5880000000000001,-3.136,1.47
7,0.5880000000000001,-3.136,1.47
8,0.5880000000000001,-3.136,1.47
9,0.5880000000000001,-3.136,1.47
10,0.49,-3.136,1.568
11,0.686,-3.136,1.568
12,0.784,-3.136,1.568
13,0.784,-3.136,1.568
14,0.784,-3.136,1.568
15,0.686,-3.136,1.47
16,0.49,-3.136,1.47
17,0.686,-3.136,1.568
18,0.686,-3.136,1.568
19,0.686,-3.136,1.568
20,0.686,-3.136,1.568
21,0.784,-3.136,1.568
22,0.686,-3.136,1.47
23,0.882,-3.136,1.568
24,0.882,-3.136,1.568
25,0.882,-3.136,1.568
26,0.784,-3.136,1.568
27,1.1760000000000002,-1.568,1.568
28,0.686,-3.136,1.568
29,0.686,-3.136,1.568
30,0.686,-3.136,1.568
31,0.686,-3.136,1.568
32,0.686,-3.136,1.568
33,0.49,-3.136,1.47
34,0.686,-3.136,1.47
35,0.686,-3.136,1.47
36,0.686,-3.136,1.47
37,0.686,-3.136,1.47
38,0.686,-3.136,1.568
39,0.5880000000000001,-3.136,1.568
40,0.5880000000000001,-3.136,1.568
41,0.5880000000000001,-3.136,1.568
42,0.5880000000000001,-3.136,1.568
43,0.686,-3.136,1.568
44,0.49,-1.568,1.47
45,0.686,-1.568,1.372
46,0.686,-1.568,1.372
47,0.686,-1.568,1.372
48,0.686,-1.568,1.372
49,0.5880000000000001,-3.136,1.274
50,0.784,-3.136,1.47
51,0.5880000000000001,-3.136,1.568
52,0.5880000000000001,-3.136,1.568
53,0.5880000000000001,-3.136,1.568
54,0.686,-3.136,1.47
55,0.686,-3.136,1.568
56,0.49,-3.136,1.47
57,0.49,-3.136,1.47
58,0.49,-3.136,1.47
59,0.49,-3.136,1.47
60,0.392,-3.136,1.47
61,0.686,-3.136,1.47
62,0.686,-1.568,1.47
63,0.686,-1.568,1.47
64,0.686,-1.568,1.47
65,0.5880000000000001,-1.568,1.568
66,0.784,-1.568,1.47
67,0.686,-3.136,1.568
68,0.686,-3.136,1.568
69,0.686,-3.136,1.568
70,0.686,-3.136,1.568
71,0.5880000000000001,-3.136,1.568
72,0.5880000000000001,-1.568,1.568
73,0.686,-3.136,1.372
74,0.686,-3.136,1.372
75,0.686,-3.136,1.372
76,0.686,-3.136,1.47
77,0.686,-1.568,1.274
78,0.882,-3.136,1.47
79,0.882,-3.136,1.47
80,0.882,-3.136,1.47
81,0.882,-3.136,1.47
82,0.5880000000000001,-1.568,1.568
83,0.49,-1.568,1.568
84,0.686,-3.136,1.568
85,0.686,-3.136,1.568
86,0.686,-3.136,1.568
87,0.686,-3.136,1.568
88,0.784,-3.136,1.568
89,0.5880000000000001,-3.136,1.47
90,0.784,-3.136,1.372
91,0.784,-3.136,1.372
92,0.784,-3.136,1.372
93,0.784,-3.136,1.47
94,0.686,-3.136,1.372
95,0.686,-3.136,1.47
96,0.686,-3.136,1.47
97,0.686,-3.136,1.47
98,0.686,-3.136,1.47
99,0.686,-1.568,1.372
