,Magnetometerx,Magnetometery,Magnetometerz
0,-1.568,1.078,1.078
1,-1.568,0.98,0.882
2,-1.568,0.98,0.882
3,-1.568,0.98,0.882
4,-1.568,0.98,0.882
5,-1.568,1.274,0.882
6,-1.568,1.274,0.882
7,-1.568,1.274,0.98
8,-1.568,1.274,0.98
9,-1.568,1.274,0.98
10,-1.568,1.274,0.98
11,-1.568,1.47,0.882
12,-1.568,0.98,0.882
13,-1.568,1.274,0.882
14,-1.568,1.274,0.882
15,-1.568,1.274,0.882
16,-1.568,1.1760000000000002,0.784
17,-1.568,1.274,0.882
18,-1.568,1.078,0.98
19,-1.568,1.078,0.98
20,-1.568,1.078,0.98
21,-1.568,1.078,0.98
22,-1.568,1.372,0.98
23,-1.568,1.1760000000000002,0.882
24,-1.568,1.274,0.98
25,-1.568,1.274,0.98
26,-1.568,1.274,0.98
27,-1.568,1.274,1.078
28,-1.568,1.078,0.98
29,-1.568,1.078,0.882
30,-1.568,1.078,0.882
31,-1.568,1.078,0.882
32,-1.568,1.078,0.882
33,-1.568,1.274,0.98
34,-1.568,1.1760000000000002,0.882
35,-1.568,1.078,0.882
36,-1.568,1.078,0.882
37,-1.568,1.078,0.882
38,-1.568,1.078,0.882
39,-1.568,1.1760000000000002,0.784
40,-1.568,1.078,0.882
41,-1.568,1.1760000000000002,0.784
42,-1.568,1.1760000000000002,0.784
43,-1.568,1.1760000000000002,0.784
44,-1.568,1.1760000000000002,0.784
45,-1.568,1.274,0.882
46,-1.568,1.274,1.078
47,-1.568,1.274,1.078
48,-1.568,1.274,1.078
49,-1.568,1.274,1.078
50,-1.568,1.274,0.98
51,-1.568,1.274,0.882
52,-1.568,1.274,0.784
53,-1.568,1.274,0.784
54,-1.568,1.274,0.784
55,-1.568,1.274,0.784
56,-1.568,1.1760000000000002,0.98
57,-1.568,1.372,0.98
58,-1.568,1.078,0.882
59,-1.568,1.078,0.882
60,-1.568,1.078,0.882
61,-1.568,1.47,0.98
62,-1.568,1.078,0.98
63,-1.568,1.1760000000000002,0.98
64,-1.568,1.1760000000000002,0.98
65,-1.568,1.1760000000000002,0.98
66,-1.568,1.1760000000000002,0.98
67,-1.568,1.274,0.98
68,-1.568,1.1760000000000002,0.686
69,-1.568,1.274,0.882
70,-1.568,1.274,0.882
71,-1.568,1.274,0.882
72,-1.568,1.372,0.882
73,-1.568,1.1760000000000002,0.98
74,-1.568,0.98,0.882
75,-1.568,0.98,0.882
76,-1.568,0.98,0.882
77,-1.568,0.98,0.882
78,-1.568,1.372,0.98
79,-1.568,0.98,1.078
80,-1.568,1.1760000000000002,0.98
81,-1.568,1.1760000000000002,0.98
82,-1.568,1.1760000000000002,0.98
83,-1.568,1.372,0.882
84,-1.568,1.274,0.98
85,-1.568,1.1760000000000002,0.98
86,-1.568,1.1760000000000002,0.98
87,-1.568,1.1760000000000002,0.98
88,-1.568,1.1760000000000002,0.98
89,-1.568,1.078,0.882
90,-1.568,1.274,0.784
91,-1.568,1.274,1.1760000000000002
92,-1.568,1.274,1.1760000000000002
93,-1.568,1.274,1.1760000000000002
94,-1.568,1.274,1.1760000000000002
95,-1.568,1.372,0.98
96,-1.568,1.274,0.882
97,-1.568,1.274,0.882
98,-1.568,1.274,0.882
99,-1.568,1.274,0.882
