,Magnetometerx,Magnetometery,Magnetometerz
0,0.5880000000000001,1.568,1.47
1,0.5880000000000001,1.568,1.47
2,0.5880000000000001,1.568,1.47
3,0.784,1.568,1.47
4,0.5880000000000001,1.568,1.568
5,0.784,1.568,1.47
6,0.784,1.568,1.47
7,0.784,1.568,1.47
8,0.784,1.568,1.47
9,0.686,1.568,1.568
10,0.686,1.568,1.568
11,0.686,1.568,1.568
12,0.686,1.568,1.568
13,0.686,1.568,1.568
14,0.686,1.568,1.47
15,0.5880000000000001,1.568,1.47
16,0.49,1.568,1.568
17,0.49,1.568,1.568
18,0.49,1.568,1.568
19,0.686,1.568,1.372
20,0.784,1.568,1.568
21,0.5880000000000001,1.568,1.47
22,0.5880000000000001,1.568,1.47
23,0.5880000000000001,1.568,1.47
24,0.5880000000000001,1.568,1.47
25,0.784,1.568,1.568
26,0.5880000000000001,1.568,1.47
27,0.784,1.568,1.47
28,0.784,1.568,1.47
29,0.784,1.568,1.47
30,0.784,1.568,1.47
31,0.686,1.568,1.568
32,0.784,1.568,1.372
33,0.49,1.568,1.372
34,0.49,1.568,1.372
35,0.49,1.568,1.372
36,0.5880000000000001,1.568,1.47
37,0.5880000000000001,1.568,1.47
38,0.686,1.568,1.372
39,0.686,1.568,1.372
40,0.686,1.568,1.372
41,0.686,1.568,1.372
42,0.686,1.568,1.47
43,0.686,1.568,1.568
44,0.784,1.568,1.47
45,0.784,1.568,1.47
46,0.784,1.568,1.47
47,0.686,1.568,1.47
48,0.784,1.568,1.47
49,0.784,1.568,1.47
50,0.784,1.568,1.47
51,0.784,1.568,1.47
52,0.784,1.568,1.47
53,0.686,1.568,1.47
54,0.882,1.568,1.568
55,0.5880000000000001,1.568,1.568
56,0.5880000000000001,1.568,1.568
57,0.5880000000000001,1.568,1.568
58,0.5880000000000001,1.568,1.568
59,0.5880000000000001,1.568,1.47
60,0.49,1.568,1.47
61,0.784,1.568,1.47
62,0.784,1.568,1.47
63,0.784,1.568,1.47
64,0.49,1.568,1.47
65,0.49,1.568,1.568
66,0.686,1.568,1.47
67,0.686,1.568,1.47
68,0.686,1.568,1.47
69,0.686,1.568,1.47
70,0.686,1.568,1.568
71,0.5880000000000001,1.568,1.568
72,0.5880000000000001,1.568,1.372
73,0.5880000000000001,1.568,1.372
74,0.5880000000000001,1.568,1.372
75,0.686,1.568,0.0
76,0.686,1.568,1.568
77,0.784,1.568,1.568
78,0.784,1.568,1.568
79,0.784,1.568,1.568
80,0.784,1.568,1.568
81,0.5880000000000001,1.568,1.568
82,0.49,1.568,1.47
83,0.784,1.568,1.47
84,0.784,1.568,1.47
85,0.784,1.568,1.47
86,0.784,1.568,1.47
87,0.49,1.568,1.47
88,0.686,1.568,1.47
89,0.784,1.568,1.568
90,0.784,1.568,1.568
91,0.784,1.568,1.568
92,0.5880000000000001,1.568,1.568
93,0.5880000000000001,1.568,1.47
94,0.882,1.568,1.47
95,0.882,1.568,1.47
96,0.882,1.568,1.47
97,0.882,1.568,1.47
98,0.5880000000000001,1.568,1.372
99,0.686,1.568,1.47
