"Sensor 3 Average (x, y, z)"
"[0.008129999999999998, 0.040665, -0.0453992]"
"[0.00468, 0.04134000000000001, -0.046415599999999994]"
"[0.0007049999999999999, 0.041445, -0.0468754]"
"[-0.001065, 0.04153499999999999, -0.047311]"
"[-0.006060000000000001, 0.041265, -0.047214200000000005]"
