"Sensor 2 Average (x, y, z)"
"[-0.043245, -0.00032999999999999956, -0.0610324]"
"[-0.043769999999999996, -0.0005250000000000003, -0.0548614]"
"[-0.043649999999999994, -0.00081, -0.0476014]"
"[-0.04331999999999999, -0.0010199999999999983, -0.0450362]"
"[-0.042255, -0.0011400000000000004, -0.03751]"
