"Sensor 3 Average (x, y, z)"
"[0.0058949999999999975, -0.04131, -0.1619948]"
"[0.0072449999999999876, -0.053685, -0.15180659999999999]"
"[0.009389999999999996, -0.06022500000000001, -0.1415216]"
"[0.008625000000000008, -0.06666, -0.1256948]"
"[0.00952500000000002, -0.071985, -0.11860419999999999]"
"[0.010169999999999985, -0.07539, -0.10239020000000001]"
"[-0.007635000000000003, -0.041144999999999994, -0.1627934]"
"[-0.005940000000000015, -0.05037, -0.154033]"
"[-0.005534999999999998, -0.060090000000000005, -0.1385208]"
"[-0.0018149999999999833, -0.06693, -0.12787279999999998]"
"[-0.0014850000000000002, -0.06983999999999999, -0.11715219999999998]"
"[0.0011400000000000021, -0.07224, -0.1026564]"
"[-0.01987500000000001, -0.038114999999999996, -0.16010719999999998]"
"[-0.019470000000000008, -0.049679999999999995, -0.14832179999999998]"
"[-0.014804999999999999, -0.05839499999999999, -0.13801259999999996]"
"[-0.013770000000000018, -0.063495, -0.12317800000000002]"
"[-0.010365, -0.06495, -0.11124739999999998]"
"[-0.008129999999999998, -0.06942, -0.097768]"
"[-0.032205000000000004, -0.03639, -0.15112899999999999]"
"[-0.03126, -0.045975, -0.14224759999999997]"
"[-0.027975000000000007, -0.053790000000000004, -0.129107]"
"[-0.024885000000000004, -0.060255, -0.11816860000000001]"
"[-0.01974, -0.06578999999999999, -0.1051248]"
"[-0.018165000000000008, -0.066195, -0.0927828]"
"[-0.04372500000000001, -0.036135, -0.14299779999999998]"
"[-0.04036500000000001, -0.04257, -0.13566519999999996]"
"[-0.037875000000000006, -0.049725, -0.12298439999999998]"
"[-0.03316500000000001, -0.05768999999999999, -0.111078]"
"[-0.030765, -0.06067499999999999, -0.10059940000000002]"
"[-0.025065000000000004, -0.061649999999999996, -0.0852324]"
"[-0.05253000000000001, -0.03243, -0.1330274]"
"[-0.05109000000000001, -0.03762, -0.12717099999999998]"
"[-0.044235000000000003, -0.04572, -0.1142966]"
"[-0.04245, -0.052860000000000004, -0.1045198]"
"[-0.038865000000000004, -0.05572499999999999, -0.0923472]"
"[-0.033075, -0.059609999999999996, -0.079255]"
