values,,Magnetometer,Magnetometer,Magnetometer,position,position,position
axis,,x,y,z,x,y,z
Sensor,Sample,,,,,,
0,0,-0.05892398090341535,-0.04627249357326478,-0.06605459664585629,0.0,0.0,0.0
0,1,-0.058930101603623455,-0.04674378748928877,-0.06610968294772922,0.0,0.0,0.0
0,2,-0.058930101603623455,-0.04674378748928877,-0.06610968294772922,0.0,0.0,0.0
0,3,-0.058728118496756035,-0.046462235279716005,-0.06591994124127801,0.0,0.0,0.0
0,4,-0.05885053250091811,-0.04633370057534582,-0.06590157914065368,0.0,0.0,0.0
0,5,-0.05885053250091811,-0.04633370057534582,-0.06590157914065368,0.0,0.0,0.0
0,6,-0.05889337740237484,-0.046419390378259276,-0.06580976863753213,0.0,0.0,0.0
0,7,-0.058942343004039666,-0.04659689068429428,-0.06597502754315093,0.0,0.0,0.0
0,8,-0.058942343004039666,-0.04659689068429428,-0.06597502754315093,0.0,0.0,0.0
0,9,-0.05874035989717223,-0.04637654547680255,-0.06585261353898886,0.0,0.0,0.0
0,10,-0.05873423919696413,-0.046639735585751005,-0.06599338964377524,0.0,0.0,0.0
0,11,-0.05873423919696413,-0.046639735585751005,-0.06599338964377524,0.0,0.0,0.0
0,12,-0.058844411800710004,-0.04644387317909169,-0.06603623454523197,0.0,0.0,0.0
0,13,-0.05845268698739135,-0.04649895948096462,-0.06606071734606439,0.0,0.0,0.0
0,14,-0.05845268698739135,-0.04649895948096462,-0.06606071734606439,0.0,0.0,0.0
0,15,-0.058832170400293794,-0.046535683682213246,-0.06595054474231851,0.0,0.0,0.0
0,16,-0.05866691149467499,-0.04629085567388909,-0.06612192434814543,0.0,0.0,0.0
0,17,-0.05866691149467499,-0.04629085567388909,-0.06612192434814543,0.0,0.0,0.0
0,18,-0.05889949810258294,-0.04627249357326478,-0.06582201003794834,0.0,0.0,0.0
0,19,-0.05881992899987759,-0.04651120088138083,-0.06603011384502387,0.0,0.0,0.0
0,20,-0.05879544619904518,-0.046192924470559435,-0.06611580364793732,0.0,0.0,0.0
0,21,-0.05879544619904518,-0.046192924470559435,-0.06611580364793732,0.0,0.0,0.0
0,22,-0.05878320479862896,-0.04633370057534582,-0.06578528583669971,0.0,0.0,0.0
0,23,-0.058630187293426374,-0.04680499449136981,-0.06598726894356714,0.0,0.0,0.0
0,24,-0.058630187293426374,-0.04680499449136981,-0.06598726894356714,0.0,0.0,0.0
0,25,-0.05905251560778553,-0.04667645978699963,-0.06609132084710491,0.0,0.0,0.0
0,26,-0.05863630799363447,-0.046437752478883584,-0.06633614885542906,0.0,0.0,0.0
0,27,-0.05863630799363447,-0.046437752478883584,-0.06633614885542906,0.0,0.0,0.0
0,28,-0.058942343004039666,-0.046413269678051164,-0.06593218264169422,0.0,0.0,0.0
0,29,-0.058630187293426374,-0.04674378748928877,-0.06583425143836455,0.0,0.0,0.0
0,30,-0.058630187293426374,-0.04674378748928877,-0.06583425143836455,0.0,0.0,0.0
0,31,-0.05871587709633982,-0.04650508018117273,-0.06582201003794834,0.0,0.0,0.0
0,32,-0.05864242869384258,-0.04652344228179704,-0.0659260619414861,0.0,0.0,0.0
0,33,-0.05864242869384258,-0.04652344228179704,-0.0659260619414861,0.0,0.0,0.0
0,34,-0.05900967070632881,-0.0463030970743053,-0.0659260619414861,0.0,0.0,0.0
0,35,-0.05882604970008569,-0.04651120088138083,-0.0659138205410699,0.0,0.0,0.0
0,36,-0.05882604970008569,-0.04651120088138083,-0.0659138205410699,0.0,0.0,0.0
0,37,-0.05882604970008569,-0.046547925082629456,-0.06615252784918595,0.0,0.0,0.0
0,38,-0.058801566899253276,-0.04667033908679153,-0.06603011384502387,0.0,0.0,0.0
0,39,-0.058660790794466885,-0.04661525278491859,-0.06584649283878076,0.0,0.0,0.0
0,40,-0.058660790794466885,-0.04661525278491859,-0.06584649283878076,0.0,0.0,0.0
0,41,-0.05856898029134533,-0.046462235279716005,-0.06560778553066471,0.0,0.0,0.0
0,42,-0.058746480597380336,-0.046554045782837554,-0.06606683804627249,0.0,0.0,0.0
0,43,-0.058746480597380336,-0.046554045782837554,-0.06606683804627249,0.0,0.0,0.0
0,44,-0.058789325498837065,-0.04649283878075652,-0.06573019953482678,0.0,0.0,0.0
0,45,-0.058770963398212764,-0.046639735585751005,-0.06606683804627249,0.0,0.0,0.0
0,46,-0.058770963398212764,-0.046639735585751005,-0.06606683804627249,0.0,0.0,0.0
0,47,-0.058342514383645495,-0.046547925082629456,-0.06548537152650263,0.0,0.0,0.0
0,48,-0.058862773901334306,-0.04643163177867548,-0.0659138205410699,0.0,0.0,0.0
0,49,-0.05862406659321826,-0.04649895948096462,-0.06586485493940507,0.0,0.0,0.0
0,50,-0.058789325498837065,-0.046823356591994124,-0.06597502754315093,0.0,0.0,0.0
0,51,-0.058942343004039666,-0.04637654547680255,-0.06585873423919696,0.0,0.0,0.0
0,52,-0.05864242869384258,-0.04651120088138083,-0.0660790794466887,0.0,0.0,0.0
0,53,-0.058660790794466885,-0.046309217774513405,-0.06584037213857266,0.0,0.0,0.0
0,54,-0.058703635695923614,-0.046407148977843066,-0.06598114824335904,0.0,0.0,0.0
0,55,-0.05870975639613172,-0.046664218386583425,-0.06612192434814543,0.0,0.0,0.0
0,56,-0.05873423919696413,-0.04635818337617824,-0.06606071734606439,0.0,0.0,0.0
0,57,-0.05873423919696413,-0.04635818337617824,-0.06606071734606439,0.0,0.0,0.0
0,58,-0.05877708409842086,-0.04621128657118374,-0.06580976863753213,0.0,0.0,0.0
0,59,-0.05872199779654792,-0.04670094258783205,-0.06565063043212144,0.0,0.0,0.0
0,60,-0.058789325498837065,-0.04659689068429428,-0.0662259762516832,0.0,0.0,0.0
0,61,-0.058942343004039666,-0.04637042477659444,-0.06604235524544008,0.0,0.0,0.0
0,62,-0.05880768759946138,-0.04659076998408618,-0.06596278614273474,0.0,0.0,0.0
