values,,Magnetometer,Magnetometer,Magnetometer,position,position,position
axis,,x,y,z,x,y,z
Sensor,Sample,,,,,,
0,0,-0.06828865222181417,-0.06014812094503611,-0.0909964499938793,0.0,0.0,0.0
0,1,-0.06836210062431142,-0.06001346554045783,-0.09108213979679275,0.0,0.0,0.0
0,2,-0.06822744521973315,-0.060025706940874037,-0.09101481209450361,0.0,0.0,0.0
0,3,-0.0681539968172359,-0.06016036234545232,-0.09113722609866569,0.0,0.0,0.0
0,4,-0.068160117517444,-0.059823723834006616,-0.09111886399804138,0.0,0.0,0.0
0,5,-0.06800097931203329,-0.0598053617333823,-0.09091688089117395,0.0,0.0,0.0
0,6,-0.068160117517444,-0.05986656873546333,-0.09128412290366018,0.0,0.0,0.0
0,7,-0.06800710001224139,-0.059817603133798504,-0.09108213979679275,0.0,0.0,0.0
0,8,-0.06834373852368711,-0.06019096584649284,-0.09092300159138206,0.0,0.0,0.0
0,9,-0.06824580732035744,-0.06003794834129025,-0.09121067450116294,0.0,0.0,0.0
0,10,-0.06841106622597624,-0.059964499938793006,-0.09111274329783328,0.0,0.0,0.0
0,11,-0.06814787611702779,-0.0599767413392092,-0.09108826049700086,0.0,0.0,0.0
0,12,-0.06812951401640348,-0.059786999632757985,-0.0909842085934631,0.0,0.0,0.0
0,13,-0.06826416942098176,-0.05995225853837679,-0.09095360509242258,0.0,0.0,0.0
0,14,-0.06828253152160607,-0.05983596523442282,-0.0909964499938793,0.0,0.0,0.0
0,15,-0.06828253152160607,-0.05983596523442282,-0.0909842085934631,0.0,0.0,0.0
0,16,-0.0684906353286816,-0.05998286203941731,-0.0909842085934631,0.0,0.0,0.0
0,17,-0.06812339331619537,-0.0596523442281797,-0.09120455380095482,0.0,0.0,0.0
0,18,-0.06807442771453054,-0.06001346554045783,-0.09108213979679275,0.0,0.0,0.0
0,19,-0.06797649651120088,-0.05998286203941731,-0.09109438119720896,0.0,0.0,0.0
0,20,-0.06801934141265761,-0.05990941363692006,-0.09097808789325498,0.0,0.0,0.0
0,21,-0.06804382421349002,-0.06000734484024972,-0.0910086913942955,0.0,0.0,0.0
0,22,-0.06809278981515485,-0.06008691394295508,-0.09089239809034153,0.0,0.0,0.0
0,23,-0.06806218631411434,-0.0598114824335904,-0.09104541559554413,0.0,0.0,0.0
0,24,-0.06806218631411434,-0.0598114824335904,-0.09062308728118497,0.0,0.0,0.0
0,25,-0.06824580732035744,-0.06009303464316318,-0.09062308728118497,0.0,0.0,0.0
0,26,-0.06825192802056555,-0.05995225853837679,-0.09095360509242258,0.0,0.0,0.0
0,27,-0.06830701432243849,-0.059915534337128165,-0.09047619047619047,0.0,0.0,0.0
0,28,-0.06803158281307382,-0.059786999632757985,-0.09103929489533603,0.0,0.0,0.0
0,29,-0.06798261721140898,-0.05990941363692006,-0.0910086913942955,0.0,0.0,0.0
0,30,-0.0683253764230628,-0.060025706940874037,-0.09096584649283877,0.0,0.0,0.0
0,31,-0.06790916880891174,-0.059817603133798504,-0.0911494674990819,0.0,0.0,0.0
0,32,-0.06824580732035744,-0.06003794834129025,-0.09070265638389031,0.0,0.0,0.0
0,33,-0.06797649651120088,-0.060025706940874037,-0.09096584649283877,0.0,0.0,0.0
0,34,-0.06808666911494675,-0.05969518912963643,-0.09127188150324397,0.0,0.0,0.0
0,35,-0.06810503121557107,-0.06006243114212266,-0.09108213979679275,0.0,0.0,0.0
0,36,-0.06821520381931692,-0.06005631044191455,-0.0910086913942955,0.0,0.0,0.0
0,37,-0.06836210062431142,-0.05970130982984453,-0.09108213979679275,0.0,0.0,0.0
0,38,-0.06802546211286571,-0.05987881013587955,-0.09102705349491982,0.0,0.0,0.0
0,39,-0.06802546211286571,-0.059970620639001104,-0.09096584649283877,0.0,0.0,0.0
0,40,-0.0681539968172359,-0.059970620639001104,-0.09096584649283877,0.0,0.0,0.0
0,41,-0.06822132451952503,-0.05986656873546333,-0.09123515730199536,0.0,0.0,0.0
0,42,-0.06812951401640348,-0.060172603745868525,-0.09110050189741706,0.0,0.0,0.0
0,43,-0.06808054841473865,-0.059756396131717474,-0.0910086913942955,0.0,0.0,0.0
0,44,-0.06828253152160607,-0.05984208593463092,-0.0906904149834741,0.0,0.0,0.0
0,45,-0.06811115191577917,-0.060025706940874037,-0.09095360509242258,0.0,0.0,0.0
0,46,-0.06809278981515485,-0.05986656873546333,-0.09116782959970621,0.0,0.0,0.0
0,47,-0.06790304810870364,-0.059927775737544375,-0.0911800710001224,0.0,0.0,0.0
0,48,-0.06822132451952503,-0.05987881013587955,-0.09095360509242258,0.0,0.0,0.0
0,49,-0.06793365160974416,-0.0601236381442037,-0.09096584649283877,0.0,0.0,0.0
0,50,-0.06824580732035744,-0.06005018974170645,-0.09081282898763618,0.0,0.0,0.0
0,51,-0.06824580732035744,-0.06005018974170645,-0.09097196719304688,0.0,0.0,0.0
0,52,-0.0681539968172359,-0.060111396743787494,-0.09097196719304688,0.0,0.0,0.0
0,53,-0.06825192802056555,-0.06003794834129025,-0.09119231240053863,0.0,0.0,0.0
0,54,-0.06813563471661158,-0.05998286203941731,-0.09103929489533603,0.0,0.0,0.0
0,55,-0.06809891051536296,-0.05998898273962542,-0.09088627739013343,0.0,0.0,0.0
0,56,-0.0681784796180683,-0.06001346554045783,-0.0908434324886767,0.0,0.0,0.0
0,57,-0.06830089362223038,-0.05979312033296609,-0.0909842085934631,0.0,0.0,0.0
0,58,-0.06822744521973315,-0.05976863753213367,-0.09105765699596033,0.0,0.0,0.0
0,59,-0.06839270412535195,-0.06019096584649284,-0.09104541559554413,0.0,0.0,0.0
0,60,-0.06776839270412535,-0.05989717223650386,-0.09118619170033052,0.0,0.0,0.0
0,61,-0.06809891051536296,-0.059823723834006616,-0.09119843310074673,0.0,0.0,0.0
0,62,-0.06796425511078467,-0.06005018974170645,-0.09102705349491982,0.0,0.0,0.0
0,63,-0.06834373852368711,-0.0598053617333823,-0.0913147264047007,0.0,0.0,0.0
