"Sensor 4 Average (x, y, z)"
"[-0.09158999999999998, -0.081705, -0.3464229999999999]"
"[-0.08642999999999998, -0.10381499999999999, -0.32653060000000006]"
"[-0.08213999999999999, -0.12070499999999999, -0.30208859999999993]"
"[-0.07649999999999998, -0.13562999999999997, -0.278784]"
"[-0.06938999999999998, -0.14575500000000002, -0.2509298]"
"[-0.06413999999999999, -0.15344999999999998, -0.22302719999999998]"
"[-0.11104499999999998, -0.077235, -0.3233604]"
"[-0.10744499999999998, -0.09798, -0.3061058]"
"[-0.10225499999999998, -0.11561999999999999, -0.28151859999999995]"
"[-0.09488999999999997, -0.1281, -0.26051299999999994]"
"[-0.08687999999999999, -0.139125, -0.23878139999999995]"
"[-0.08051999999999998, -0.14388, -0.21095140000000004]"
"[-0.13149, -0.06912, -0.29688559999999997]"
"[-0.12544499999999997, -0.09007499999999999, -0.28326099999999993]"
"[-0.11654999999999999, -0.108, -0.2633928]"
"[-0.10882499999999998, -0.120225, -0.24381500000000003]"
"[-0.10205999999999998, -0.12969, -0.21963920000000003]"
"[-0.09122999999999998, -0.13621499999999997, -0.19314020000000004]"
"[-0.145005, -0.064215, -0.2717176]"
"[-0.137355, -0.08208, -0.25840759999999996]"
"[-0.13046999999999997, -0.099465, -0.24127400000000002]"
"[-0.12191999999999999, -0.109245, -0.2180662]"
"[-0.11146499999999998, -0.120225, -0.20037600000000003]"
"[-0.10537499999999998, -0.127695, -0.18029]"
"[-0.15490500000000001, -0.05829, -0.24287120000000004]"
"[-0.14606999999999998, -0.07527, -0.2301178]"
"[-0.14088, -0.09018, -0.21760640000000003]"
"[-0.132735, -0.10090500000000001, -0.19614099999999998]"
"[-0.12157499999999999, -0.11073, -0.18082239999999997]"
"[-0.11285999999999999, -0.115755, -0.159962]"
"[-0.16024499999999997, -0.05277, -0.21588819999999997]"
"[-0.15385499999999996, -0.06816, -0.20691]"
"[-0.146835, -0.08157, -0.19052659999999996]"
"[-0.13901999999999998, -0.08988, -0.17680520000000002]"
"[-0.127935, -0.09875999999999999, -0.1604218]"
"[-0.11932499999999999, -0.10264499999999999, -0.14587760000000002]"
